N,X,Y,TAZ,TAZdist
1,6008120.30634,2086464.60113,1,0.000
2,5993658.16063,2086661.11814,2,0.000
3,6006012.36294,2086610.91055,3,0.000
4,5995631.69110,2086718.53562,4,0.000
5,6007266.41054,2086606.49160,5,0.000
6,6009628.11104,2086573.28825,6,0.000
7,6006624.34979,2087216.98203,7,0.000
8,6002334.20438,2086830.44958,8,0.000
9,5996890.10428,2087119.92934,9,0.000
10,5995019.74805,2087625.91121,10,0.000
11,6000423.97079,2087567.87789,11,0.000
12,6006408.99458,2087705.93046,12,0.000
13,5997897.03289,2087557.91850,13,0.000
14,6001773.41898,2087593.51481,14,0.000
15,6010681.82171,2087617.53568,15,0.000
16,5992761.28858,2087496.61278,16,0.000
17,6008287.21710,2087730.52578,17,0.000
18,6009531.37011,2088093.10012,18,0.000
19,6000341.88869,2088249.59241,19,0.000
20,5995027.01429,2088627.93292,20,0.000
21,6001498.51631,2088676.62663,21,0.000
22,5998286.23626,2088353.32494,22,0.000
23,6010550.58375,2088828.62342,23,0.000
24,5992130.65381,2088612.72359,24,0.000
25,5993344.83163,2089245.13237,25,0.000
26,5996418.59784,2089409.43575,26,0.000
27,6011891.77666,2088744.89891,27,0.000
28,5996829.65393,2088588.73774,28,0.000
29,5994871.21609,2089523.75188,29,0.000
30,6010753.29009,2089540.52145,30,0.000
31,5988173.61075,2089571.36877,31,0.000
32,5999587.57432,2089256.22246,32,0.000
33,6002296.68075,2089293.56643,33,0.000
34,5989088.92012,2089713.20175,34,0.000
35,5996063.56081,2090223.90930,35,0.000
36,6010989.59153,2090137.85894,36,0.000
37,6003549.99361,2089688.11281,37,0.000
38,5998747.42071,2089944.66275,38,0.000
39,6001399.16479,2089966.59483,39,0.000
40,5993570.87101,2090526.12912,40,0.000
41,5994596.87176,2090582.45162,41,0.000
42,5992117.91416,2090860.20500,42,0.000
43,5997710.42992,2090366.09684,43,0.000
44,6011912.72720,2090383.64499,44,0.000
45,5996464.08256,2090986.20041,45,0.000
46,5999548.47866,2091015.66269,46,0.000
47,6004152.67070,2090838.61417,47,0.000
48,6000892.86755,2090825.43026,48,0.000
49,6009783.63215,2090879.21634,49,0.000
50,6002458.72932,2091132.07887,50,0.000
51,6011163.80687,2091368.26219,51,0.000
52,5988089.60616,2090949.38800,52,0.000
53,5995846.50621,2091601.39738,53,0.000
54,5994600.39845,2091794.65268,54,0.000
55,6000298.30854,2092147.73985,55,0.000
56,6001677.08226,2092300.56843,56,0.000
57,6011152.26123,2092412.09418,57,0.000
58,6003236.73159,2092218.08489,58,0.000
59,5993091.18842,2092061.10118,59,0.000
60,6006099.92788,2092655.17728,60,0.000
61,6005031.31547,2092220.08135,61,0.000
62,6004063.44841,2093063.97119,62,0.000
63,6009878.60044,2092612.23800,63,0.000
64,6007102.54549,2093087.60370,64,0.000
65,5997982.36444,2092773.49423,65,0.000
66,6002262.26592,2093241.50024,66,0.000
67,6016770.01618,2093318.84787,67,0.000
68,6015201.96267,2093439.28247,68,0.000
69,6004603.76947,2093758.16028,69,0.000
70,6008967.74217,2093710.20091,70,0.000
71,5999641.74440,2094156.34263,71,0.000
72,6005530.10868,2094127.76571,72,0.000
73,5997755.36667,2094251.69841,73,0.000
74,6015705.05881,2094113.09609,74,0.000
75,6007478.54495,2094171.27766,75,0.000
76,6014012.01717,2094286.91276,76,0.000
77,6002647.25698,2094329.63546,77,0.000
78,6001508.22776,2095012.47374,78,0.000
79,6010657.41484,2093973.79079,79,0.000
80,6003716.95711,2095011.50037,80,0.000
81,5984597.08264,2094951.75622,81,0.000
82,5995634.91170,2095073.36456,82,0.000
83,5985863.36996,2095062.33324,83,0.000
84,5987038.66447,2095189.40932,84,0.000
85,5988319.18371,2095345.76332,85,0.000
86,5989835.58784,2095350.62202,86,0.000
87,6006837.10377,2095258.27801,87,0.000
88,6005036.52615,2095428.44379,88,0.000
89,6011928.63209,2094826.62373,89,0.000
90,6005640.00698,2096299.56752,90,0.000
91,5994159.51103,2095514.14847,91,0.000
92,6009556.59296,2095159.08745,92,0.000
93,5984387.04976,2096317.67088,93,0.000
94,6003900.75613,2096349.29617,94,0.000
95,5999494.02984,2095526.88145,95,0.000
96,6007863.02345,2096388.91751,96,0.000
97,6001454.76783,2096348.16079,97,0.000
98,6006989.50184,2096640.48145,98,0.000
99,5982331.01490,2096934.96982,99,0.000
100,6008481.81709,2096461.59595,100,0.000
101,6004384.82952,2097196.79649,101,0.000
102,6005933.76818,2097214.28959,102,0.000
103,5994365.15679,2097234.97531,103,0.000
104,6004537.06051,2098022.55447,104,0.000
105,6006605.16344,2097947.44086,105,0.000
106,5983339.81347,2097545.85608,106,0.000
107,6004722.94356,2098657.62654,107,0.000
108,6005893.83458,2098398.51407,108,0.000
109,5993922.24612,2098432.40079,109,0.000
110,5981756.89749,2098445.50005,110,0.000
111,5982550.64056,2098444.32047,111,0.000
112,5984321.71726,2098843.60290,112,0.000
113,6003972.94651,2099104.07089,113,0.000
114,6009774.98844,2098846.20711,114,0.000
115,5991231.35353,2099420.59873,115,0.000
116,6007057.61526,2099026.90453,116,0.000
117,5996486.25309,2098721.62541,117,0.000
118,5995131.58817,2099098.14902,118,0.000
119,6005257.90799,2099487.98555,119,0.000
120,6003925.19817,2099979.41849,120,0.000
121,5991208.08105,2100100.57517,121,0.000
122,5996000.29500,2099781.20195,122,0.000
123,6005360.35813,2100210.06873,123,0.000
124,6006472.82934,2099691.36410,124,0.000
125,6008071.01810,2100275.41931,125,0.000
126,6010078.94420,2099996.81068,126,0.000
127,6004215.74284,2100800.91236,127,0.000
128,6005995.36794,2100897.98025,128,0.000
129,6006800.87723,2101013.70286,129,0.000
130,6007438.57558,2101027.57218,130,0.000
131,5982480.09482,2100482.63286,131,0.000
132,5983267.55419,2100168.13091,132,0.000
133,6008072.74339,2101048.52192,133,0.000
134,6009422.75282,2101089.04028,134,0.000
135,6010270.22996,2101144.54809,135,0.000
136,5989930.12634,2100737.03958,136,0.000
137,6002070.62193,2101172.09596,137,0.000
138,6003210.17688,2101257.24108,138,0.000
139,6004486.82405,2101620.20709,139,0.000
140,6005691.08184,2101489.77617,140,0.000
141,6008687.56592,2101359.94975,141,0.000
142,6001244.45156,2102020.54784,142,0.000
143,6004454.35361,2102202.72786,143,0.000
144,6005756.93605,2102274.11467,144,0.000
145,5992740.40235,2101920.85149,145,0.000
146,6008216.54651,2102214.82073,146,0.000
147,6003152.76295,2102277.00120,147,0.000
148,6011049.72517,2101931.77824,148,0.000
149,6009359.90737,2102180.75748,149,0.000
150,6010165.60551,2102224.83848,150,0.000
151,5996340.95375,2101253.13959,151,0.000
152,6012645.80852,2102155.56938,152,0.000
153,5981981.10873,2102506.87984,153,0.000
154,5997678.55780,2101706.64266,154,0.000
155,5983724.76232,2102405.68019,155,0.000
156,6005723.59221,2102856.45103,156,0.000
157,6006727.58591,2102326.71502,157,0.000
158,6007364.18041,2102362.75020,158,0.000
159,6000967.14333,2102747.95576,159,0.000
160,5981940.44195,2103186.53602,160,0.000
161,6002000.35576,2102945.13761,161,0.000
162,6003104.49547,2103149.99797,162,0.000
163,5983861.84819,2103249.28853,163,0.000
164,6004405.91278,2103075.80786,164,0.000
165,6005692.60499,2103439.80969,165,0.000
166,6012346.22076,2103291.38071,166,0.000
167,5999052.64381,2101742.49683,167,0.000
168,5989860.29209,2102776.36778,168,0.000
169,5991054.06262,2103129.43103,169,0.000
170,6008264.09572,2103289.40774,170,0.000
171,6009561.75520,2103360.75834,171,0.000
172,5981903.62079,2103865.30622,172,0.000
173,6004043.70964,2103931.11876,173,0.000
174,5983835.70792,2103928.45358,174,0.000
175,5986550.48319,2104023.37536,175,0.000
176,6007048.88769,2103749.83635,176,0.000
177,5999369.74683,2104111.36679,177,0.000
178,6000327.66707,2103422.42861,178,0.000
179,6001667.35626,2103976.05473,179,0.000
180,5997898.53039,2103088.21434,180,0.000
181,6002937.37652,2104261.20876,181,0.000
182,5981867.27295,2104544.52605,182,0.000
183,6005643.20974,2104314.53276,183,0.000
184,5983814.07611,2104609.54840,184,0.000
185,6006684.13528,2104488.05994,185,0.000
186,6009497.98780,2104471.49841,186,0.000
187,5986526.87352,2104702.06108,187,0.000
188,6008199.12651,2104455.44415,188,0.000
189,6010726.35364,2103683.60673,189,0.000
190,6001847.12024,2104785.30183,190,0.000
191,6006983.79245,2105149.85522,191,0.000
192,5981825.47376,2105224.02319,192,0.000
193,5983791.00230,2105289.86883,193,0.000
194,5985248.75743,2104555.16331,194,0.000
195,5998320.20035,2105088.33642,195,0.000
196,5999597.91147,2104912.57979,196,0.000
197,6013770.84026,2105238.30418,197,0.000
198,5986503.58920,2105382.45458,198,0.000
199,6000470.20968,2105265.53004,199,0.000
200,5991171.56399,2105543.32923,200,0.000
201,6002983.38035,2105336.93813,201,0.000
202,6001707.59852,2105563.52683,202,0.000
203,5993043.35307,2105607.24316,203,0.000
204,6005577.80265,2105481.31859,204,0.000
205,6006849.86655,2105843.86485,205,0.000
206,5981787.06628,2105902.48738,206,0.000
207,5983767.53927,2105969.39870,207,0.000
208,5986480.53690,2106062.25509,208,0.000
209,6010480.11227,2105848.37494,209,0.000
210,5997886.91492,2106109.06084,210,0.000
211,5991141.35688,2106222.09148,211,0.000
212,6004024.95096,2106275.15109,212,0.000
213,5993020.02519,2106286.10879,213,0.000
214,6013655.70226,2106147.58245,214,0.000
215,5994204.86842,2106186.47683,215,0.000
216,5981749.66745,2106583.64997,216,0.000
217,6000006.92456,2106113.71936,217,0.000
218,5983744.12455,2106651.52309,218,0.000
219,5985118.36616,2106188.00926,219,0.000
220,5986457.49432,2106744.54891,220,0.000
221,6005513.29316,2106654.93916,221,0.000
222,5991115.13516,2106905.22460,222,0.000
223,6006720.04381,2106533.48675,223,0.000
224,5992996.48807,2106969.35327,224,0.000
225,5994391.10694,2107016.52895,225,0.000
226,5995311.60592,2106809.08445,226,0.000
227,5996502.45435,2106950.55686,227,0.000
228,5998031.40311,2106956.56684,228,0.000
229,5999254.88499,2107189.72258,229,0.000
230,6007088.40170,2107330.31787,230,0.000
231,6004514.02359,2107284.81632,231,0.000
232,6005448.10900,2107746.42764,232,0.000
233,5997810.71038,2107723.39584,233,0.000
234,6001730.37603,2107690.02412,234,0.000
235,5999294.19936,2108068.43566,235,0.000
236,6006460.88166,2107717.13407,236,0.000
237,5998977.92863,2108519.68889,237,0.000
238,6002661.45974,2108580.85969,238,0.000
239,6003850.02835,2108692.90242,239,0.000
240,5997484.52494,2108676.23824,240,0.000
241,5998670.29104,2108999.98253,241,0.000
242,6005598.10558,2108648.18763,242,0.000
243,6004752.26680,2108977.08962,243,0.000
244,6000099.89475,2109198.61905,244,0.000
245,6001545.67800,2109399.66668,245,0.000
246,6002767.55880,2109395.05356,246,0.000
247,6003681.88947,2109453.64925,247,0.000
248,6005410.73413,2109533.06746,248,0.000
249,6004502.61695,2109845.46215,249,0.000
250,5986036.26840,2110113.01658,250,0.000
251,5987895.75320,2110180.33723,251,0.000
252,5997318.57118,2110024.78368,252,0.000
253,5998274.06410,2110155.00909,253,0.000
254,5999226.41545,2110288.52446,254,0.000
255,6004556.22395,2110512.39473,255,0.000
256,6000179.91019,2110421.51186,256,0.000
257,5984628.75592,2110402.64326,257,0.000
258,6001160.85949,2110386.54346,258,0.000
259,6006222.99224,2110745.19336,259,0.000
260,5987871.30894,2110860.52176,260,0.000
261,5989276.98276,2110570.91931,261,0.000
262,5992373.79686,2110513.04932,262,0.000
263,5993641.72961,2110733.79532,263,0.000
264,5994566.55146,2110808.56005,264,0.000
265,6003558.00937,2110723.76545,265,0.000
266,5996242.72817,2110842.34652,266,0.000
267,6004467.34775,2111192.35457,267,0.000
268,6005223.27538,2110952.66754,268,0.000
269,5981506.02350,2110970.51319,269,0.000
270,5982589.96061,2111009.88548,270,0.000
271,5983674.76701,2111048.91495,271,0.000
272,6001593.34228,2111371.74758,272,0.000
273,5985166.29098,2111216.62366,273,0.000
274,5987846.56796,2111540.21158,274,0.000
275,5999859.78431,2111377.60482,275,0.000
276,5992691.01398,2111374.68328,276,0.000
277,6003760.32718,2111685.55371,277,0.000
278,6001303.32312,2111830.07301,278,0.000
279,5984780.18060,2112008.29868,279,0.000
280,5987822.29049,2112230.81786,280,0.000
281,6004080.63313,2112181.44513,281,0.000
282,5989227.60579,2111940.47387,282,0.000
283,6002388.18841,2112119.22156,283,0.000
284,5992314.86779,2112223.68711,284,0.000
285,5993595.18571,2112099.22254,285,0.000
286,6008165.61111,2112164.29163,286,0.000
287,5994524.33319,2112132.81863,287,0.000
288,5996046.13079,2112003.81337,288,0.000
289,5996772.41549,2112260.65843,289,0.000
290,6003637.20033,2112570.86988,290,0.000
291,5981543.04939,2112377.49018,291,0.000
292,6005272.06173,2112347.79895,292,0.000
293,5982608.15123,2112342.16273,293,0.000
294,5983624.78296,2112429.59156,294,0.000
295,5984852.11478,2112825.00125,295,0.000
296,6009128.84435,2112854.53794,296,0.000
297,5990832.54438,2113042.06089,297,0.000
298,5992551.00410,2113103.52061,298,0.000
299,6007083.74858,2113292.95104,299,0.000
300,6007823.54543,2113221.75687,300,0.000
301,6002243.52695,2113164.14879,301,0.000
302,6008299.15437,2113288.71458,302,0.000
303,6003205.60712,2113298.98626,303,0.000
304,6008990.52689,2113557.48102,304,0.000
305,5837610.33834,2086347.55576,305,0.000
306,5990807.61538,2113733.00545,306,0.000
307,5992525.22187,2113795.42569,307,0.000
308,6007966.17349,2113934.67382,308,0.000
309,5994701.87444,2113291.01669,309,0.000
310,6000925.17750,2113814.57471,310,0.000
311,5999743.99841,2113820.28979,311,0.000
312,5995096.47321,2113977.33482,312,0.000
313,6032667.54736,2112874.51507,313,0.000
314,5987912.90060,2113969.78153,314,0.000
315,5989266.30380,2114101.31057,315,0.000
316,5990790.43369,2114413.09469,316,0.000
317,5997581.47843,2114310.09048,317,0.000
318,6005989.95740,2114389.78664,318,0.000
319,6007347.01041,2114890.75004,319,0.000
320,6001820.04558,2114919.98505,320,0.000
321,6002925.04039,2114901.32941,321,0.000
322,6007296.94882,2115231.82674,322,0.000
323,5996099.31547,2115041.62683,323,0.000
324,5994279.31237,2114553.07384,324,0.000
325,6003805.72551,2115148.06021,325,0.000
326,6004868.67989,2115244.03212,326,0.000
327,6007254.93135,2115573.16839,327,0.000
328,5994953.05167,2115132.74241,328,0.000
329,6000453.11805,2115491.79616,329,0.000
330,6005821.96140,2115376.60292,330,0.000
331,5998526.45095,2115559.36193,331,0.000
332,6008682.38055,2115771.96751,332,0.000
333,6009873.49326,2115937.96583,333,0.000
334,6007343.45248,2116049.74747,334,0.000
335,6000365.82125,2116142.92573,335,0.000
336,6003339.31946,2115946.82791,336,0.000
337,5998452.93800,2116195.65481,337,0.000
338,6001846.55570,2116012.19807,338,0.000
339,6006962.66252,2116453.26455,339,0.000
340,6003192.89844,2116559.19105,340,0.000
341,6008670.97274,2116866.17646,341,0.000
342,6005636.11798,2116711.23224,342,0.000
343,6006891.71421,2116996.17856,343,0.000
344,6009125.98562,2117200.29964,344,0.000
345,6007150.94124,2117471.46162,345,0.000
346,6010211.55963,2117108.37343,346,0.000
347,6003354.24524,2117398.53172,347,0.000
348,6008765.17483,2117610.37600,348,0.000
349,6002114.87051,2117325.59699,349,0.000
350,6004545.54188,2117564.55861,350,0.000
351,6006908.29461,2117874.55430,351,0.000
352,6009802.23447,2117810.35305,352,0.000
353,6005498.70463,2117697.43070,353,0.000
354,6010761.41254,2118082.60753,354,0.000
355,6008483.15872,2118001.70503,355,0.000
356,6000110.91543,2118153.60631,356,0.000
357,6010167.51532,2118329.73267,357,0.000
358,6007103.87115,2118420.71930,358,0.000
359,6002497.88654,2118312.58535,359,0.000
360,6003451.15496,2118445.34987,360,0.000
361,6008530.01148,2118614.67718,361,0.000
362,6011513.53332,2118702.62572,362,0.000
363,6004404.33528,2118578.08779,363,0.000
364,6009857.68005,2118784.43950,364,0.000
365,5999927.60465,2118792.79901,365,0.000
366,6005357.46531,2118710.66751,366,0.000
367,6006239.37191,2118772.70307,367,0.000
368,6007240.58035,2119153.21970,368,0.000
369,6000115.29542,2119295.91316,369,0.000
370,6004386.97472,2119323.61622,370,0.000
371,6008342.06476,2119270.16147,371,0.000
372,6011530.24827,2119396.60718,372,0.000
373,6010282.73427,2119415.75156,373,0.000
374,6010812.53230,2119471.02403,374,0.000
375,6008490.42943,2119760.26728,375,0.000
376,6009456.53656,2119493.82122,376,0.000
377,5999757.29753,2119756.27219,377,0.000
378,6004953.24812,2119868.54358,378,0.000
379,6000037.72888,2120225.87030,379,0.000
380,6003859.37253,2120022.19502,380,0.000
381,6009162.80566,2120425.81511,381,0.000
382,6009974.76317,2120396.57282,382,0.000
383,6004858.79586,2120549.78483,383,0.000
384,6006263.83692,2129164.26678,384,0.000
385,6007535.69691,2142016.53047,385,0.000
386,6021580.36607,2093139.16555,386,0.000
387,6021242.83640,2090894.22036,387,0.000
388,6014796.69579,2092876.08274,388,0.000
389,6014871.21833,2094491.99021,389,0.000
390,5997741.89853,2094992.95353,390,0.000
391,5999711.90713,2094948.17573,391,0.000
392,5993548.69869,2094567.99644,392,0.000
393,5993448.80856,2093562.42319,393,0.000
394,5991053.41763,2095345.14326,394,0.000
395,5991023.43173,2093920.99722,395,0.000
396,5991962.63591,2095210.85062,396,0.000
397,5992671.88787,2095127.77467,397,0.000
398,6013445.61115,2095483.30121,398,0.000
399,6012818.06336,2094402.77996,399,0.000
400,5983248.01513,2088495.70458,400,0.000
401,5985790.35929,2091661.06942,401,0.000
402,5989363.51031,2087471.10629,402,0.000
403,6003093.64320,2095747.56250,403,0.000
404,6002400.79404,2095933.65578,404,0.000
405,5995916.01592,2096348.35557,405,0.000
406,6014491.52400,2095635.50900,406,0.000
407,6014761.75223,2096482.45274,407,0.000
408,6011933.42414,2096233.13311,408,0.000
409,6011139.73297,2096654.43926,409,0.000
410,6016635.32812,2096198.28819,410,0.000
411,6016857.84451,2094605.75729,411,0.000
412,6008434.50242,2095099.25673,412,0.000
413,6009090.76437,2096499.70890,413,0.000
414,5985515.22334,2096752.24570,414,0.000
415,5987171.12107,2096154.87200,415,0.000
416,5987037.39485,2097253.77280,416,0.000
417,5989732.24687,2097328.13172,417,0.000
418,5988452.17313,2096574.68988,418,0.000
419,5988327.66820,2097290.90505,419,0.000
420,5993233.82721,2096991.46578,420,0.000
421,5992580.77647,2096422.16583,421,0.000
422,5984356.87994,2097824.03320,422,0.000
423,5984225.96636,2097139.61753,423,0.000
424,5985752.18649,2097871.66344,424,0.000
425,5987070.23280,2097917.06025,425,0.000
426,5988310.80695,2097959.62062,426,0.000
427,5989709.67534,2098007.77027,427,0.000
428,6015420.01235,2095602.57136,428,0.000
429,6015831.85197,2097231.85951,429,0.000
430,5991144.06841,2096865.49629,430,0.000
431,5992309.49132,2097800.19885,431,0.000
432,6008286.52608,2097809.58698,432,0.000
433,6008958.96718,2097912.12800,433,0.000
434,5985728.55340,2098551.09286,434,0.000
435,5987046.58959,2098596.11363,435,0.000
436,5997113.28897,2097202.83899,436,0.000
437,5998939.89355,2097399.19519,437,0.000
438,5988287.05128,2098638.57356,438,0.000
439,5989687.60070,2098687.04729,439,0.000
440,5991252.32444,2098740.77032,440,0.000
441,5991112.38487,2098056.64309,441,0.000
442,5992618.38144,2098799.49263,442,0.000
443,6018713.27902,2093821.08857,443,0.000
444,6020004.09048,2097383.73980,444,0.000
445,6017691.70322,2095849.77200,445,0.000
446,6019049.52792,2095151.65400,446,0.000
447,6007449.35305,2098631.58550,447,0.000
448,6007544.86471,2097707.78690,448,0.000
449,5985705.49873,2099231.79596,449,0.000
450,5987023.50760,2099276.79175,450,0.000
451,5988263.62590,2099319.10201,451,0.000
452,5989666.10739,2099367.00701,452,0.000
453,6008448.06572,2098759.02687,453,0.000
454,6008497.73618,2099617.51167,454,0.000
455,6000683.51006,2097736.45306,455,0.000
456,6002676.14441,2097453.93492,456,0.000
457,5999146.33690,2098956.38974,457,0.000
458,5985682.31393,2099910.99896,458,0.000
459,5987000.43164,2099956.08805,459,0.000
460,6002327.68417,2099891.89379,460,0.000
461,6002798.50463,2098991.90418,461,0.000
462,6001043.78439,2099936.39833,462,0.000
463,5999743.07748,2099762.43972,463,0.000
464,6009913.08872,2097820.08071,464,0.000
465,6010492.81127,2098730.70464,465,0.000
466,6010999.01554,2100118.21207,466,0.000
467,6009753.94000,2096968.15936,467,0.000
468,5985659.00248,2100589.93204,468,0.000
469,5986977.13038,2100635.20462,469,0.000
470,5989004.00141,2100365.24173,470,0.000
471,5988073.44027,2100333.19347,471,0.000
472,5981634.42003,2100476.83098,472,0.000
473,5980994.48326,2100049.98760,473,0.000
474,5981177.40129,2097588.30553,474,0.000
475,5985635.71858,2101269.81024,475,0.000
476,5986953.99473,2101315.02791,476,0.000
477,6000362.40435,2101180.43018,477,0.000
478,6001492.60626,2100795.18245,478,0.000
479,5991181.02170,2100778.78790,479,0.000
480,5992863.03003,2100969.02880,480,0.000
481,5992773.78567,2099904.75724,481,0.000
482,5993894.31266,2101045.04341,482,0.000
483,6013434.64966,2101397.48056,483,0.000
484,6011083.34408,2097639.47653,484,0.000
485,6011929.12144,2098714.16383,485,0.000
486,6012639.17782,2099971.76194,486,0.000
487,6013881.37805,2100547.61122,487,0.000
488,6013583.45136,2097428.88443,488,0.000
489,6014587.95699,2098399.91860,489,0.000
490,6015225.51354,2099431.98944,490,0.000
491,6015309.92940,2101115.77954,491,0.000
492,6017536.97362,2101219.98346,492,0.000
493,6018334.94113,2099047.22974,493,0.000
494,6016471.81636,2098546.07303,494,0.000
495,6017738.05288,2097574.87002,495,0.000
496,5984303.48658,2101342.24195,496,0.000
497,5984159.97323,2100068.60344,497,0.000
498,5985612.46910,2101948.89574,498,0.000
499,5986930.93441,2101994.62702,499,0.000
500,5991130.73684,2101454.02261,500,0.000
501,5991163.16953,2102143.80465,501,0.000
502,5993908.94071,2099804.49973,502,0.000
503,5994536.04419,2101260.26138,503,0.000
504,5985589.18614,2102628.89559,504,0.000
505,5986907.16973,2102674.61571,505,0.000
506,5988182.19357,2101697.68211,506,0.000
507,5989112.73657,2101729.65400,507,0.000
508,5988767.72719,2102738.66612,508,0.000
509,5985566.09633,2103309.62887,509,0.000
510,5986884.00966,2103355.01331,510,0.000
511,5988744.55702,2103418.69684,511,0.000
512,5987825.67680,2103046.93194,512,0.000
513,5993300.22488,2103587.57490,513,0.000
514,5993255.80437,2102920.96891,514,0.000
515,5988721.33599,2104097.85817,515,0.000
516,5989813.70432,2104135.22728,516,0.000
517,5994858.16914,2103009.20053,517,0.000
518,5996134.53661,2103332.95433,518,0.000
519,6014207.05293,2102922.86113,519,0.000
520,6013422.76984,2104361.15544,520,0.000
521,6015761.83500,2104013.12426,521,0.000
522,6016193.00921,2102469.79458,522,0.000
523,5991738.15588,2104319.75019,523,0.000
524,5992126.07625,2103244.79303,524,0.000
525,5988698.24959,2104776.49803,525,0.000
526,5989790.62495,2104813.92918,526,0.000
527,5990714.99146,2104511.16057,527,0.000
528,5991937.16462,2104954.04464,528,0.000
529,5993221.80503,2104932.73404,529,0.000
530,5993239.16457,2104255.63701,530,0.000
531,5988674.72587,2105456.82236,531,0.000
532,5989762.54301,2105492.92161,532,0.000
533,6003962.43963,2105097.81534,533,0.000
534,6004613.47122,2105133.66996,534,0.000
535,6015022.14762,2103108.22028,535,0.000
536,6014901.21736,2105060.84982,536,0.000
537,6008134.00852,2105626.86825,537,0.000
538,6009424.08926,2105697.28826,538,0.000
539,6011566.09036,2102230.39962,539,0.000
540,6011018.14213,2105017.53828,540,0.000
541,5988651.39636,2106136.60093,541,0.000
542,5989732.03091,2106172.95396,542,0.000
543,6011648.35091,2105818.37116,543,0.000
544,6012486.90194,2105868.75266,544,0.000
545,5995830.67817,2104611.21277,545,0.000
546,5996612.72037,2106057.47801,546,0.000
547,5995102.77214,2105767.23501,547,0.000
548,5980468.62020,2105529.29716,548,0.000
549,5980705.96424,2102859.70185,549,0.000
550,5982020.60339,2101827.88271,550,0.000
551,5987802.96718,2104611.21643,551,0.000
552,5987684.89491,2106242.42423,552,0.000
553,5998595.43039,2106155.60624,553,0.000
554,5999360.84773,2106468.08528,554,0.000
555,5988628.07582,2106819.19858,555,0.000
556,5989706.00015,2106856.22210,556,0.000
557,6015109.86007,2106717.18616,557,0.000
558,6015594.49651,2105572.58559,558,0.000
559,6017014.37224,2104476.94148,559,0.000
560,6002846.49113,2106149.91931,560,0.000
561,6003759.67404,2106922.19345,561,0.000
562,6000643.39837,2106936.87142,562,0.000
563,6001595.69773,2106453.45592,563,0.000
564,6002531.01091,2107690.24925,564,0.000
565,6002716.81751,2106715.53567,565,0.000
566,6003173.11810,2107724.42912,566,0.000
567,6003970.31881,2107949.42140,567,0.000
568,6009047.36372,2107436.93686,568,0.000
569,6009848.65332,2107404.02359,569,0.000
570,6010707.64314,2107407.38283,570,0.000
571,6011555.70130,2107439.48108,571,0.000
572,6012630.81083,2107224.09081,572,0.000
573,6012245.97881,2108225.73702,573,0.000
574,6000555.72665,2108133.85209,574,0.000
575,6001671.36336,2108760.21891,575,0.000
576,5982627.17395,2109989.62288,576,0.000
577,5983711.75399,2110028.85178,577,0.000
578,6006623.82605,2109635.52816,578,0.000
579,6006833.12980,2108713.21349,579,0.000
580,5981959.08838,2108247.18312,580,0.000
581,5984737.85247,2108532.32536,581,0.000
582,5988059.30755,2108427.89810,582,0.000
583,5990942.73431,2108718.87226,583,0.000
584,5995668.46059,2109766.89048,584,0.000
585,5996060.90148,2108529.21166,585,0.000
586,5993423.01118,2109145.65866,586,0.000
587,6005773.84949,2109900.36115,587,0.000
588,6006429.19419,2110160.98475,588,0.000
589,6008125.37350,2108833.73521,589,0.000
590,6007995.37147,2107876.24435,590,0.000
591,6007455.65577,2109669.57632,591,0.000
592,6008066.60133,2106800.83140,592,0.000
593,5990219.96591,2110264.82432,593,0.000
594,5991242.85482,2110302.11110,594,0.000
595,6008629.03765,2109744.24593,595,0.000
596,6009213.10727,2110300.84139,596,0.000
597,6009060.98949,2109281.95339,597,0.000
598,6009645.75628,2109839.06712,598,0.000
599,6010125.23600,2108867.87060,599,0.000
600,6011295.20009,2110539.84076,600,0.000
601,6011732.38056,2110082.34481,601,0.000
602,6012170.08297,2109624.70650,602,0.000
603,6010639.92098,2109913.50747,603,0.000
604,6011075.17068,2109452.66653,604,0.000
605,6011514.93261,2108998.48327,605,0.000
606,6011736.11251,2104447.65869,606,0.000
607,6012563.30098,2104469.37814,607,0.000
608,6007745.49580,2110660.81849,608,0.000
609,6008188.38365,2110197.48041,609,0.000
610,6002312.49146,2110893.26467,610,0.000
611,6002408.60569,2110213.04970,611,0.000
612,5990194.96902,2110944.81000,612,0.000
613,5991217.25062,2110981.98026,613,0.000
614,5997329.38277,2110979.45914,614,0.000
615,5998562.17762,2111254.27006,615,0.000
616,5990170.06686,2111624.03469,616,0.000
617,5991192.29025,2111660.87595,617,0.000
618,6006451.50530,2111730.29759,618,0.000
619,6005890.68031,2111392.77531,619,0.000
620,6008326.41695,2111219.35728,620,0.000
621,6008883.39436,2111750.47748,621,0.000
622,6008770.44070,2110754.62246,622,0.000
623,6009326.76322,2111286.53335,623,0.000
624,5986284.17914,2111833.59889,624,0.000
625,5986320.06367,2110804.49024,625,0.000
626,6009764.83698,2110828.73765,626,0.000
627,6010420.30237,2111455.56949,627,0.000
628,6011077.20522,2112083.37207,628,0.000
629,6010201.80123,2110371.11414,629,0.000
630,6010857.62054,2110997.72741,630,0.000
631,6011514.00846,2111625.08021,631,0.000
632,6015247.81652,2111661.86909,632,0.000
633,6015797.18332,2112222.66653,633,0.000
634,5990144.70459,2112314.49692,634,0.000
635,5991167.16217,2112350.77694,635,0.000
