N,X,Y,TAZ,TAZdist
7481,6001828.64389,2058033.74350,1234,0.000
7482,6006625.53668,2057189.95919,1235,0.000
7483,6004469.54263,2056118.18345,1234,0.000
7484,6005306.82652,2060179.85945,1234,0.000
7485,6003088.61591,2058745.33590,1234,0.000
7486,6006171.44199,2058134.45244,1234,0.000
7487,5987035.93716,2039978.25802,1226,0.000
7488,6030816.95452,2039699.17223,1259,0.000
7489,6005867.72256,2058809.00864,1234,0.000
7490,6008492.77198,2059004.83197,1238,0.000
7491,6008507.16935,2059175.16252,1238,0.000
7492,6004023.07788,2057594.31764,1234,0.000
7493,6004225.29086,2057421.48554,1234,0.000
7494,6006867.80258,2059008.82871,1237,0.000
7495,6006866.39181,2058710.11492,1237,0.000
7496,6005036.25100,2058161.48297,1234,0.000
7497,6005065.59256,2057907.90955,1234,0.000
7498,5990746.13883,2040608.02885,1227,0.000
7499,6002899.19345,2055001.92567,1233,0.000
7500,6000684.43187,2053811.84817,1233,0.000
7501,5999276.38213,2053410.16956,1295,0.000
7502,6002480.77664,2053978.39383,1233,0.000
7503,6003666.76453,2054209.22281,1233,0.000
7504,6003866.40670,2054308.94756,1233,0.000
7505,6000366.25954,2059208.70977,1232,0.000
7506,6002028.37920,2049653.50059,1295,0.000
7507,5981432.44000,2043689.94284,1225,0.000
7509,6003516.03584,2053136.54530,1233,0.000
7510,6008165.34958,2056209.90884,1237,0.000
7511,6008161.56503,2054393.00394,1236,0.000
7512,6008385.25778,2054025.63410,1237,0.000
7513,6005165.19488,2051802.17807,1236,0.000
7514,6007078.85769,2052620.20256,1236,0.000
7515,6003302.52940,2055568.25704,1234,0.000
7516,6003066.14754,2053109.04417,1233,0.000
7517,6005611.12413,2049898.56283,1241,0.000
7518,6009489.03896,2057832.46819,1238,0.000
7519,6008054.35092,2057854.57053,1237,0.000
7520,6008997.73122,2057875.13441,1238,0.000
7521,6008167.07045,2060208.53454,1212,0.000
7522,5996113.52510,2067205.88206,1217,0.000
7523,5997150.73330,2068841.81194,1214,0.000
7524,6008072.36665,2051183.01850,1241,0.000
7525,6009319.95473,2046950.61558,1241,0.000
7526,6010267.51468,2040510.36742,1245,0.000
7527,6015797.86007,2046626.76872,1240,0.000
7528,6016096.24063,2046805.04161,1240,0.000
7529,6013680.38168,2047343.06061,1240,0.000
7530,6015121.24601,2046130.55407,1240,0.000
7531,6014857.00027,2045955.05466,1240,0.000
7532,6012233.96945,2048747.39695,1240,0.000
7533,6013782.14641,2052015.30250,1239,0.000
7534,6012495.47796,2043786.39876,1245,0.000
7535,6015325.36155,2045260.41459,1240,0.000
7536,6021604.96680,2041790.10263,1248,0.000
7537,6019492.51957,2043947.59653,1248,0.000
7538,6018266.82330,2046609.97878,1248,0.000
7539,6018166.82019,2046307.33224,1248,0.000
7540,6021864.83943,2043408.23449,1248,0.000
7541,6021666.41807,2043108.21547,1248,0.000
7542,6023019.00778,2043354.44241,1249,0.000
7543,6020766.57914,2040637.18024,1248,0.000
7544,6019197.77078,2041883.91013,1248,0.000
7545,6020143.05236,2042613.75871,1248,0.000
7546,6019935.72975,2044562.81177,1248,0.000
7547,6019478.01884,2041682.73346,1247,0.000
7548,6049087.47071,2033092.11983,1267,0.000
7549,6043464.90300,2020707.90019,1276,0.000
7550,6017647.97537,2047862.42307,1240,0.000
7551,6010351.62037,2058784.47943,1239,0.000
7552,6010092.27464,2058784.83886,1238,0.000
7553,6010533.74512,2057121.71190,1238,0.000
7554,6010781.28231,2057170.91265,1239,0.000
7555,6011065.02965,2058207.32287,1239,0.000
7556,6011330.17508,2069119.42179,1212,0.000
7557,6012566.69400,2052110.13202,1239,0.000
7558,6012265.26524,2052009.84202,1239,0.000
7559,6012867.46021,2050710.11904,1240,0.000
7560,6013066.44863,2050908.35068,1239,0.000
7561,6015964.87524,2048309.63970,1239,0.000
7562,6015867.58699,2048108.69274,1240,0.000
7563,6013328.14419,2051856.70969,1239,0.000
7564,6012070.47681,2058685.05674,1239,0.000
7565,6015267.27965,2052307.22958,1239,0.000
7566,6051873.34154,2007571.76385,1309,0.000
7567,6010565.26411,2057810.29579,1238,0.000
7568,6049972.32651,2005964.58654,1305,0.000
7569,6010267.11566,2057709.91891,1238,0.000
7570,6010367.50706,2068107.71152,1212,0.000
7571,6012366.27231,2069807.43873,1212,0.000
7572,6011625.84290,2069134.59574,1212,0.000
7573,6014265.59703,2072209.09193,1208,0.000
7574,6014564.96166,2072109.17322,1208,0.000
7575,6012365.42490,2069406.93857,1212,0.000
7576,6010067.09953,2067308.12213,1212,0.000
7577,6009866.24085,2067408.69275,1212,0.000
7578,6009865.93889,2065307.59515,1212,0.000
7579,6009665.25585,2064308.36325,1212,0.000
7580,6010156.71662,2064478.89362,1212,0.000
7581,6009865.92045,2063708.78537,1212,0.000
7582,6010166.50316,2063408.57320,1212,0.000
7583,6009866.94338,2063009.48369,1212,0.000
7584,6009666.45515,2062509.25902,1212,0.000
7585,6010359.52381,2066456.58740,1212,0.000
7586,6009367.95387,2064608.48796,1212,0.000
7587,6010996.26911,2066327.96111,1212,0.000
7588,6011565.49434,2064408.63343,1212,0.000
7589,6008208.19742,2061625.68405,1212,0.000
7590,6004362.42584,2062188.00242,1213,0.000
7591,6011354.08096,2060410.50614,1212,0.000
7592,6009967.78006,2061007.45701,1212,0.000
7593,6009766.92102,2061108.02717,1212,0.000
7594,6051069.87079,2035288.01990,1267,0.000
7595,6047166.63020,2022007.66270,1273,0.000
7596,6051110.82664,2024743.53283,1273,0.000
7597,6054930.88429,2010198.62679,1310,0.000
7598,6011848.45314,2054527.43156,1239,0.000
7599,6018267.67315,2048609.28560,1240,527.709
7600,6011743.71054,2069744.93584,1210,0.000
7601,6009366.75610,2066407.59212,1212,0.000
7602,6010519.33748,2068775.84646,1210,0.000
7603,6009526.96314,2069125.71258,1210,0.000
7604,6008680.10971,2066757.51086,1211,0.000
7605,6007067.05711,2067207.67970,1211,0.000
7606,6005039.02669,2067731.30880,1211,0.000
7607,6012246.05250,2070276.79692,1208,0.000
7608,6011667.53732,2044008.76425,1243,0.000
7609,6012293.84483,2044349.88848,1245,0.000
7610,6042913.60284,2022085.47410,1277,0.000
7611,5997865.35632,2063907.79915,1214,0.000
7612,6002860.16367,2056706.13461,1234,0.000
7613,6003000.32566,2068347.14753,1215,0.000
7614,6001666.34664,2066708.45114,1214,0.000
7615,6001204.40848,2067236.21734,1214,0.000
7616,5997566.27180,2064510.00840,1214,0.000
7617,6001276.30698,2051334.12209,1233,0.000
7618,6003450.22026,2048619.81969,1236,0.000
7619,6009473.78859,2052220.40501,1236,0.000
7620,5993093.50104,2061018.16226,1232,0.000
7621,5996284.51905,2062860.06310,1230,0.000
7622,5998466.87576,2061107.75694,1231,0.000
7624,5998064.98008,2062408.70607,1231,0.000
7625,5996865.07813,2063208.97110,1230,0.000
7626,5990223.23318,2070433.34962,1198,0.000
7627,5988467.84868,2070609.87728,1221,0.000
7628,5989759.56888,2069167.99332,1198,0.000
7629,5994710.55366,2070551.47919,1217,0.000
7630,5996374.55680,2070779.52407,1217,0.000
7631,5996814.12570,2070889.25443,1217,0.000
7632,5996243.71570,2073240.39198,1200,0.000
7633,5996865.75002,2064709.28160,1214,0.000
7634,5985864.89385,2061408.18947,1223,0.000
7635,5991766.96097,2074408.83127,1200,0.000
7636,5991866.88117,2074708.19821,1200,0.000
7637,5989464.87607,2072907.61254,1198,0.000
7638,5993601.13195,2076828.65302,1200,0.000
7639,5996364.87111,2065008.27895,1230,0.000
7640,5993066.42406,2068609.17851,1218,0.000
7641,5992370.19786,2070075.57597,1218,0.000
7642,5992466.12870,2071208.93118,1199,0.000
7643,5992766.90820,2071407.72645,1199,0.000
7644,5993265.33031,2069910.49912,1199,0.000
7645,5993265.41535,2068807.40965,1218,0.000
7646,5992025.02208,2072040.34279,1199,0.000
7647,6003218.76865,2048127.95585,1242,0.000
7648,6004964.57631,2046009.77712,1242,0.000
7649,5993267.49945,2072572.95198,1200,0.000
7650,5988553.03362,2072585.39133,1197,0.000
7651,5990967.39428,2076308.06369,1194,0.000
7652,5991166.47384,2076509.57498,1194,0.000
7653,5985166.12514,2080110.44242,1195,0.000
7654,5991566.10342,2080408.95131,1193,0.000
7655,5986364.89134,2072507.81186,1196,0.000
7656,5986267.23229,2072907.66396,1196,0.000
7657,5986161.61703,2057874.67171,1223,0.000
7658,5986642.81523,2077135.99062,1195,0.000
7659,5989471.00338,2077930.44048,1194,0.000
7660,5988770.99381,2074461.69713,1197,0.000
7661,6001665.69277,2057709.79591,1234,0.000
7662,5999066.82687,2060707.62504,1231,0.000
7663,5991053.79797,2077576.27637,1194,0.000
7664,5990667.51912,2073807.86192,1199,0.000
7665,5989567.88029,2072707.88121,1198,0.000
7666,5989290.32634,2071934.41814,1198,0.000
7667,5988366.08535,2072208.13472,1198,0.000
7668,5988790.50728,2071881.31761,1198,0.000
7669,5990466.09522,2074010.22202,1198,0.000
7670,5988368.14989,2072408.34275,1197,0.000
7671,5986767.43457,2071108.34893,1196,0.000
7672,5988267.18500,2071209.46043,1198,0.000
7673,5986965.01396,2071007.86454,1196,0.000
7674,5989417.77122,2080853.73295,1193,0.000
7675,5988822.65726,2080820.38511,1193,0.000
7676,5985895.22381,2077293.84624,1196,0.000
7677,5987583.18518,2083849.21224,1191,0.000
7678,5984632.11624,2082856.16806,1196,0.000
7679,5988118.87365,2082372.34703,1192,0.000
7680,5988767.41575,2082808.07643,1192,0.000
7681,5991186.39668,2080819.62007,1193,0.000
7683,5997043.02239,2062127.39672,1231,0.000
7684,5986567.81592,2072607.44789,1196,0.000
7685,5984740.46606,2057904.71786,1224,0.000
7686,5991268.10086,2083509.49606,1193,0.000
7687,5990968.08278,2083707.92456,1193,0.000
7688,5990495.46339,2084941.82560,1191,0.000
7689,6037395.08095,2026503.40891,1281,0.000
7690,6006404.34176,2060954.88209,1234,0.000
7691,5991515.95472,2078039.96620,1201,0.000
7692,5992900.72158,2079490.17421,1201,0.000
7693,5985611.04560,2082386.81167,1195,0.000
7694,5991781.24492,2078876.61032,1201,0.000
7695,6005025.19323,2063033.72812,1212,0.000
7696,6006063.45301,2064171.46004,1212,0.000
7697,6000924.68866,2068563.44932,1215,0.000
7698,5999415.03787,2070058.13350,1216,0.000
7699,5995619.90385,2073953.21159,1200,0.000
7701,5994109.35527,2085038.98033,1204,0.000
7702,5991967.43830,2085109.33184,1204,0.000
7703,5994167.76108,2085224.80958,1204,0.000
7704,6011750.90656,2078325.19938,1208,0.000
7705,5993181.47389,2080782.74119,1201,0.000
7706,5994074.30315,2082866.57416,1203,0.000
7707,5994319.89241,2079524.49099,1201,0.000
7708,5993166.31769,2085008.36184,1204,0.000
7709,5991568.48450,2082710.26925,1203,0.000
7710,5991768.17835,2080108.08357,1201,0.000
7711,5992595.06895,2085499.65675,1204,0.000
7712,5992584.14582,2085090.76917,1204,0.000
7713,5995004.67794,2074680.19717,1200,0.000
7714,6013965.21185,2073008.31078,1208,0.000
7715,6013168.03414,2071309.32493,1212,0.000
7716,6013065.16523,2074709.94867,1208,0.000
7717,6011119.20638,2077315.01920,1208,0.000
7718,6012631.50189,2077402.36244,1208,0.000
7719,6010018.03371,2084657.86044,1208,0.000
7720,5991667.69224,2057907.84086,1229,0.000
7721,6010665.06975,2080108.88824,1208,0.000
7722,6005043.29073,2081411.38292,1208,0.000
7723,6001708.22703,2072455.84355,1200,0.000
7724,5996734.91208,2076035.81988,1200,0.000
7725,5995643.45144,2076839.76019,1200,0.000
7726,5992059.94443,2085106.54744,1204,0.000
7732,6013266.39542,2085807.58255,1208,0.000
7742,6055172.37876,2003498.28182,1317,0.000
7769,6051249.81233,2001426.31351,1302,0.000
7774,6001889.47198,2056377.49226,1233,0.000
7778,6002007.47885,2056124.83387,1233,0.000
7783,6002167.12781,2057062.78881,1234,0.000
7793,6069166.72661,2004208.41140,1313,0.000
7796,6013900.25394,2065413.24901,1212,0.000
7797,5990168.14094,2074408.85755,1194,0.000
7896,6002936.90583,2056014.65771,1233,0.000
7913,5983567.51618,2086509.04683,400,0.000
7921,6063131.97558,1992238.94466,1322,0.000
7935,6010300.09023,2052858.84267,1237,0.000
7955,6001466.18937,2056631.73653,1233,0.000
7960,6002063.89355,2055778.61347,1233,0.000
7972,6027467.51122,2125207.75426,865,2834.421
7973,6027567.22925,2125008.11142,865,2884.970
7974,5910401.22075,2196680.53633,2416,0.000
7975,5910826.16096,2195628.43283,2416,0.000
8006,5865050.98653,2273063.73719,2415,0.000
8009,5909280.26717,2198224.01463,2416,0.000
8011,5908465.33619,2199670.66844,2416,0.000
8012,5908508.54981,2198953.79651,2416,0.000
8018,5906372.77739,2203554.71419,2416,0.000
8090,5905518.91656,2204404.88533,2416,0.000
8092,5902827.49651,2209467.16953,2416,0.000
8109,5902576.04911,2210622.98210,2416,0.000
8128,5898012.43303,2218233.78489,2416,0.000
8129,5899835.83453,2215456.76228,2416,0.000
8130,5900003.19148,2214716.86912,2416,0.000
8131,5900993.09334,2213797.39583,2416,0.000
8132,5901595.27015,2211883.65470,2416,0.000
8156,5898372.43774,2219419.21738,2415,0.000
8165,5897808.96657,2219956.29857,2415,0.000
8167,5897290.60894,2223900.05998,2415,0.000
8170,5896451.58310,2225550.92389,2415,0.000
8186,5888417.82910,2233290.64895,2415,0.000
8187,5893276.28257,2227865.06191,2415,0.000
8188,5895008.41412,2228550.89266,2415,0.000
8189,5895716.64452,2228147.83136,2415,0.000
8222,5888754.49902,2234831.29133,2415,0.000
8245,5886713.05336,2234856.31821,2415,0.000
8315,5990042.96022,2128085.97163,2453,977.749
8316,5990166.43350,2130003.22840,2453,0.000
8317,5989901.52535,2129918.38522,2453,0.000
8318,5990307.72906,2128042.78155,2453,1034.874
8319,5990544.88457,2124264.27278,980,457.729
8321,5884639.18934,2237475.89487,2415,0.000
8322,5990343.44913,2124220.41168,974,434.947
8336,5883583.20982,2240836.51944,2415,0.000
8338,5990473.78048,2126025.86246,980,2217.268
8339,5990238.83691,2125956.63307,980,2163.703
8350,5993066.02328,2112709.67814,284,0.000
8367,5879898.21599,2243735.55663,2415,0.000
8387,5879579.04975,2246288.53385,2415,0.000
8684,5875553.22323,2249702.29109,2415,0.000
8685,5876234.26584,2249510.07859,2415,0.000
8686,5877043.72679,2247735.23341,2415,0.000
8699,5873197.21724,2253435.84537,2415,0.000
8725,6232368.15679,2194003.28481,2181,0.000
8726,6232669.45500,2185404.77660,2181,0.000
8727,6224968.56577,2185404.35459,2180,0.000
8728,6222273.31094,2185394.51830,2180,0.000
8729,6216759.53986,2185430.66467,2180,0.000
8730,6211769.26426,2185403.53747,2185,0.000
8731,6206500.99596,2185538.13570,2185,0.000
8732,6206518.65326,2188157.19353,2185,0.000
8733,6206465.78814,2190594.31601,2182,0.000
8734,6195024.16186,2193595.98307,2183,0.000
8735,6194989.13126,2190941.25352,2183,0.000
8736,6196061.61276,2190905.94955,2183,0.000
8737,6196169.77766,2188204.71269,2183,0.000
8738,6201225.28732,2188213.68682,2183,0.000
8740,6203410.81759,2182919.33287,2185,0.000
8741,6206464.48228,2182827.67139,2185,0.000
8742,6211739.19215,2182811.08630,2185,0.000
8743,6216943.93887,2182756.97827,2180,0.000
8744,6216869.19178,2177516.69053,2179,0.000
8745,6222053.26202,2177427.04570,2180,0.000
8747,6226093.13338,2177391.02859,2179,0.000
8748,6198321.52470,2182996.59344,2184,0.000
8749,6232668.22772,2172005.48004,2179,0.000
8750,6227368.93572,2172203.23985,2179,0.000
8751,6222017.98437,2172189.01237,2179,0.000
8752,6216850.58413,2171552.73698,2179,0.000
8753,6211704.45195,2174897.66897,2179,0.000
8754,6211667.73048,2177570.68734,2185,0.000
8755,6206409.69383,2178699.60870,2185,0.000
8756,6206319.18820,2174953.28917,2185,0.000
8757,6209029.64484,2174916.79584,2179,0.000
8758,6208921.93041,2161946.84578,2178,0.000
8759,6211504.88497,2161930.20751,2178,0.000
8760,6216778.49740,2161874.34799,2178,0.000
8761,6218453.60528,2161911.55850,2179,0.000
8762,6222053.57906,2161874.24780,2179,0.000
8763,6184229.96329,2193934.47849,2189,0.000
8764,6222070.22510,2164457.17663,2179,0.000
8765,6227399.64256,2164403.08330,2179,0.000
8766,6232384.20678,2164220.35417,2179,0.000
8767,6232349.80824,2161710.13992,2179,0.000
8768,6232385.11550,2156654.10198,2179,0.000
8769,6222089.71567,2156726.23028,2179,0.000
8770,6232349.54232,2151524.46845,2177,0.000
8771,6216704.98030,2151526.37019,2177,0.000
8772,6210812.76011,2151526.52453,2177,0.000
8773,6208519.90465,2143739.22692,2177,0.000
8774,6193167.47735,2146204.96880,2176,0.000
8776,6193095.61861,2162039.03409,2195,0.000
8777,6192640.38430,2176811.52989,2178,0.000
8779,6171168.80060,2198003.76938,2205,0.000
8780,6176570.04783,2194005.13736,2189,0.000
8781,6179518.47357,2195006.14257,2189,0.000
8782,6181428.27083,2194488.82522,2189,0.000
8783,6181445.96681,2195026.71261,2189,0.000
8786,6183110.75519,2193941.49000,2189,0.000
8787,6185273.63500,2193926.20810,2189,0.000
8788,5874309.12360,2254991.89290,2415,0.000
8789,6165067.95581,2195005.97065,2204,0.000
8790,6163169.52761,2195703.53296,2203,0.000
8791,6168367.91621,2200304.51122,2205,0.000
8792,6164219.21538,2201554.79320,2205,0.000
8793,6163347.71952,2201863.74519,2205,0.000
8794,6162568.32272,2203404.54183,2205,0.000
8796,6160767.82331,2200406.39969,2206,0.000
8797,6153368.43671,2200404.41301,2207,0.000
8798,6162018.94500,2197480.77823,2203,0.000
8799,6164674.57843,2199192.14999,2206,0.000
8800,5989367.07780,2131909.03986,2453,0.000
8801,5988868.06648,2131909.24658,2453,0.000
8802,5988969.05632,2133108.12725,2453,0.000
8803,5988767.34169,2132808.19965,2453,0.000
8804,5988465.90752,2132707.91795,2453,0.000
8805,5871197.98636,2259953.84625,2415,0.000
8806,5988167.16308,2137006.79434,2448,0.000
8807,5987866.37832,2136808.00538,2448,0.000
8808,5989165.90142,2141208.61001,2448,0.000
8809,5996466.84367,2147208.45121,2446,303.702
8810,5987928.84945,2155476.82341,2445,0.000
8811,5983268.04839,2156008.53801,2445,0.000
8812,5982867.52561,2146308.07634,2448,0.000
8813,5982467.02044,2146308.93460,2448,0.000
8814,5982067.07697,2146208.00427,2449,0.000
8815,5869640.53626,2260399.30692,2415,0.000
8816,5981568.92200,2146608.71834,2450,0.000
8817,5981068.69750,2146809.22368,2449,0.000
8818,5868457.12483,2264029.30031,2415,0.000
8819,5981666.98933,2147206.88897,2450,0.000
8820,5981866.63641,2147306.60806,2448,0.000
8821,5980567.88857,2148707.06611,2448,0.000
8822,5980368.89075,2148508.83905,2448,0.000
8823,5979267.42330,2149306.51383,2451,0.000
8824,5977376.38054,2149912.03029,2450,0.000
8825,5973731.40048,2151608.18480,2451,0.000
8826,5969127.05688,2150936.78747,2451,0.000
8827,5968080.13634,2155002.90885,2451,0.000
8828,5973973.44303,2155626.70764,2442,0.000
8829,5970959.11952,2158432.21728,2452,0.000
8830,5973968.79115,2157908.53834,2442,0.000
8831,5976309.08256,2156515.80028,2442,0.000
8832,5975890.03186,2153881.42234,2443,0.000
8833,5975413.57765,2154357.06782,2442,0.000
8834,5979967.37395,2153506.48417,2444,0.000
8835,5980268.24866,2153708.55329,2444,0.000
8836,5980268.82517,2156308.69253,2444,0.000
8837,5979966.17810,2156408.70922,2443,0.000
8838,5980466.77079,2158309.32788,2445,0.000
8839,5980167.40440,2158409.25707,2443,0.000
8840,5977668.54331,2157409.08750,2443,0.000
8841,5978970.69298,2157732.12108,2443,0.000
8842,5873494.91039,2311120.32228,2388,0.000
8843,5866864.95912,2265509.89005,2415,0.000
8844,5981641.51684,2157059.91564,2445,0.000
8845,5981167.31877,2165109.44118,2438,0.000
8846,5980668.93961,2166606.69689,2438,0.000
8847,5980868.51354,2165107.58225,2438,0.000
8848,5980366.94131,2166608.20649,2441,0.000
8849,5980566.17956,2170007.38075,2438,0.000
8850,5979452.03137,2165542.70587,2441,0.000
8851,5978367.08985,2165607.83072,2441,0.000
8852,5976072.59358,2166480.09461,2441,0.000
8853,5988367.84584,2172507.23941,2438,0.000
8854,5986767.15689,2172806.12397,2438,0.000
8855,5981596.24052,2173046.18561,2438,0.000
8856,5980568.76336,2171208.90108,2438,0.000
8857,5871005.17580,2312309.75055,2388,0.000
8858,5981367.08760,2173807.41121,2438,0.000
8859,5967796.18380,2157889.72343,2452,0.000
8860,5981168.39123,2166008.96213,2438,0.000
8861,5981967.82024,2164106.41051,2438,0.000
8862,5985967.23020,2164009.31353,2438,0.000
8863,5990366.97696,2162309.24560,2445,0.000
8864,5990866.24260,2157407.48618,2445,0.000
8865,5974770.45066,2170454.55683,2440,0.000
8866,5973228.65362,2172219.38132,2440,0.000
8867,5975267.69361,2174807.70018,2437,0.000
8868,5975260.13261,2174893.26139,2436,0.000
8869,5977643.45363,2173782.23648,2437,0.000
8870,5979764.05422,2172668.38911,2437,0.000
8871,5981066.05578,2170407.67497,2438,0.000
8872,5981067.72109,2173907.34212,2437,0.000
8873,5980223.46721,2171310.05995,2440,0.000
8874,5973922.50831,2175822.01965,2436,0.000
8875,5971230.71038,2176938.01238,2436,0.000
8876,5968468.53924,2184507.07997,2432,0.000
8877,5967471.99439,2184563.27898,2432,0.000
8878,5966867.92469,2184809.24782,2432,0.000
8879,5962603.44323,2188377.07196,2420,0.000
8880,5963515.67554,2195847.90435,2420,0.000
8881,5960216.71593,2188624.75337,2419,0.000
8882,5959586.27322,2188375.68555,2434,0.000
8883,5960193.25891,2188484.20903,2434,0.000
8884,5971668.46637,2186309.25333,2431,0.000
8885,5974368.65213,2182806.25253,2430,0.000
8886,5975888.63375,2182926.47002,2430,0.000
8887,5975653.04453,2181360.19316,2429,0.000
8888,5977682.45311,2182606.00156,2430,0.000
8889,5978254.73204,2182521.75192,2430,0.000
8890,5869742.48346,2312606.16498,2388,0.000
8891,5980073.65471,2182157.93218,2427,0.000
8892,5981740.18743,2181374.67625,2427,0.000
8893,5992828.49095,2185726.86619,2426,0.000
8894,5988668.72208,2172709.30631,2428,0.000
8895,5984166.13365,2177806.79610,2428,0.000
8896,5983868.62494,2177607.92193,2428,0.000
8897,5868603.34476,2312488.87012,2388,0.000
8898,5983466.90893,2177809.08163,2428,0.000
8899,5982167.00575,2178306.75497,2429,0.000
8900,5982469.09221,2178308.52483,2428,0.000
8901,5981567.36520,2179209.21165,2429,0.000
8902,5981966.01489,2179507.15507,2428,0.000
8903,5979568.66304,2180707.20312,2429,0.000
8904,5979767.10320,2181007.21839,2428,0.000
8905,5978468.57656,2182906.71443,2430,0.000
8906,5980565.83106,2170608.18475,2438,0.000
8907,5979166.20419,2184808.63488,2431,0.000
8908,5979468.20357,2184807.12361,2427,0.000
8909,6129568.84085,2191603.92700,2098,0.000
8910,5980168.73859,2179207.22120,2429,0.000
8911,5969331.36913,2178837.16014,2435,0.000
8912,5938565.63737,2198107.45229,2418,0.000
8913,5942565.89368,2198407.58118,2418,0.000
8914,5927366.77798,2245608.23153,2415,0.000
8915,5919066.56291,2229509.77812,2415,0.000
8916,5899188.66203,2221459.19816,2415,0.000
8917,5897971.17000,2223812.91929,2415,0.000
8918,5930167.12205,2213808.55158,2415,0.000
8919,5870868.60587,2283496.54378,2415,0.000
8920,5908565.05775,2219609.62460,2415,0.000
8921,5911065.88621,2212208.27628,2416,0.000
8922,5903697.21755,2208964.58302,2416,0.000
8923,5925412.33780,2174361.31771,2454,0.000
8924,5945607.45579,2156099.43716,2454,0.000
8925,5976066.38039,2209209.12042,2407,0.000
8926,5977183.37500,2211269.73974,2407,0.000
8927,5977066.80664,2211506.76467,2407,0.000
8928,5960065.57111,2233909.03774,2414,0.000
8929,5954866.90960,2236306.90378,2414,0.000
8930,5976867.82872,2189709.31631,2425,0.000
8931,5976565.74105,2189707.54718,2421,0.000
8932,5976465.89365,2191007.02179,2425,0.000
8933,5975568.78439,2190607.50387,2421,0.000
8934,5975268.29360,2192506.57801,2425,0.000
8935,5974966.85376,2192406.30017,2421,0.000
8936,5977167.49708,2191707.24307,2425,0.000
8937,5979066.65730,2193606.57404,2425,0.000
8938,5974668.52357,2194508.86701,2424,0.000
8939,5973466.38892,2193506.85998,2421,0.000
8940,5974166.22456,2194509.17040,2424,0.000
8941,5973867.41704,2194507.31378,2421,0.000
8942,5973566.36703,2196508.18044,2424,0.000
8943,5973267.55932,2196506.32396,2422,0.000
8944,5974167.30402,2195408.69822,2424,0.000
8945,6122359.61129,2191574.93637,2112,0.000
8946,5972068.44701,2196108.31789,2421,0.000
8947,5971366.71232,2196507.92260,2421,0.000
8948,5967765.65698,2197507.08451,2422,0.000
8949,5970767.58948,2200007.27399,2422,0.000
8950,5974365.79435,2200006.23280,2424,0.000
8951,5973968.00495,2200108.79920,2422,0.000
8952,5974517.16338,2200909.05750,2424,0.000
8953,5974168.52027,2200609.02636,2422,0.000
8954,5868253.41249,2312294.66305,2388,0.000
8955,5973509.80811,2201412.63537,2422,0.000
8956,5971949.00100,2202658.38803,2423,0.000
8957,5867893.00779,2311831.50975,2388,0.000
8958,5963766.50255,2203507.15679,2423,0.000
8959,5866879.42526,2311129.72339,2388,0.000
8960,5972767.30424,2204806.14696,2423,0.000
8961,5974765.88605,2204407.96129,2423,0.000
8962,5975067.88713,2204406.44849,2424,0.000
8963,5974966.83691,2205906.22750,2423,0.000
8964,5975265.64514,2205908.08303,2424,0.000
8965,5975468.05457,2205006.39263,2424,0.000
8966,5974465.52716,2205207.21398,2423,0.000
8967,5975117.29910,2200285.93206,2424,0.000
8968,5965265.67830,2230706.77468,2410,0.000
8969,5977085.78653,2213397.28183,2407,0.000
8970,5975983.76018,2216766.29704,2407,0.000
8971,5976266.50327,2215707.52009,2407,0.000
8972,5970866.75422,2221508.72782,2410,0.000
8973,5865765.91588,2311602.72595,2388,0.000
8974,5971767.03472,2223007.98920,2410,0.000
8975,5973865.49435,2220207.19031,2409,0.000
8976,5865305.18164,2312176.47638,2388,0.000
8977,5969168.05831,2222808.31361,2409,0.000
8978,5850240.98572,2318909.19685,2389,0.000
8979,5969767.64216,2225707.64924,2410,0.000
8980,5968065.32409,2227608.14037,2410,0.000
8981,5967367.44875,2225207.17752,2409,0.000
8982,5968565.67477,2226307.78289,2410,0.000
8983,5968167.47717,2224309.18876,2409,0.000
8984,5966267.23478,2220407.19633,2409,0.000
8985,5976665.64839,2211606.13998,2408,0.000
8986,5975766.36446,2209407.56443,2408,0.000
8987,5975968.34183,2215607.15612,2408,0.000
8988,5974880.09127,2216906.52627,2408,0.000
8989,5970868.32710,2218008.92498,2408,0.000
8990,5845792.40895,2316460.56496,2389,0.000
8991,5846492.11196,2317948.88193,2389,0.000
8992,5967767.48770,2218807.59561,2409,0.000
8993,5983268.89713,2178507.09737,2428,0.000
8994,5980167.95622,2170707.46657,2441,0.000
8995,5980168.30474,2170106.66249,2441,0.000
8996,5978465.81233,2183908.11594,2431,0.000
8997,5975965.72265,2183108.25871,2430,0.000
8998,5977268.47582,2183208.02105,2430,0.000
8999,5980552.39192,2182381.50682,2427,0.000
9000,5994970.37430,2302409.42696,2320,0.000
9001,6067594.28575,1984142.45405,1345,0.000
9002,5974166.37756,2220409.25675,2406,0.000
9003,5973767.61077,2222806.72283,2406,0.000
9004,5974968.20265,2218106.06719,2406,0.000
9005,5974766.47671,2217806.13872,2409,0.000
9006,5927544.72163,2328953.85025,2347,0.000
9007,6104566.48542,2184604.70626,2124,0.000
9008,6104466.56054,2188106.90768,2096,0.000
9009,6170466.99483,2193006.57824,2204,0.000
9010,6170468.43195,2193305.26711,2204,0.000
9011,5925067.32187,2355506.37092,2376,0.000
9012,5925467.94954,2355508.78087,2361,0.000
