stop_id,stop_name,stop_lat,stop_lon,zone_id
6998,6998,37.4785541037,-122.184911164,
6999,6999,37.4760970683,-122.186747385,
7000,7000,37.4809975277,-122.198196877,
7001,7001,37.4764812509,-122.211511358,
7002,7002,37.4715819951,-122.204053705,
7004,7004,37.4700153848,-122.201638951,
12090,12090,38.103845757,-122.217670306,
7007,7007,37.5316276516,-122.257742398,32
7008,7008,37.5271898774,-122.251527883,
7009,7009,37.5193361813,-122.252477685,
7010,7010,37.4623463278,-122.224867021,
7011,7011,37.4756645808,-122.221562811,39
7012,7012,37.4688331926,-122.223076201,
7013,7013,37.4713620116,-122.222455602,
7015,7015,37.5637299861,-122.250075452,
7016,7016,37.5492942731,-122.250661618,
7018,7018,37.4560835086,-122.187529487,39
7019,7019,37.439519824,-122.217381837,
7020,7020,37.5468900389,-122.263930465,
7021,7021,37.5475409652,-122.27128588,
7022,7022,37.5509432076,-122.26347173,
7023,7023,37.5522304057,-122.256009757,
7025,7025,37.4240711705,-122.192011979,
7026,7026,37.4257692221,-122.192524925,
7028,7028,37.4339995856,-122.205977811,
7029,7029,37.4901495967,-122.238210435,
7030,7030,37.420851571,-122.206387896,
7033,7033,37.2329241738,-121.78711314,
7040,7040,37.5543654313,-122.265906127,
7041,7041,37.4487344402,-122.231542071,
7045,7045,37.5862052721,-122.503718739,
7047,7047,37.4023755197,-122.245201144,
7052,7052,37.6396419047,-122.492221662,
7067,7067,37.5556084943,-122.261444526,
7068,7068,37.5580274259,-122.272142598,32
7069,7069,37.560441459,-122.274676558,
7082,7082,37.5123585285,-122.328811235,
7090,7090,37.468635797,-122.246482586,
7091,7091,37.4614176776,-122.242900613,
7095,7095,37.5585780645,-122.288542974,
7096,7096,37.4729611516,-122.231294093,
7097,7097,37.4659540456,-122.207551031,39
7098,7098,37.4690985261,-122.236105864,
7099,7099,37.5553099556,-122.294236979,
7100,7100,37.569984558,-122.284822181,
7101,7101,37.5649476988,-122.303179758,
7102,7102,37.492474676,-122.235358798,
7105,7105,37.4827568388,-122.243556255,
7106,7106,37.4775452949,-122.236976277,
7107,7107,37.4775488566,-122.250734665,
7108,7108,37.4861238866,-122.258566124,
7114,7114,37.6745681654,-122.389471938,
7119,7119,37.4871230681,-122.21375226,
7120,7120,37.4862192661,-122.213756077,
7121,7121,37.4846411488,-122.214277365,
7122,7122,37.4832885917,-122.22546508,
7123,7123,37.4801502558,-122.218372037,
7124,7124,37.4438236084,-122.224877278,
7125,7125,37.4759557487,-122.221978246,39
7126,7126,37.4782650116,-122.224996677,39
7127,7127,37.4793293008,-122.226478618,39
7129,7129,37.4823500037,-122.230802042,39
7130,7130,37.4591730934,-122.249933632,
7132,7132,37.4722389997,-122.241673998,
7134,7134,37.4860562621,-122.235231934,39
7135,7135,37.4893803201,-122.239123178,39
7136,7136,37.48777337,-122.237329656,39
12112,12112,38.1389099963,-122.255979971,
7138,7138,37.4867266953,-122.231594197,
7139,7139,37.4866083902,-122.228654497,
7141,7141,37.484308262,-122.228395375,
7142,7142,37.4651110028,-122.17137455,
7143,7143,37.6746367965,-122.385332355,
7153,7153,37.4925793449,-122.212869283,
7154,7154,37.6876563339,-122.467793126,
7155,7155,37.6811643758,-122.473283104,
