taz,stop_id,dist,elevation_gain,population_density,employment_density,auto_capacity,indirectness
115,54051,0.74,80.1182976,21.3057653161,9.78485262006,782.067617005,1.16181714049
775,54033,0.33,0.0,27.6122688908,368.08376274,2147.75036284,1.07356680609
779,24692,0.39,0.0,5.50492071922,538.264816746,2080.01399254,1.24992406879
394,23069,0.5,15.778224,10.294950145,10.7571341848,823.32870035,1.15274604828
945,54001,0.65,0.0,17.4456406145,581.831199515,1698.92506057,1.21186029475
367,25553,0.3,95.44392,71.7674688898,17.566333269,862.5,1.35307940243
383,26716,0.08,8.318376,54.8401046784,11.0034067666,1133.33333333,1.17283064848
880,20262,0.06,5.900576,6.07278311836,5.95078075884,1400.0,1.33638112477
855,25468,0.68,0.0,15.4869959607,44.3730281529,1810.26409634,1.38647635245
609,24429,0.37,0.0,27.2308113622,105.034766836,2925.0,1.2555865303
570,23773,0.22,0.0,1.83279733349,51.8120395826,600.0,1.0
837,26535,0.86,173.454336,63.0628157773,21.5329530359,3353.42465753,1.14586705959
754,24689,0.49,7.0092,9.4461340337,697.982795244,2153.0614625,1.29522087059
107,21879,0.33,148.47888,33.4291818479,5.70112188882,962.162162162,1.39485532402
574,26282,0.76,16.730208,40.9430732446,7.88200586332,974.647887324,1.52618921739
273,27862,0.41,0.0,39.5144152966,8.92752274224,700.0,1.20100786189
357,25366,0.3,0.0,117.340219244,51.2233615742,1387.5,1.26856676248
813,30729,0.23,0.0,5.74801821555,355.914312218,1225.47770701,1.11642045306
947,16513,0.43,5.556672,8.68903844783,525.079051967,1830.10511804,1.16791238554
330,30748,1.0,0.0,44.2023738514,110.0796577,2913.44537815,1.06776673436
308,24976,0.73,169.734576,161.616027767,32.3321659357,2245.58823529,1.38554409653
790,24766,0.26,0.0,33.1317827082,922.332116284,3400.0,1.07797113154
903,20136,0.5,0.0,8.89927431109,21.9809659192,700.0,1.25008693785
235,26403,0.17,0.0,52.2884535725,11.2746370317,633.333333333,1.56415915022
751,24572,0.83,0.0,14.0618045559,537.624975581,2226.57735523,1.00013431608
751,25003,0.45,191.830848,49.505603582,159.145843459,1196.25,1.09719606345
73,33611,0.39,0.0,29.4234531111,6.51688129921,700.0,1.06280059645
769,26537,0.31,0.0,17.1785230679,4.78180307683,1200.0,1.5
243,25814,0.81,82.58079984,46.4025997435,27.0653334527,2418.47826087,1.09178343518
776,24689,0.3,0.0,4.11871915484,816.888725849,1928.88947322,1.15543629842
1976,13172,0.86,0.0,17.4934402737,5.94042831182,3588.57142857,1.66513901366
566,25726,0.37,12.528516,41.0930315903,29.0550760223,600.0,1.10786857093
162,25712,0.67,13.387968,31.6782197649,6.24415887977,1400.0,1.58782538215
610,30758,0.97,49.829472,62.0199356791,15.6398042291,1056.71641791,1.43637431794
694,24504,0.98,13.825152,61.3033641201,123.547904102,2081.63265306,1.38232799281
855,15601,0.18,0.0,18.0517448373,33.8581584291,2167.27103673,1.23727732911
336,26633,0.21,28.972944,40.8821314778,108.824929586,600.0,1.03144490528
609,52816,0.72,0.0,62.5017211986,137.370751848,2645.71428571,1.06242027436
704,25197,0.64,42.432194112,159.381972066,81.5144804234,1635.54551445,1.0
461,33189,0.28,225.090799824,19.6489515597,2.84582856997,1289.25250548,1.8971092136
1856,16530,0.82,0.0,12.5768517304,4.99603800976,5700.0,1.28405707929
789,15056,0.35,0.0,6.87414995983,859.141304599,1875.86206897,1.09872101424
2110,103001,0.18,0.0,9.27834703392,6.35935500933,3066.66666667,1.17132534659
807,25003,0.78,179.387472,22.4337683067,534.168623436,1797.6744186,1.08322286563
792,52747,0.88,0.0,46.1193593992,366.08636301,1908.87662989,1.10999120875
626,30741,0.39,0.0,88.298097748,77.4833202223,2920.11967091,1.16862883632
516,27328,0.37,36.517536,34.4754745549,4.27869052365,700.0,1.07433214454
818,25558,0.16,0.0,56.6032455999,10.9097277105,0.0,1.08281305047
357,25002,0.41,116.92296,110.092661098,86.0053286004,1195.83333333,1.17771069929
441,54052,0.71,24.453792,14.4477670964,6.08083100376,3957.14285714,1.37566833226
346,24733,0.23,0.0,121.468623887,303.760853107,550.0,1.14644479668
547,27149,0.42,0.0,35.7581191509,27.2065221018,1480.0,1.2725680881
763,24560,0.55,0.0,20.9763290166,225.129187677,3244.64285714,1.34068967824
1276,7156,0.38,0.0,17.5283094349,1.81725901262,1400.0,1.5
373,24810,0.53,106.40256,64.2491818726,81.4867631466,600.0,1.1900409436
607,23758,0.24,51.56448,31.53662252,5.53176006233,1300.0,1.20687746804
318,13403,0.92,0.0,132.976244937,81.7874272019,1690.04781394,1.04138953679
708,23946,0.79,0.0,135.433860879,61.0681086428,2402.50787995,1.24306426976
205,15051,0.77,56.587344,73.9275296524,36.6838587973,331.578947368,1.08400331341
664,13404,0.82,9.074736,58.1846764191,98.9476069473,2577.8406946,1.30875306193
282,27510,0.42,36.097776,46.291146019,5.89200264981,700.0,1.12685668316
524,27097,0.34,0.0,20.8164423686,2.67969005267,700.0,1.04664735082
22,21541,0.36,14.27184,47.0159621478,3.60542041599,600.0,1.19621264847
62,21003,0.36,0.0,41.534212021,13.1322639502,788.235294118,1.42821156568
362,15054,0.92,0.0,51.8829382923,286.976364782,2576.71664623,1.12237444581
673,24550,0.92,0.0,4.87818634874,346.646438336,2543.8054706,1.21975171293
786,13404,0.7,0.0,43.9658298386,152.061522642,2115.46721499,1.08971101205
115,23264,0.59,0.0,31.8544701415,10.6759642776,3200.0,1.07649062787
407,20489,0.94,33.171072,29.3212533137,10.2131844086,3027.71084337,1.18713088864
589,22571,0.43,0.0,21.9289263864,76.4025406624,1355.55555556,1.49024473903
470,23287,0.39,0.0,26.1797755343,6.06063523,700.0,1.17327283212
749,15053,0.49,0.0,61.9684334444,100.149290719,1910.88299883,1.161049807
330,25073,0.79,99.445104,99.6184046998,63.7027547277,2327.04918033,1.00535364766
355,25261,0.32,76.947552,96.0126854673,24.7870561825,392.307692308,1.25318089428
646,30731,0.95,0.0,38.562521624,279.643598272,1953.22365367,1.05890287277
949,30726,0.12,0.0,4.38183155519,804.393789111,1990.47619048,1.19651878268
33,54045,0.87,33.454608,47.4331531081,6.87230189282,1006.0,1.18986250496
352,24712,0.45,0.0,113.484371571,114.3585095,613.515893409,1.0
783,54031,0.64,0.0,16.3292784238,681.386670041,1526.17684478,1.1503548925
924,24632,0.85,9.233664,49.5134014075,79.999944319,3597.01492537,1.11757268722
726,24692,0.91,0.0,49.1580846835,241.258092137,1971.27952305,1.12717046444
137,25760,0.13,6.155837248,34.6480711426,12.5103794286,1066.66666667,1.23887252899
2024,103522,0.72,0.0,13.9162854125,7.4676471734,1400.0,1.5
258,26834,0.8,205.789584,48.722874799,22.0389343188,790.14084507,1.42417713362
136,23210,0.11,0.0,14.4159856605,7.96009776194,1036.0,2.06561399808
596,25184,0.86,0.0,25.9369817915,122.129534272,3383.78127896,1.22652010346
812,24575,0.19,0.0,0.166511151651,1264.2790957,1300.0,1.20146884421
22,54045,0.54,13.789248,37.5821749777,5.84610298039,600.0,1.05359716683
2009,103599,0.51,0.0,65.7680132587,15.1984473314,1800.0,1.12120605149
236,24138,0.45,0.0,36.0844306894,22.03263638,1200.0,1.08780457092
368,26547,0.42,52.660608,68.3163054974,18.3448900934,967.5,1.2641316856
302,24246,0.75,0.0,63.6032999645,59.9597012946,2335.71428571,1.16762331996
611,25999,0.24,0.0,69.4384520163,14.0202768479,450.0,1.17730157114
484,20816,0.22,10.27880832,1.5848460071,22.8289084458,896.699904043,1.49605298977
955,25002,0.69,258.103824,22.8170324696,636.049026141,2186.15384615,1.04490016524
631,24513,0.46,0.0,82.3653628816,93.0086882573,971.448191668,1.08524245338
157,25614,0.34,0.0,53.298914222,19.5673257188,1080.0,1.09561810545
798,24612,0.62,9.90528,5.64538179328,918.35855971,2170.10919859,1.11346375013
540,54008,0.94,50.754,21.9118113577,9.04346785506,1110.41666667,1.17584323221
934,15054,0.17,0.0,8.54447099727,246.924837881,2764.17538615,1.13779945623
749,30732,0.4,0.0,9.62258955918,599.732644058,1954.78987799,1.14793056931
655,54008,1.0,21.7404,11.2549391587,25.9231558669,3800.0,1.0576996179
698,26836,0.6,129.329376,35.9518559361,14.1705402309,867.1875,1.29538607318
17,20381,0.13,14.783384,53.9927525055,2.52316277885,807.481394438,1.55123244289
302,24632,0.54,0.0,112.834532674,135.505397913,2692.85714286,1.23319061759
407,20227,0.27,0.0,11.9497426076,13.5142897945,600.0,1.88468199529
920,27149,0.46,10.652928,17.5320885547,11.1099861022,1235.29411765,1.37865953736
321,26621,0.61,18.70704,32.7565406163,34.417069176,1221.53846154,1.46257998285
811,24632,0.67,15.343152,7.12449408012,524.003922231,2481.3387012,1.04507188215
1555,5980,0.44,0.0,30.5353414795,5.40166302221,4387.33218724,1.32787360573
785,30742,0.75,0.0,47.4319939081,170.455431147,1771.95839606,1.12492955174
312,27232,0.12,0.0,52.3743483896,21.9992316747,1300.0,1.5
113,21841,0.4,0.0,39.8634369677,6.82776998801,600.0,1.36661623524
930,30738,0.16,0.0,13.4116916022,325.911130675,0.0,1.2771281021
3,20407,0.45,0.0,49.9075034097,1.41816772398,700.0,1.09519373367
344,13403,0.79,84.499008,66.5687208831,149.47797978,1273.40998399,1.13914745472
567,13405,0.78,26.32959648,54.6024466234,31.4970936666,1769.97473287,1.10828344073
955,30726,0.06,0.0,0.166903909882,1420.89146657,2298.59821591,1.55982044903
431,22931,0.38,104.785296,16.7531932619,11.2096889286,802.43902439,1.07519292997
704,24892,0.22,0.0,29.2966139162,141.920407254,2709.96714129,1.0
603,15054,0.95,0.0,22.2120622341,85.270603309,4056.62650602,1.36301064093
262,27462,0.46,18.5473728,1.47116534163,0.151050131333,857.836140451,1.20199775557
682,30757,0.92,76.20469824,53.1779687406,77.6129640418,2278.43073523,1.11278758635
819,26700,0.48,0.0,52.9055174272,15.7591811852,5041.93548387,1.14480760798
246,25894,0.31,0.0,63.3708092857,11.105938653,600.0,1.17119223889
130,24088,0.23,0.0,52.9835828681,33.9827854087,614.285714286,1.20422631332
730,24909,0.85,30.60288,10.7091462431,417.530252095,2222.30215827,1.28626998541
889,20438,0.3,0.0,30.4020655992,5.62870697375,700.0,1.11868097119
169,27385,0.45,0.0,36.653036166,6.52954718659,874.193548387,1.33991447691
544,54007,0.67,95.658288,23.1580128492,25.175438064,989.285714286,1.12303838659
382,24870,0.71,15.065424,37.6206937026,52.3577276606,2712.38348868,1.82846558296
2,16519,0.54,10.26393984,34.0610099549,4.27374630014,600.0,3.49567321432
804,30730,0.24,0.0,4.46558077541,663.169458741,1950.0,1.0
2231,12682,0.31,0.0,10.8660522229,2.56147630105,2184.91774987,1.45497297866
619,16514,0.47,0.0,24.2653906311,92.8027359795,2317.64705882,1.17073657759
317,26943,0.12,8.681904,30.9933684615,22.2204707525,600.0,1.37112748742
751,24892,0.05,0.0,33.843015098,175.760197156,0.0,1.5
952,24504,0.29,0.0,4.61575972276,672.422708834,2564.0,1.31911397811
942,16514,0.93,9.074736,33.6086196015,274.682140274,2311.00253905,1.13717693726
205,24170,0.17,0.0,96.0123813831,33.5729410297,1800.0,1.44946296203
324,27230,0.53,18.940944,38.9537374838,11.8182143382,1195.3125,1.29257875277
848,26704,0.27,0.0,28.8772108139,40.1288168872,0.0,1.00589375179
275,26076,0.44,0.0,55.1666208143,17.6658020774,2175.0,1.15769631011
397,22755,0.41,5.235648,13.5378982225,5.38187710625,872.413793103,1.2798244103
658,26621,0.88,38.555088,28.9862218739,18.6668913402,912.931034483,1.2549524295
196,25814,0.67,12.07536,36.6729061562,11.1299147802,1300.0,1.29381942027
786,30728,0.43,0.0,8.77872075156,754.315955435,1834.21052632,1.08134208244
793,25014,0.21,133.286208,117.121595139,72.1586251562,526.0,1.12560889375
644,24262,0.83,0.0,16.8330026209,42.3525732913,3980.76923077,1.34795581117
952,24540,0.43,9.78648,10.5189315027,825.272721146,1904.70890613,1.17556470354
598,13403,0.82,15.246338448,43.6366160243,106.525163629,2555.67172202,1.32088283578
712,30742,0.48,13.309296,224.417960932,63.5918820316,1950.0,1.03690569516
772,52731,0.97,0.0,43.6362098661,158.255337809,1854.27872861,1.29888158706
949,24918,0.61,37.877136,7.24620183632,724.595262202,2019.41975954,1.20410390061
1543,6299,0.17,0.0,13.4572553596,13.7461087326,3911.64115646,1.45186104662
1360,15475,0.5,0.0,10.5312411837,6.35855454115,3833.00330033,6.25607459678
358,15621,0.9,81.06912,49.4905252278,22.1594591864,1176.36244255,1.0919583748
707,30735,0.83,0.0,90.8097219609,224.303170584,1700.0,1.0439957464
153,23519,0.4,0.0,33.9357442224,2.15593648046,700.0,1.27569772455
1897,4111,0.42,0.0,26.7727685699,1.67924831471,1400.0,1.5
608,30739,0.64,0.0,73.4990562116,115.645776639,2821.23893805,1.15275886903
202,26170,0.23,26.004,41.4976057636,18.31637268,2131.25,1.06046706626
750,24632,0.19,0.0,2.40256438839,205.246118574,3068.29268293,1.33231661551
605,24192,0.47,0.0,10.3952415305,71.3096987385,2865.30612245,1.46693878473
699,24976,0.71,152.680704,137.290307495,65.6608495547,1734.09662106,1.11294330186
105,21841,0.3,15.048,41.8011858768,11.2276977857,1321.875,1.23709952786
838,27003,0.47,0.0,41.7668736617,34.7930960954,600.0,1.27231093677
229,26337,0.28,0.0,51.2702068158,5.98362135685,0.0,1.01783176562
692,24689,0.83,0.0,21.6392261145,650.772109,1836.7391729,1.22851350676
342,26560,0.25,0.0,64.0541392671,16.8766917848,1200.0,1.20032390273
812,54037,0.77,8.74368,12.0403000163,166.477616578,2519.23290717,1.01553779039
781,24557,0.09,0.0,0.235245819007,451.902856658,2550.0,1.36152852854
1945,103876,0.74,0.0,18.2905476347,136.288440469,2200.0,1.16309288437
205,16515,0.17,0.0,96.0123813831,33.5729410297,1800.0,1.44946296203
2018,103547,0.57,0.0,30.3659970531,32.3163414172,1800.0,1.22927432134
127,22042,0.5,139.765824,35.1235353892,12.8000638313,1366.66666667,1.0163322301
953,24429,0.84,15.343152,35.1244727783,392.002369036,2301.99185936,1.02936863261
767,23821,0.99,48.767136,43.6320987591,65.9115224402,2827.95698925,1.33778823005
684,52747,0.87,0.0,8.35617105182,274.28331834,2586.36363636,1.22183836684
848,54037,0.98,0.0,21.3730742946,33.3450736111,3265.02755405,1.01474983094
1407,5278,0.35,0.0,2.12626763338,14.286753613,2465.47619048,1.46304723935
135,33751,0.27,95.043696,25.6977136289,2.57667669732,537.931034483,1.43869944057
74,20489,0.54,0.0,27.7767016944,9.48106097566,700.0,1.0795783795
822,24696,0.77,0.0,83.3562859852,77.8395951919,1347.33588408,1.25722315653
772,26547,0.95,129.343104,85.0059444609,35.1504915537,527.586206897,1.23525974983
245,26004,0.38,96.404352,46.8648330573,9.13064831784,2250.0,1.09536970629
312,27567,0.34,73.4050944,39.2027932275,14.1492584692,2101.04239055,1.35761388443
323,27221,0.43,48.674736,29.8740026604,14.1882551801,1172.51908397,1.09470888023
137,25659,0.75,114.642528,38.4173110645,10.243208772,736.0,1.26204531458
957,25013,0.71,153.501744,95.9441527591,190.83828446,1254.90196078,1.10194652992
766,24498,0.31,0.0,45.1732497781,81.9788873437,2704.0,1.331751594
702,25197,0.45,2.877602112,229.011779798,41.7524208957,2234.70117487,1.0
953,54032,0.17,0.0,5.40772001016,562.519095258,1375.17630465,1.05223706484
793,15620,0.66,0.0,78.9993767195,154.656865049,1459.83606557,1.08603670653
67,20077,0.34,172.075573824,34.0635157693,4.16340291082,1105.77234036,1.72104108016
736,25197,0.65,54.783698112,133.312847286,76.0403614939,1876.17953321,1.04901921074
619,24192,1.0,0.0,29.876678048,88.5074029876,4229.42915624,1.10930728271
743,24751,0.65,70.08408,23.7719016284,390.484527755,2031.24914248,1.24718001692
123,21841,0.36,16.06176,42.2488154141,6.31150928967,3000.0,1.29985979076
170,24129,0.41,0.0,70.0373498456,29.0534661321,811.764705882,1.21801068328
378,25286,0.73,140.449584,62.3130921701,18.2311193512,1664.1509434,1.3403041536
731,24498,0.06,3.362304,16.1048734929,167.494663333,3400.0,1.08192839889
924,54003,0.29,0.0,41.4146123446,50.1773259031,3564.43768997,1.20906870503
1392,6353,0.14,0.0,29.4583566146,5.07891604423,1386.11111111,2.20917566904
1811,4223,0.61,0.0,9.28650249482,4.81079288088,5700.0,1.60096693014
743,24527,0.3,0.0,3.75256880451,240.262345877,890.476190476,1.1559243717
668,25003,0.77,191.830848,41.9723248838,164.757318331,1732.67522732,1.18080671718
253,26421,0.03,9.175584,53.1704880579,17.8286839646,1400.0,1.1944272591
936,24733,0.25,0.0,39.0169602853,497.063485252,3131.57894737,1.16328922139
811,25013,0.62,130.517904,56.7694232956,584.678244369,1029.57920792,1.05892397603
265,25971,0.27,0.0,64.5606036893,7.87051717296,2800.0,1.24817817214
768,52733,0.93,0.0,27.4236424639,147.502573668,2637.68115942,1.29303503123
712,25252,0.46,34.041744,129.838376257,55.2724109745,1950.0,1.36676237288
303,26075,0.4,0.0,80.4565958538,32.0571436203,600.0,1.44847894163
44,20596,0.31,194.922816,33.9584875612,3.59201432275,992.727272727,1.57155415
241,26342,0.17,24.094224,52.3181006341,21.7759140463,600.0,1.5
243,25712,0.76,0.0,51.8230680395,16.9807290408,2217.39002501,1.09359637274
619,30748,0.36,0.0,38.6585048757,113.490017015,1943.79220882,1.16846883793
949,30733,0.2,9.78648,0.537127452269,1125.95315465,1830.79320113,1.16360982552
133,21178,0.07,0.0,73.4194916595,14.9226124258,600.0,1.33678137653
591,24634,0.92,16.447142976,46.1449373393,89.8350038633,2674.35365174,1.07568589651
651,54008,0.76,79.73856,15.4337970902,24.5275309262,834.615384615,1.32483079017
926,24498,0.9,20.52864,32.1609721073,74.4870490497,2491.44736842,1.26851637873
293,28002,0.23,0.0,35.5300198547,3.9542721467,700.0,1.01082685828
646,24976,0.97,190.178736,126.190839274,58.6178312839,1876.86790353,1.28670025276
449,23284,0.28,39.86928,31.2416859435,9.24494143853,3200.0,1.33779978888
1892,4330,0.37,0.0,17.7098268203,2.28458345902,3800.0,1.3371491313
943,24886,0.75,0.0,9.53393144616,255.542057437,2547.56097561,1.09218275369
1558,14714,0.32,0.0,11.8292540416,29.1298305043,4307.05879829,1.22948119212
501,27307,0.11,7.865616,26.0697910642,6.36640187082,700.0,1.33263209855
690,15056,0.56,0.0,6.68941000246,764.924007893,1903.38983051,1.33430550469
88,21923,0.37,14.477232,37.0220895912,4.698400619,1300.0,1.11180150613
11,21441,0.35,0.0,53.6147798127,7.67860967654,751.851851852,1.41413341059
818,25276,0.49,32.893344,69.6573019273,21.7722438506,600.0,1.02910394471
53,22192,0.26,0.0,51.7994150452,4.01095432432,700.0,1.19488450494
871,52907,0.28,0.0,7.37365622693,1.92014216813,700.0,1.5
195,26266,0.12,7.079688,28.2746117965,4.31574417376,812.758877942,1.27243913515
353,26751,0.94,50.670576,47.0904183989,32.6967120104,600.0,1.29041623173
811,16512,0.27,0.0,0.788545862348,851.238198632,2062.77449324,1.0
432,21904,0.83,53.45208,44.0885769451,8.03005880448,1005.40540541,1.26029039446
354,24572,0.65,0.0,84.369300209,151.404070894,1796.42857143,1.15522441914
1677,14723,0.5,0.0,10.0557893597,3.04194502689,2896.42857143,1.18397442589
161,25712,0.93,0.0,34.2474399711,8.23918805892,1111.11111111,1.56420668144
751,15455,0.89,0.0,33.631807223,104.491538237,3551.72413793,1.10255749374
2061,103387,0.24,0.0,20.7922433132,4.46328126972,4251.01010101,1.40230748171
940,24720,0.15,11.748,14.7121714424,842.10615052,2550.0,1.11319837454
705,24422,0.18,0.0,39.6558796226,68.0803734229,0.0,1.00664904137
674,27854,0.4,88.396704,39.2397416624,4.75022325776,700.0,1.08673953241
752,15600,0.68,0.0,6.82825371591,784.417549461,2354.14235406,1.08377566727
101,21829,0.24,26.643936,36.2059633086,3.74905518851,1523.33333333,1.54278621229
582,27712,0.94,19.951008,19.1908770391,3.2701772733,2005.26315789,1.55594175709
117,22856,0.37,36.83441784,18.2881206978,6.19804103802,1143.13693752,1.5
888,33480,0.25,13.87584,33.4267934783,2.52838870437,1137.5,1.20297723879
730,24554,0.29,0.0,8.89619593481,187.300959266,3187.5,1.28325743715
494,20227,0.29,0.0,0.339374289221,15.6530273581,1493.02325581,1.8064698572
788,30735,0.28,0.0,17.0543778833,439.91016675,3400.0,1.09600294714
466,21137,0.4,51.851712,41.4443516535,4.37359502168,1756.09756098,1.32618488483
744,16514,0.49,0.0,52.1968319126,114.557184604,2466.96014087,1.10107859643
304,24902,0.35,17.363808,127.992601378,101.545552191,2626.21864647,1.06359401507
114,21142,0.43,13.901184,41.1072011423,4.73822233425,706.666666667,1.2515768406
1843,4563,0.49,0.0,10.5460424244,1.35209935952,1400.0,1.43591251836
97,21932,0.47,92.989776,27.5017385559,5.33447765688,600.0,1.31381088528
748,24314,0.76,0.0,56.9911866078,136.957861296,2294.87892687,1.23881880457
772,25231,0.3,25.808112,61.9849919067,55.6759263718,2600.0,1.01346531751
735,25093,0.3,130.3104,113.658478836,101.267407338,1300.0,1.0
705,25252,0.96,85.8132,74.164630384,41.8981960027,2537.5,1.22955500561
299,16512,0.92,20.208672,107.646418513,207.661110349,2303.11043409,1.03219594925
626,16513,0.68,6.99072,65.8475156565,93.8510518383,3335.8490566,1.22352874397
108,21847,0.34,135.763584,35.8238239722,7.69157740086,1790.0,1.190831474
