taz,lon,lat
349,-122.43666582300,37.79389632100
350,-122.42827250200,37.79469028100
351,-122.42011905600,37.79567485900
352,-122.41010092900,37.79566120800
353,-122.42498388700,37.79510900100
354,-122.40680118200,37.79646246700
355,-122.41467872900,37.79611259100
356,-122.44365918900,37.79605573000
357,-122.40887364800,37.79710776500
358,-122.41948109200,37.79718551000
359,-122.43541118800,37.79662809500
360,-122.43212215400,37.79704672400
361,-122.41456000600,37.79779829300
362,-122.40424232700,37.79820694200
363,-122.42883338600,37.79746518300
364,-122.40997787500,37.79833891800
365,-122.44433943600,37.79780032700
366,-122.42554474300,37.79788311300
367,-122.42249750300,37.79810323800
368,-122.41906002500,37.79920447100
369,-122.44372613900,37.79919245200
370,-122.42894663800,37.79951123000
371,-122.41525678200,37.79958753000
372,-122.40423335800,37.80011338100
373,-122.40855160900,37.80009616000
374,-122.40672219200,37.80027758100
375,-122.41477808900,37.80094157500
376,-122.41141610100,37.80026421500
377,-122.44499804300,37.80043604900
378,-122.42702596100,37.80103949700
379,-122.44406140200,37.80174144100
380,-122.43082221000,37.80139946900
381,-122.41249844500,37.80280676000
382,-122.40968658000,37.80277200100
383,-122.42740136400,37.80290466900
384,-122.42315187600,37.82663714900
385,-122.41966188900,37.86199762200
386,-122.36764206600,37.72857225400
387,-122.36865395300,37.72238954800
388,-122.39107540700,37.72747577300
389,-122.39093066800,37.73191686500
390,-122.45018616900,37.73232704600
391,-122.44337220200,37.73231663600
392,-122.46465206500,37.73091936600
393,-122.46492439700,37.72815255000
394,-122.47333523800,37.73290904600
395,-122.47333507200,37.72899696300
396,-122.47018209000,37.73259291800
397,-122.46772401500,37.73240579100
398,-122.39592876900,37.73455959500
399,-122.39802265000,37.73155777400
400,-122.49981400600,37.71364723600
401,-122.49125968900,37.72248737800
402,-122.47860199300,37.71119091700
403,-122.43173782400,37.73470383800
404,-122.43414653500,37.73517550900
405,-122.45659661000,37.73594399400
406,-122.39232331200,37.73503566000
407,-122.39144821900,37.73737619600
408,-122.40120961000,37.73653423100
409,-122.40398339300,37.73764673700
410,-122.38495054100,37.73669974700
411,-122.38407033300,37.73233928000
412,-122.41322675900,37.73322502900
413,-122.41105675800,37.73710719100
414,-122.49258552100,37.73645033000
415,-122.48681660400,37.73490677900
416,-122.48735962800,37.73791627500
417,-122.47804774000,37.73827723200
418,-122.48241836100,37.73613409400
419,-122.48290129500,37.73809339100
420,-122.46591664400,37.73755545400
421,-122.46813313000,37.73595460400
422,-122.49666941400,37.73932537300
423,-122.49707154300,37.73743848100
424,-122.49184863700,37.73953780500
425,-122.48729479800,37.73973940200
426,-122.48300859000,37.73992852800
427,-122.47817545800,37.74014203400
428,-122.38911087000,37.73499673300
429,-122.38780062700,37.73949325000
430,-122.47313267500,37.73708879900
431,-122.46917132600,37.73972266500
432,-122.41393001700,37.74065869700
433,-122.41161220700,37.74097799500
434,-122.49198035800,37.74140195500
435,-122.48742641300,37.74160252500
436,-122.45251882700,37.73835886700
437,-122.44621746600,37.73900249900
438,-122.48314047900,37.74179137200
439,-122.47830143700,37.74200587100
440,-122.47289509200,37.74224409000
441,-122.47332906900,37.74035755000
442,-122.46817600000,37.74248431600
443,-122.37760116100,37.73028713700
444,-122.37338518600,37.74014052400
445,-122.38127393000,37.73580116500
446,-122.37653094000,37.73395913300
447,-122.41688287300,37.74286866900
448,-122.41648719700,37.74033749500
449,-122.49211018000,37.74326963600
450,-122.48755621300,37.74347014000
451,-122.48327134800,37.74365856100
452,-122.47842546300,37.74387161600
453,-122.41343860200,37.74327472100
454,-122.41332755100,37.74563471900
455,-122.44021303400,37.74002795300
456,-122.43330314800,37.73936547000
457,-122.44561563100,37.74328997100
458,-122.49224034800,37.74513318900
459,-122.48768589700,37.74533396000
460,-122.43468225300,37.74603976200
461,-122.43298993100,37.74359531800
462,-122.43912498900,37.74608898900
463,-122.44361015600,37.74553724200
464,-122.40830669900,37.74077872700
465,-122.40636637400,37.74331155000
466,-122.40471370000,37.74714965000
467,-122.40879688900,37.73843062200
468,-122.49237094000,37.74699599300
469,-122.48781635400,37.74719727400
470,-122.48078791200,37.74657404600
471,-122.48400330400,37.74643191800
472,-122.50627896800,37.74644933600
473,-122.50846007800,37.74523964800
474,-122.50764495800,37.73849133200
475,-122.49250151300,37.74886139300
476,-122.48794629700,37.74906253600
477,-122.44157036400,37.74946600700
478,-122.43763451500,37.74847253500
479,-122.47329023900,37.74783583300
480,-122.46748781600,37.74845543700
481,-122.46771902800,37.74552806600
482,-122.46392720500,37.74872363900
483,-122.39638106400,37.75079807900
484,-122.40424766600,37.74034828900
485,-122.40139879300,37.74334637600
486,-122.39903183500,37.74683906400
487,-122.39477671400,37.74848936800
488,-122.39558847300,37.73990943100
489,-122.39218317600,37.74263151300
490,-122.39005075400,37.74550074600
491,-122.38987644800,37.75012876300
492,-122.38218236800,37.75053813800
493,-122.37927200400,37.74461623600
494,-122.38567946000,37.74313724400
495,-122.38123359100,37.74054049900
496,-122.49711364600,37.74898228800
497,-122.49751589000,37.74547681400
498,-122.49263191500,37.75072461700
499,-122.48807596900,37.75092718700
500,-122.47351336500,37.74968694000
501,-122.47345151900,37.75158278000
502,-122.46378659300,37.74531826300
503,-122.46172372100,37.74935153500
504,-122.49276250700,37.75259035000
505,-122.48820811100,37.75279286600
506,-122.48372727800,37.75018477200
507,-122.48051178000,37.75032668100
508,-122.48177873100,37.75307710300
509,-122.49289249200,37.75445810700
510,-122.48833820000,37.75465970200
511,-122.48190866700,37.75494293800
512,-122.48505910000,37.75386869000
513,-122.46616628100,37.75567052300
514,-122.46627145700,37.75383763200
515,-122.48203872100,37.75680638300
516,-122.47826368200,37.75697246000
517,-122.46073654200,37.75417221700
518,-122.45634598300,37.75513451700
519,-122.39381676300,37.75502940100
520,-122.39662987800,37.75893502900
521,-122.38851593000,37.75810931200
522,-122.38691709800,37.75389553900
523,-122.47162171200,37.75759063800
524,-122.47020186100,37.75466152100
525,-122.48216827800,37.75866840200
526,-122.47839312500,37.75883465500
527,-122.47517416600,37.75805695200
528,-122.47097967100,37.75934375500
529,-122.46653524700,37.75935945600
530,-122.46642599800,37.75750132600
531,-122.48229947800,37.76053502100
532,-122.47853989700,37.76069735600
533,-122.42940066200,37.76042667100
534,-122.42715159800,37.76056195700
535,-122.39101086300,37.75558362000
536,-122.39156559000,37.76093841100
537,-122.41501053600,37.76211462400
538,-122.41055359600,37.76238039100
539,-122.40290132100,37.75298093600
540,-122.40499246600,37.76060318800
541,-122.48242997200,37.76240015100
542,-122.47869515800,37.76256277000
543,-122.40286917300,37.76283730500
544,-122.39997243800,37.76302242900
545,-122.45748928400,37.75862684200
546,-122.45488914000,37.76264280900
547,-122.46009044500,37.76175914400
548,-122.51068551200,37.76025326600
549,-122.50966637100,37.75293732200
550,-122.50504371800,37.75018167400
551,-122.48525240700,37.75816247000
552,-122.48578046800,37.76263444200
553,-122.44803875200,37.76302578000
554,-122.44541391400,37.76392749400
555,-122.48256064900,37.76427302200
556,-122.47883516300,37.76443732800
557,-122.39095974600,37.76549793000
558,-122.38920355400,37.76238198400
559,-122.38421637600,37.75945218800
560,-122.43333539100,37.76325225100
561,-122.43023209300,37.76542449400
562,-122.44101160000,37.76528779600
563,-122.43768320300,37.76401465000
564,-122.43453667300,37.76746371900
565,-122.43382431800,37.76479793900
566,-122.43231815400,37.76759399800
567,-122.42957678700,37.76825694300
568,-122.41197949700,37.76713593900
569,-122.40920562200,37.76709049000
570,-122.40623472800,37.76714780000
571,-122.40330366300,37.76728333500
572,-122.39956986500,37.76675190800
573,-122.40097132700,37.76948074500
574,-122.44140073200,37.76856941400
575,-122.43758670700,37.77035275400
576,-122.50355051600,37.77262716100
577,-122.49980179800,37.77279857700
578,-122.42051824800,37.77303647800
579,-122.41972878400,37.77051581500
580,-122.50573225900,37.76780362700
581,-122.49614202800,37.76874970000
582,-122.48464584500,37.76865696300
583,-122.47469364000,37.76962339900
584,-122.45842349100,37.77277368200
585,-122.45697646300,37.76939788200
586,-122.46614553600,37.77093864800
587,-122.42347725800,37.77371570800
588,-122.42122882400,37.77446828500
589,-122.41526742200,37.77091944900
590,-122.41564930000,37.76828309600
591,-122.41764325100,37.77317680900
592,-122.41532678200,37.76533426700
593,-122.47730664200,37.77382625400
594,-122.47377106000,37.77398793000
595,-122.41358963700,37.77344779200
596,-122.41160858200,37.77500885200
597,-122.41206277100,37.77220269000
598,-122.41007934200,37.77376518700
599,-122.40835222200,37.77112536900
600,-122.40442295900,37.77578166200
601,-122.40287844900,37.77454990400
602,-122.40133217500,37.77331776400
603,-122.40664559800,37.77402525500
604,-122.40510753100,37.77278423300
605,-122.40355437500,37.77156172400
606,-122.40246924600,37.75907853400
607,-122.39960994100,37.75918431400
608,-122.41671088900,37.77591483000
609,-122.41514601600,37.77466751300
610,-122.43552166400,37.77624600000
611,-122.43514051700,37.77438375700
612,-122.47744281800,37.77569185800
613,-122.47390923900,37.77585318300
614,-122.45276573700,37.77619839000
615,-122.44852097800,37.77702351300
616,-122.47757861600,37.77755537700
617,-122.47404512700,37.77771579900
618,-122.42126310700,37.77877849800
619,-122.42317922500,37.77782011000
620,-122.41474086300,37.77748110100
621,-122.41285164600,37.77897071000
622,-122.41317196200,37.77622998700
623,-122.41128506600,37.77772170500
624,-122.49103644500,37.77790451900
625,-122.49083656600,37.77508097500
626,-122.40973729100,37.77648926500
627,-122.40751404200,37.77824710800
628,-122.40528578300,37.78000765600
629,-122.40819341700,37.77525721400
630,-122.40596892800,37.77701444900
631,-122.40374242000,37.77877370400
632,-122.39082817700,37.77908259200
633,-122.38896684200,37.78065288200
634,-122.47771683600,37.77944972300
635,-122.47418240500,37.77960862200
636,-122.45984068200,37.77931931100
637,-122.45960639200,37.77579755100
638,-122.40219687900,37.77754098500
639,-122.39996874400,37.77930048000
640,-122.39774169500,37.78106172300
641,-122.39619738000,37.77982919500
642,-122.39465343500,37.77859469900
643,-122.39842628400,37.77806904100
644,-122.39688113900,37.77683426200
645,-122.40065303500,37.77630888000
646,-122.41843069400,37.77937837800
647,-122.41825533900,37.77729742100
648,-122.41880056300,37.78122146400
649,-122.38699791800,37.76852014000
650,-122.38802337300,37.77204588200
651,-122.39646125800,37.76611554800
652,-122.39607924700,37.76856617100
653,-122.39405705900,37.76931800000
654,-122.39429085800,37.77232978100
655,-122.38828950700,37.77457224600
656,-122.39936799100,37.77170888400
657,-122.39492765600,37.77528437100
658,-122.45069541600,37.77915478100
659,-122.45079247500,37.78134272500
660,-122.48910529200,37.78086347000
661,-122.48535410000,37.78103813500
662,-122.44260493300,37.78092113900
663,-122.44565115400,37.78042264900
664,-122.40151478400,37.78053311700
665,-122.39928607400,37.78229315100
666,-122.41062740600,37.78072766300
667,-122.40859132300,37.78244461400
668,-122.40722484100,37.78093263100
669,-122.40906123500,37.77947948200
670,-122.43976197700,37.78242305500
671,-122.43922135600,37.78055624600
672,-122.40305938900,37.78176784800
673,-122.40083008700,37.78353039500
674,-122.48924060800,37.78276184000
675,-122.49234213000,37.78161251100
676,-122.48274008100,37.78208793400
677,-122.47999568900,37.78127644700
678,-122.41014468400,37.78425370300
679,-122.40859503200,37.78456939800
680,-122.42931527900,37.78331079700
681,-122.42606304800,37.78371613100
682,-122.42282248100,37.78374650100
683,-122.42219239000,37.78128890200
684,-122.40629818700,37.78406099200
685,-122.40499986100,37.78268761400
686,-122.45236986100,37.78300987900
687,-122.44812664200,37.78362174600
688,-122.51203077000,37.77938008000
689,-122.51001683700,37.77300147500
690,-122.39860223400,37.78528839700
691,-122.39705867800,37.78405243500
692,-122.39551481300,37.78282078400
693,-122.39397293800,37.78158874500
694,-122.39242676400,37.78035370100
695,-122.43640149100,37.78480528800
696,-122.43307039900,37.78523253800
697,-122.45685277400,37.78495545200
698,-122.45670532000,37.78264850200
699,-122.41983976200,37.78636597700
700,-122.41946238600,37.78450041000
701,-122.41965755700,37.78543191500
702,-122.41289553000,37.78533018700
703,-122.40960312100,37.78574780900
704,-122.40978746000,37.78668139200
705,-122.42977911300,37.78564046200
706,-122.42652114200,37.78604397700
707,-122.41655407800,37.78678286100
708,-122.41636542000,37.78584792900
709,-122.44817375400,37.78607958400
710,-122.44509966400,37.78651345100
711,-122.41307780400,37.78626468600
712,-122.41326889400,37.78720153800
713,-122.40997499500,37.78762108300
714,-122.44192020600,37.78691814300
715,-122.43997691700,37.78571874300
716,-122.48121588900,37.78653021700
717,-122.47504266400,37.78666066900
718,-122.45268487700,37.78698930200
719,-122.48679897400,37.78669334900
720,-122.48897524400,37.78492362600
721,-122.46952086700,37.78707579900
722,-122.46969490600,37.78551939200
723,-122.38680615000,37.78701015100
724,-122.38975890600,37.78493637800
725,-122.38790225300,37.78390353700
726,-122.39174312700,37.78333425100
727,-122.39011725500,37.78210760000
728,-122.46576429600,37.78660435700
729,-122.46549777400,37.78291630600
730,-122.39638270000,37.78704391400
731,-122.39439175300,37.78861681000
732,-122.39483459000,37.78580964100
733,-122.41345320100,37.78813624000
734,-122.41364235700,37.78906895700
735,-122.41034816900,37.78948862700
736,-122.41015868800,37.78855443800
737,-122.50268051200,37.78624486100
738,-122.50622346000,37.78243642800
739,-122.49772979300,37.78366054200
740,-122.39948935900,37.78951715200
741,-122.39792887600,37.78827623700
742,-122.40171053300,37.78776209500
743,-122.40015105600,37.78652216300
744,-122.40394353400,37.78600550000
745,-122.40238079200,37.78475880100
746,-122.40788470400,37.78980104100
747,-122.40769428400,37.78886849700
748,-122.40751204100,37.78793468300
749,-122.40732613400,37.78699299900
750,-122.40713136100,37.78605582700
751,-122.40711686600,37.78519557600
752,-122.40628961900,37.79000319700
753,-122.40609861300,37.78907016400
754,-122.40592062600,37.78813658300
755,-122.45755556700,37.78931401500
756,-122.45408072400,37.78985527200
757,-122.45378302900,37.78822631400
758,-122.48837388200,37.78826279100
759,-122.49207389900,37.78499213400
760,-122.41402134900,37.79094497600
761,-122.40991498500,37.79146589700
762,-122.39091794500,37.79136639600
763,-122.38870934000,37.78985388900
764,-122.39263709700,37.79000346100
765,-122.39108880600,37.78876737400
766,-122.38942895500,37.78756306000
767,-122.39284352300,37.78738196500
768,-122.39326326600,37.78458003600
769,-122.42772645300,37.79199212200
770,-122.42572693900,37.79041741400
771,-122.41421270900,37.79188438700
772,-122.41071972700,37.79262754100
773,-122.39793240900,37.79074419300
774,-122.39705138900,37.79143886000
775,-122.39617393200,37.79212982100
776,-122.39529450900,37.79281791100
777,-122.39441606200,37.79351221300
778,-122.39200141800,37.79306170800
779,-122.39286554800,37.79227584300
780,-122.39374568100,37.79158009400
781,-122.39462355500,37.79088886200
782,-122.40627174800,37.79382034000
783,-122.40608814300,37.79291375100
784,-122.40645916300,37.79093740500
785,-122.40589327400,37.79197386800
786,-122.40489951400,37.79113395100
787,-122.40370261300,37.79321530900
788,-122.40350685500,37.79227561800
789,-122.40331380000,37.79133450200
790,-122.40205471700,37.79342461000
791,-122.40186239000,37.79248490600
792,-122.40662153900,37.79558235200
793,-122.40645078600,37.79470223000
794,-122.43988670700,37.79369122200
795,-122.44382863800,37.79222277600
796,-122.44416096000,37.79407092000
797,-122.40219292400,37.79704072300
798,-122.40200241400,37.79615234300
799,-122.40433187200,37.79631728700
800,-122.40406731800,37.79499853500
801,-122.40389106000,37.79412183400
802,-122.40241560900,37.79520020700
803,-122.40224456800,37.79432858700
804,-122.40100680000,37.79535966700
805,-122.40083067100,37.79448971200
806,-122.39570747500,37.79425809200
807,-122.39374110800,37.79411098700
808,-122.39332798200,37.79541800500
809,-122.39580190900,37.79554392600
810,-122.39729518300,37.79495498400
811,-122.39848597100,37.79480364100
812,-122.39966278300,37.79465365400
813,-122.39864340800,37.79568019300
814,-122.39732390800,37.79778678500
815,-122.43853455400,37.79957618300
816,-122.43856045900,37.79732048300
817,-122.42291548400,37.80156086800
818,-122.42099256700,37.80038232700
819,-122.43413617600,37.80165382100
820,-122.43423269700,37.79914583300
821,-122.40446968400,37.80193243700
