taz,lon,lat
822,-122.40692380400,37.80335936400
823,-122.40579389000,37.80299575100
824,-122.44070269700,37.80208354300
825,-122.43826609700,37.80238475600
826,-122.40103001000,37.79882228100
827,-122.40173234600,37.80183033400
828,-122.39833968500,37.80207675100
829,-122.40283146900,37.80419731300
830,-122.39933598100,37.80020582300
831,-122.41582229300,37.80241155100
832,-122.41726887200,37.80430113400
833,-122.41395739900,37.80469526600
834,-122.40932263000,37.80518802800
835,-122.40549511600,37.80559473600
836,-122.42366389900,37.80529378200
837,-122.42328086100,37.80342749600
838,-122.43985759500,37.80565754400
839,-122.43547490200,37.80597665700
840,-122.44570118400,37.80512711400
841,-122.44812098800,37.80292160500
842,-122.44443803000,37.80360630100
843,-122.44786796200,37.78760671400
844,-122.42822132100,37.80555662200
845,-122.43437542200,37.80391627700
846,-122.43088656000,37.80680310600
847,-122.42124991600,37.80724039000
848,-122.41998752600,37.80386127500
849,-122.41962709900,37.80199906000
850,-122.42037823900,37.80572514300
851,-122.41500014000,37.80822340700
852,-122.41526863600,37.80640567300
853,-122.40983750900,37.80715396900
854,-122.40428726300,37.80650824900
855,-122.41021913100,37.80937520800
856,-122.47896375300,37.79206919700
857,-122.47989537300,37.78882121000
858,-122.47394837500,37.78928773500
859,-122.46755269000,37.79129575300
860,-122.47152106000,37.80177028100
861,-122.45924968200,37.79290077800
862,-122.45162419500,37.79469811600
863,-122.47579284700,37.79537313700
864,-122.47526458900,37.80102667100
865,-122.36588852200,37.81094101900
866,-122.37108447900,37.81821209900
867,-122.36620294500,37.82041453500
868,-122.36811144500,37.82388965200
869,-122.37593112000,37.82559928700
870,-122.37005090100,37.82714580200
871,-122.37359111500,37.82986953700
872,-122.37342124500,37.82164703500
873,-122.44674332900,37.70962121700
874,-122.43946587900,37.70976302200
875,-122.39839527600,37.71286713600
876,-122.40022444500,37.70996376300
877,-122.42855843600,37.71004572100
878,-122.42945159600,37.71396867100
879,-122.39364818400,37.71590710500
880,-122.39158241100,37.71104727800
881,-122.38349933200,37.71250818400
882,-122.38112648200,37.71661069000
883,-122.47389401000,37.71545094400
884,-122.48122445600,37.71533393900
885,-122.46936348000,37.71877720300
886,-122.47016190200,37.71703201300
887,-122.47764034000,37.71991092900
888,-122.47621115700,37.71848891700
889,-122.39415709500,37.72079182800
890,-122.39017236000,37.71860565400
891,-122.38760142200,37.72009680300
892,-122.38610996600,37.72220689400
893,-122.42067372800,37.71533446800
894,-122.41890922600,37.72077077800
895,-122.41086955200,37.71704180100
896,-122.39260445800,37.72316310400
897,-122.39125351600,37.72522633300
898,-122.47359557600,37.72495681300
899,-122.47364140800,37.72075269800
900,-122.41622422700,37.72478599000
901,-122.41150958900,37.72557741300
902,-122.38055239200,37.72668298000
903,-122.38228154300,37.72449847500
904,-122.38626080500,37.72600807900
905,-122.39820250400,37.72093982400
906,-122.39826289600,37.72494937100
907,-122.39705978200,37.72811542800
908,-122.46040735700,37.72646634800
909,-122.45961879800,37.72928827600
910,-122.43812246800,37.72809663200
911,-122.43977599300,37.72952878000
912,-122.44426309500,37.72566124600
913,-122.46981805800,37.72825462800
914,-122.47085061300,37.72409357900
915,-122.45504190600,37.72604895400
916,-122.45606113600,37.72979532300
917,-122.47977133000,37.72328340600
918,-122.47977467400,37.72843639500
919,-122.46290739500,37.76793523100
920,-122.46964182600,37.76736051800
921,-122.44744930600,37.77233534900
922,-122.51173335800,37.76755156900
923,-122.45594491900,37.76698813200
924,-122.39268320600,37.77701855000
925,-122.39910699900,37.77507580600
926,-122.38795655800,37.77929117200
927,-122.39144695700,37.77222072100
928,-122.39716446400,37.77351838300
929,-122.39108453500,37.76873276500
930,-122.40572550900,37.78719178500
931,-122.40567699100,37.78634554800
932,-122.40473139500,37.79020082500
933,-122.40454206400,37.78926738800
934,-122.40436792400,37.78833468600
935,-122.40433002400,37.78745118000
936,-122.40312386900,37.79040412400
937,-122.40293341200,37.78947115700
938,-122.40294476500,37.78854993500
939,-122.40141290900,37.78972247900
940,-122.40148031800,37.79061335600
941,-122.40005726400,37.79085253600
942,-122.39549589200,37.79019865100
943,-122.39637556300,37.78950345300
944,-122.40167003500,37.79154346600
945,-122.40065051100,37.79360238600
946,-122.40045872300,37.79266374300
947,-122.40026635800,37.79172237000
948,-122.39947818500,37.79375161100
949,-122.39928627000,37.79281360400
950,-122.39908564600,37.79179693300
951,-122.39830227900,37.79390162000
952,-122.39810477900,37.79295920100
953,-122.39808794100,37.79220765800
954,-122.39710801800,37.79405333500
955,-122.39702176400,37.79317475600
956,-122.39911628700,37.79791207200
957,-122.39882868400,37.79656564400
958,-122.39521243300,37.79796744600
959,-122.46807782500,37.79647969900
960,-122.46379552800,37.79914737400
961,-122.46726039400,37.80111190400
962,-122.45946198400,37.80031139300
963,-122.45623546300,37.79913218200
964,-122.44948417100,37.79948290000
965,-122.45190291600,37.80157986500
966,-122.45052302700,37.80409423800
967,-122.45718986600,37.80329824800
968,-122.46542826400,37.80287645000
969,-122.47413918200,37.80476830100
970,-122.47107828300,37.79863406500
971,-122.45513297600,37.80238112000
972,-122.47156532000,37.80517208500
973,-122.45869174900,37.80489244900
974,-122.47629120300,37.80621277000
975,-122.48070939700,37.79758660300
976,-122.44897554000,37.79630914400
977,-122.45648310200,37.79507407900
978,-122.46146007500,37.79625416800
979,-122.45958327700,37.79726370500
980,-122.47273797500,37.80816636500
981,-122.39131357600,37.78616585500
1191,-122.48240797200,37.70523585900
1192,-122.48117192100,37.69987477400
1193,-122.48019524700,37.68957570600
1194,-122.47995469400,37.68118410000
1195,-122.49113250200,37.69155882400
1196,-122.49245464900,37.68177412500
1197,-122.48652416400,37.67311986400
1198,-122.47840497100,37.66725249500
1199,-122.47079801300,37.66966238200
1200,-122.45336813000,37.67646882800
1201,-122.46321568700,37.68757034000
1202,-122.45600851900,37.69749103200
1203,-122.46663143300,37.69760256000
1204,-122.46268352300,37.70640437500
1205,-122.44810249000,37.70520306000
1206,-122.43225718100,37.70342688100
1207,-122.41450554100,37.70226910300
1208,-122.40711940300,37.68389975500
1209,-122.41930994800,37.66569090400
1210,-122.40728651200,37.65968603800
1211,-122.41870063700,37.65558713500
1212,-122.40430807600,37.65279493600
1213,-122.43437200100,37.64350833700
1214,-122.44579116500,37.65450202700
1215,-122.43219904700,37.66120943800
1216,-122.43917024000,37.66367378200
1217,-122.45519527500,37.66270703400
1218,-122.46057708500,37.65352871100
1219,-122.46856035800,37.65668594000
1220,-122.47521546700,37.65272652800
1221,-122.48434820500,37.65849701600
1222,-122.48651712700,37.65017161900
1223,-122.48430167200,37.63366584800
1224,-122.48082841300,37.61333014500
1225,-122.50312797800,37.59357694500
1226,-122.48713978600,37.58709158600
1227,-122.46708755600,37.59166094400
1228,-122.46041139000,37.62442414400
1229,-122.45510463800,37.62933740300
1230,-122.46153367900,37.64753369800
1231,-122.45124951700,37.63961654400
1232,-122.44770505500,37.63209788900
1233,-122.43305854200,37.61712232700
1234,-122.42478584600,37.63260347700
1235,-122.42039960600,37.62323597800
1236,-122.41598732300,37.61824258300
1237,-122.40963194500,37.62352347400
1238,-122.41004776000,37.63247521800
1239,-122.39167659200,37.62531940000
1240,-122.39135710200,37.60595271600
1241,-122.41072778300,37.60681044500
1242,-122.41963666900,37.60275374900
1243,-122.40582767300,37.59462715100
1244,-122.39803835100,37.59974334000
1245,-122.39950330100,37.59004671800
1246,-122.38994133100,37.58058091200
1247,-122.37684272300,37.58346330700
1248,-122.36922360300,37.59323020900
1249,-122.34118862500,37.58459800600
1250,-122.36064235800,37.58305398100
1251,-122.35007942400,37.57834902600
1252,-122.37201623700,37.56452593000
1253,-122.34520795500,37.56851493000
1254,-122.35059731000,37.54919131900
1255,-122.33111854100,37.55505522600
1256,-122.32687310500,37.55983511900
1257,-122.32041977800,37.56438770000
1258,-122.33747554000,37.57336349600
1259,-122.33079268400,37.57945948800
1260,-122.32225428500,37.57319368800
1261,-122.31511756200,37.57855461600
1262,-122.30301118800,37.57063435800
1263,-122.30166158600,37.56509319600
1264,-122.29527773600,37.56018263200
1265,-122.28629264200,37.56071199200
1266,-122.27527716300,37.55868390800
1267,-122.25999054300,37.56666031300
1268,-122.26353072100,37.56016781400
1269,-122.25118116200,37.55674633400
1270,-122.25733450300,37.54969403800
1271,-122.26898401700,37.55051621100
1272,-122.27486187200,37.54173172200
1273,-122.26389975500,37.53739765400
1274,-122.28329898600,37.54530000000
1275,-122.27572122100,37.52778521800
1276,-122.28407679800,37.53210241900
1277,-122.28843302300,37.53841281700
1278,-122.29991090500,37.54972355700
1279,-122.30706349300,37.55927831200
1280,-122.31698522100,37.55138016500
1281,-122.31148874200,37.54270044500
1282,-122.32280919000,37.53988330800
1283,-122.31311009600,37.53501021300
1284,-122.29529247900,37.53268875000
1285,-122.30380085600,37.52858826600
1286,-122.28941169700,37.51922056900
1287,-122.28055627200,37.51426652400
1288,-122.30982526500,37.50325663000
1289,-122.31255018000,37.51747532000
1290,-122.32651347900,37.52949521100
1291,-122.33773162900,37.52955865400
1292,-122.34730107500,37.51978421900
1293,-122.49582895300,37.55092918800
1294,-122.46662985200,37.52510098300
1295,-122.40866315500,37.53141468200
1296,-122.37625953200,37.43677361100
1297,-122.32494061600,37.29715338200
1298,-122.20907041200,37.37199429200
1299,-122.25619537900,37.41449092700
1300,-122.24573796100,37.44515126600
1301,-122.24704043700,37.45823401800
1302,-122.26774135900,37.46431838500
1303,-122.25162105400,37.46930539000
1304,-122.27352961000,37.47935831600
1305,-122.26968203800,37.49039714900
1306,-122.28444495600,37.49621938100
1307,-122.27641039600,37.50615541200
1308,-122.26172298200,37.49590666200
1309,-122.26076845500,37.50415685600
1310,-122.25623555900,37.50974405200
1311,-122.25246130800,37.53137418800
1312,-122.23673878300,37.54127377300
1313,-122.21378636300,37.50893440500
1314,-122.21840531700,37.48433013500
1315,-122.22726787200,37.48812475600
1316,-122.23762323800,37.49225325500
1317,-122.24071052200,37.48263450600
1318,-122.24974459000,37.48973167700
1319,-122.24639559400,37.47812233000
1320,-122.23354508600,37.46569352500
1321,-122.23444107700,37.45773930700
1322,-122.22573371200,37.45243003900
1323,-122.21809659400,37.46829979600
1324,-122.22610855800,37.46878574000
1325,-122.23121820500,37.47613825600
1326,-122.22239499500,37.47964544600
1327,-122.20871021200,37.47095112000
1328,-122.19581491800,37.47448575400
1329,-122.20241469800,37.47999959800
1330,-122.19121132900,37.48182906600
1331,-122.15546355100,37.48042251700
1332,-122.14139308000,37.47620976600
1333,-122.13230417300,37.46388148900
1334,-122.14555932200,37.46794516500
1335,-122.14578415400,37.45973898600
1336,-122.15508342500,37.46037650700
1337,-122.16682905600,37.46633775000
1338,-122.16953032600,37.47457432500
1339,-122.18190551600,37.46906815200
1340,-122.18191074400,37.45548636000
1341,-122.18105045800,37.44903187600
1342,-122.20515275000,37.44933254100
1343,-122.18719221300,37.44386903800
1344,-122.19226318300,37.43557900500
1345,-122.20556295000,37.43239032200
1346,-122.20921778300,37.42523161700
1347,-122.13058113000,37.31955489200
1348,-122.15051997200,37.39726499800
1349,-122.14308988400,37.41255681900
1350,-122.16237151200,37.41646161500
1351,-122.14612985600,37.42820781100
1352,-122.15795395900,37.42148369700
1353,-122.15512814200,37.42580112000
1354,-122.16294579600,37.43193624300
1355,-122.17482318200,37.43353285600
1356,-122.15701461600,37.44673404700
1357,-122.14615386700,37.45183550200
1358,-122.12952444900,37.44432332600
1359,-122.14465794000,37.43576264000
1360,-122.13125393000,37.42728467100
1361,-122.12185099700,37.43891255000
1362,-122.11228206700,37.42720190900
1363,-122.12004435800,37.41864695400
1364,-122.11115535200,37.41405853500
1365,-122.11424615900,37.40684387800
1366,-122.12974884000,37.41866059900
1367,-122.13108649200,37.41023201300
1368,-122.13115056200,37.37721841200
1369,-122.12023832300,37.39360734100
1370,-122.10916563300,37.37780346300
1371,-122.10860956300,37.39084661300
1372,-122.10514583200,37.40033857200
1373,-122.10101745000,37.40929063300
1374,-122.09649450500,37.41749090400
1375,-122.09110706900,37.40835929900
1376,-122.08557538700,37.40510244100
1377,-122.07600912900,37.40145429000
1378,-122.07972911000,37.39030712400
1379,-122.08865579700,37.39291040000
1380,-122.09781267300,37.39668436200
1381,-122.09003188400,37.38012034400
1382,-122.08239857200,37.37843690900
1383,-122.08837013100,37.36938616500
1384,-122.10076364400,37.37467930000
1385,-122.09695636400,37.35268765100
1386,-122.08024217400,37.34164250800
1387,-122.07148486900,37.34625406800
1388,-122.08157251400,37.35812455200
1389,-122.07208019900,37.36845490800
1390,-122.07449246600,37.38507817500
1391,-122.06172136400,37.37939542200
1392,-122.05673472000,37.37967138200
1393,-122.05161943000,37.37754730600
1394,-122.04263587900,37.37488674900
1395,-122.03915253000,37.38748370500
1396,-122.03532102600,37.39635326000
1397,-122.05912555500,37.39137961000
1398,-122.06528720700,37.39490597200
1399,-122.05074591000,37.39980006100
1400,-122.06360773200,37.40288430000
1401,-122.09321753300,37.43732484000
1402,-122.05675970400,37.41643737200
1403,-122.02173573300,37.40939594400
1404,-121.97832350100,37.43242171300
1405,-121.94091136200,37.44428821200
1406,-121.91749648300,37.41203042300
1407,-121.90986378000,37.38349805700
1408,-121.92831030500,37.37994931000
1409,-121.92950173200,37.39103482100
1410,-121.92705581400,37.40234164700
1411,-121.93333662600,37.41411811500
1412,-121.94986844800,37.41104322800
1413,-121.95129999600,37.39614592200
1414,-121.94865707600,37.38674670400
1415,-121.97311046400,37.39457940900
1416,-121.95988232300,37.40453393100
1417,-121.98224162700,37.40891821500
1418,-121.99160991000,37.40593439600
1419,-121.99173237300,37.39405488600
1420,-122.00369901600,37.39579982400
1421,-122.00689001800,37.40102798500
1422,-122.02214290900,37.40148712300
1423,-122.00674470800,37.39101146200
1424,-122.02226007900,37.39246877600
1425,-122.02436822800,37.38496086000
1426,-122.02829213500,37.38183916800
1427,-122.00550585800,37.37976839700
1428,-121.99272897400,37.38115425200
1429,-121.98229095100,37.37879621800
1430,-121.96343000400,37.37885372600
1431,-121.96819446500,37.37111126700
1432,-121.94782164000,37.36331841800
1433,-121.95146513400,37.35685703100
1434,-121.92799643800,37.36336430500
1435,-121.91305174200,37.36218293300
1436,-121.96327600700,37.34792959500
1437,-121.96342885700,37.35718640800
1438,-121.97189175900,37.36024588200
1439,-121.97253680900,37.34756255300
1440,-121.98800825400,37.34153336700
1441,-121.98704806400,37.34840658800
1442,-121.98139445700,37.36021020900
1443,-121.98305873700,37.36820209000
1444,-121.99106674300,37.35852468600
1445,-122.00158046500,37.36014654300
1446,-122.00898342500,37.36999410500
1447,-122.01046017100,37.35880642400
1448,-122.01854395900,37.36182116400
1449,-122.02490863400,37.35696149800
1450,-122.02806109700,37.37211735200
1451,-122.04346504400,37.36501202600
1452,-122.04338437600,37.35585481500
1453,-122.05500680900,37.36333637500
1454,-122.05633296400,37.34591964000
1455,-122.04602014500,37.34431690800
1456,-122.03710171500,37.34456121600
1457,-122.02519067800,37.34442894500
1458,-122.01792760400,37.34434282100
1459,-122.00588542800,37.34495861600
1460,-122.00161881100,37.33012675200
1461,-121.98458185400,37.33462554900
1462,-121.98565271900,37.32707761300
1463,-121.97079860600,37.33305232500
1464,-121.96167178600,37.33888284500
1465,-121.95653904100,37.33198927400
1466,-121.94218120700,37.33373804000
1467,-121.94480052900,37.31448268000
1468,-121.94427505600,37.30167236500
1469,-121.95660311800,37.29760696600
1470,-121.95741820500,37.31084196300
1471,-121.96094359800,37.31926933900
1472,-121.97008790100,37.31198487400
1473,-121.97036456400,37.30457595000
1474,-121.96916371500,37.29795157800
1475,-121.98255054400,37.29361123300
1476,-121.99074193600,37.30010767600
1477,-121.98388812900,37.31201037000
1478,-121.98330663900,37.32030794200
1479,-122.00244663200,37.31638993300
1480,-122.00193038600,37.30139353200
1481,-122.01006532100,37.30421111300
1482,-122.01877318500,37.30287641600
1483,-122.02768778600,37.30370051600
1484,-122.02193933500,37.31683410900
1485,-122.02194180500,37.33024960100
1486,-122.03858174400,37.32897877600
1487,-122.05238346700,37.33155566100
1488,-122.07302179900,37.31857475300
1489,-122.05597956800,37.30108225300
1490,-122.04459865900,37.32022855900
1491,-122.03942893100,37.31335641000
1492,-122.03861978700,37.30301039100
1493,-122.02320360200,37.28797026500
1494,-122.02258091400,37.27549508600
1495,-122.04225228700,37.27014147800
1496,-122.02958066000,37.24334349800
1497,-122.00725896700,37.25995233600
1498,-121.99933015100,37.28144302600
1499,-121.98496109200,37.28208563900
1500,-121.97863636200,37.27055559200
1501,-121.96781267700,37.28236120000
1502,-121.96807900600,37.29058222500
1503,-121.95520778600,37.28413345200
1504,-121.94432078800,37.28366664500
1505,-121.96216609900,37.27322688700
1506,-121.96626115000,37.26517827300
1507,-121.98027227500,37.25750155100
1508,-121.96529955900,37.24942400300
1509,-121.97586970500,37.23238537600
1510,-121.98584310600,37.24345131700
1511,-121.99374373600,37.22749741400
1512,-121.92724562300,37.16366112300
1513,-121.96077073800,37.21618809000
1514,-121.93258255500,37.22838956200
1515,-121.91292720500,37.24335951800
1516,-121.93678722600,37.23976915300
1517,-121.93935957700,37.24732695200
1518,-121.95477822200,37.24437086200
1519,-121.94169446900,37.25773782700
1520,-121.92405389100,37.25623050300
1521,-121.93952543700,37.27088432100
1522,-121.92641802300,37.27140067000
1523,-121.91586923200,37.27344596200
1524,-121.90507976700,37.27834332400
1525,-121.89160483800,37.28353182000
1526,-121.89410939600,37.29280820800
1527,-121.89188924100,37.30471077400
1528,-121.90500833100,37.30380184300
1529,-121.91553545200,37.28978123400
1530,-121.92858268500,37.28672757600
1531,-121.91759837900,37.29820720500
1532,-121.91809646500,37.30503259500
1533,-121.92630105300,37.30756599700
1534,-121.93666851100,37.30464575300
1535,-121.93494390800,37.32136507800
1536,-121.91897751800,37.31979266200
1537,-121.90597131200,37.31959380300
1538,-121.90513784500,37.32910349100
1539,-121.91057158100,37.34485733600
1540,-121.91670417000,37.33285830200
1541,-121.93017041000,37.33192419400
1542,-121.92026847100,37.34058411100
1543,-121.92943386100,37.34574335500
1544,-121.94202033700,37.34078065200
1545,-121.94713069300,37.35185056700
1546,-121.90295919800,37.34914910600
1547,-121.89111317100,37.35752494100
1548,-121.88622950700,37.35184796300
1549,-121.88836138100,37.34203342500
1550,-121.87747850600,37.34573759100
1551,-121.86717527400,37.35047734200
1552,-121.85875493400,37.34230667200
1553,-121.86478210500,37.33784393100
1554,-121.87419122600,37.33967869900
1555,-121.87493164800,37.33000976400
1556,-121.87905531500,37.33322136300
1557,-121.88408248900,37.33580685400
1558,-121.89235674400,37.33374320700
1559,-121.89537661500,37.31743326000
1560,-121.88446201300,37.32359647200
1561,-121.87105572000,37.32271089200
1562,-121.88196125500,37.31555744300
1563,-121.86881083100,37.30847286300
1564,-121.87639056800,37.28451360200
1565,-121.85420061200,37.27793686900
1566,-121.85597276400,37.29079959000
1567,-121.84721461200,37.30014551100
1568,-121.83962623500,37.29064044500
1569,-121.83059812800,37.28659494000
1570,-121.82973501600,37.28100374400
1571,-121.81578628700,37.28093427100
1572,-121.82477325500,37.29038548200
1573,-121.81666863800,37.29675458000
1574,-121.83950241900,37.30310536000
1575,-121.83039143500,37.30431646900
1576,-121.83128294700,37.31250954100
1577,-121.84095554400,37.32333636000
1578,-121.84717053700,37.32279877700
1579,-121.85686526100,37.32593016900
1580,-121.84982833600,37.33354163100
1581,-121.83231750100,37.32455222900
1582,-121.82176888600,37.31339079100
1583,-121.81694382900,37.31816647000
1584,-121.82369353600,37.32923641800
1585,-121.83957215600,37.33389185500
1586,-121.83410593500,37.33622291800
1587,-121.83214718200,37.34056675200
1588,-121.82756575000,37.34389581900
1589,-121.83582631900,37.35667330100
1590,-121.83809485700,37.34607239400
1591,-121.84541379100,37.35134727300
1592,-121.85377716000,37.34606279800
1593,-121.86675645700,37.35876230700
1594,-121.85380154500,37.35782446700
1595,-121.84283281300,37.36465526000
1596,-121.85413472500,37.37164870500
1597,-121.86224113200,37.36446954800
1598,-121.86714020600,37.37388780800
1599,-121.87101150800,37.38747482600
1600,-121.87690466000,37.38400795000
1601,-121.88474052800,37.37774071100
1602,-121.88960761400,37.37009009400
1603,-121.89838191600,37.37380356700
1604,-121.90501140900,37.39424438200
1605,-121.88822922000,37.39446716700
1606,-121.90071656600,37.40921791100
1607,-121.90277030300,37.42213654900
1608,-121.89123339000,37.42571447400
1609,-121.89706173100,37.44067390500
1610,-121.90454318400,37.43575712200
1611,-121.91417233700,37.43730937200
1612,-121.91620084000,37.45046827400
1613,-121.90678971800,37.45886693800
1614,-121.89969134500,37.45142992600
1615,-121.87002661100,37.46140148300
1616,-121.87964897300,37.43998825400
1617,-121.87897513800,37.43230551500
1618,-121.84557449300,37.43330041100
1619,-121.86875651600,37.42650250000
1620,-121.87592988100,37.42086527700
1621,-121.88010884200,37.40907483600
1622,-121.86444770400,37.41630616100
1623,-121.85976410900,37.40924677500
1624,-121.87068040100,37.40333181500
1625,-121.86504758500,37.39396034400
1626,-121.85541057200,37.40208570700
1627,-121.85185998000,37.38964536400
1628,-121.82777413700,37.40710180300
1629,-121.82181607600,37.38531919900
1630,-121.83442808900,37.38424024500
1631,-121.84867076000,37.38369928900
1632,-121.84450608100,37.37727248600
1633,-121.83047239500,37.37284217500
1634,-121.82766789100,37.35915216000
1635,-121.82048794100,37.36960226800
1636,-121.81618790500,37.36359189100
1637,-121.80105108600,37.37930011900
1638,-121.81135396700,37.35406882500
1639,-121.81883627400,37.34943265800
1640,-121.81492537400,37.34379253100
1641,-121.80201954700,37.35036279100
1642,-121.77271264000,37.34780886200
1643,-121.79855369600,37.34153354400
1644,-121.80515070500,37.33071241600
1645,-121.79191696400,37.33383871000
1646,-121.78999100700,37.32767930800
1647,-121.77625287500,37.32993055600
1648,-121.76785119100,37.32274437300
1649,-121.78872415400,37.32099370800
1650,-121.80074842100,37.31829796700
1651,-121.80479763500,37.30614842500
1652,-121.79300163700,37.31009219300
1653,-121.75111758700,37.31369378100
1654,-121.74469460500,37.28203362600
1655,-121.77619468500,37.28901218100
1656,-121.77840906700,37.25836160400
1657,-121.77752384000,37.24288012200
1658,-121.76277969300,37.22517799500
1659,-121.76986877200,37.22899730200
1660,-121.78101719100,37.23060177000
1661,-121.79463192300,37.23787437200
1662,-121.81036418900,37.23172876100
1663,-121.82280808600,37.23333919700
1664,-121.81952176600,37.24045011800
1665,-121.81579680400,37.24812672500
1666,-121.81029201100,37.25581805000
1667,-121.82421844300,37.25552682000
1668,-121.82301738200,37.26350732000
1669,-121.80893972100,37.26355095500
1670,-121.81510084800,37.27289628400
1671,-121.83432914400,37.27321016400
1672,-121.84520499400,37.27134940000
1673,-121.83727230600,37.25688535500
1674,-121.83521318500,37.24075723800
1675,-121.84396097800,37.24201110100
1676,-121.85735584200,37.24613736500
1677,-121.85593360300,37.25374721800
1678,-121.85242586900,37.26189016900
1679,-121.86735820500,37.26123473300
1680,-121.86453973700,37.26963055400
1681,-121.88811961900,37.27741649100
1682,-121.88433692600,37.26785142200
1683,-121.89724617400,37.26354578000
1684,-121.90923506400,37.25898431800
1685,-121.90194460200,37.24723557400
1686,-121.88819307100,37.25669823200
1687,-121.88351866400,37.25032173200
1688,-121.89227316000,37.23988975900
1689,-121.89127300100,37.22793158700
1690,-121.87731744000,37.23177689800
1691,-121.87121060600,37.21484626300
1692,-121.85940534900,37.21323926300
1693,-121.85453967900,37.21933387400
1694,-121.83707194400,37.20795943500
1695,-121.85639560800,37.19951617500
1696,-121.80328632700,37.21193857000
1697,-121.70838152900,37.17907218700
1698,-121.62382072800,37.15225661500
1699,-121.60611961200,37.13209864100
1700,-121.64577334400,37.13255835600
1701,-121.63782451300,37.10104407300
1702,-121.65606668500,37.12585884800
1703,-121.68072891400,37.13071355300
1704,-121.74652939800,37.08515616000
1705,-121.58557205400,36.98366991400
1706,-121.52997256200,37.00969064100
1707,-121.56794161800,37.01053863000
1708,-121.57937417800,37.00401943300
1709,-121.58266716900,37.02258582600
1710,-121.59160022600,37.02347775600
1711,-121.61879567300,37.02766142500
1712,-121.60471566500,37.06086711200
1713,-121.57450585000,37.09422927500
1714,-121.51170681700,37.21095334700
1715,-121.64032911000,37.65226166400
1716,-121.74235438800,37.67323862000
1717,-121.75083839300,37.68467574400
1718,-121.73085151000,37.69499969100
1719,-121.74178610200,37.71136314900
1720,-121.75863252300,37.73196887800
1721,-121.76288072100,37.69415833700
1722,-121.78000224800,37.68634735500
1723,-121.76106015600,37.67166908500
1724,-121.77428711900,37.67230200400
1725,-121.78102582500,37.65402842500
1726,-121.79376544700,37.66572603400
1727,-121.78570163700,37.67014309100
1728,-121.81153602100,37.68933194300
1729,-121.84529842600,37.72447471900
1730,-121.89189049500,37.71786265200
1731,-121.91533832800,37.72424083100
1732,-121.91937863600,37.71305774700
1733,-121.93191806400,37.71735210000
1734,-121.95872020400,37.71187177000
1735,-121.92875122900,37.65836201100
1736,-121.91422087000,37.67007909200
1737,-121.91000314300,37.68691622200
1738,-121.90140358500,37.66923192900
1739,-121.88419160500,37.65583660800
1740,-121.88214296300,37.67026504100
1741,-121.88717400200,37.68111812500
1742,-121.87600094100,37.69266749800
1743,-121.85905655600,37.68169929800
1744,-121.86554247800,37.65968960700
1745,-121.84403880800,37.66754998300
1746,-121.84285496000,37.62949848900
1747,-121.89688090000,37.48857538100
1748,-121.91301918700,37.47076588300
1749,-121.92113616400,37.48505389200
1750,-121.92502093300,37.47324462800
1751,-121.97636935600,37.48945415000
1752,-121.94209675500,37.49900820800
1753,-121.92538827600,37.50878505200
1754,-121.90344904200,37.52855861800
1755,-121.92800638500,37.52680952700
1756,-121.94567788000,37.53645988600
1757,-121.95141028900,37.51840114500
1758,-121.96058474500,37.51859134300
1759,-121.97591993500,37.51894350700
1760,-121.97518536000,37.53257405200
1761,-121.96148354200,37.53278162900
1762,-121.96712376600,37.54101322900
1763,-121.97665914500,37.54502367700
1764,-121.98894482200,37.53825652400
1765,-121.99274330300,37.53087050500
1766,-122.00907867900,37.53864539600
1767,-122.01253331200,37.52601925400
1768,-122.04919471000,37.52992028500
1769,-122.05829688900,37.55770353400
1770,-122.04764436700,37.54409024000
1771,-122.03616249800,37.55261561200
1772,-122.03500726300,37.53591456100
1773,-122.02737168700,37.53312452300
1774,-122.01243944000,37.55394689300
1775,-122.00363659600,37.54612717500
1776,-121.99372846500,37.55846238400
1777,-121.98372795100,37.55052622100
1778,-121.97211889800,37.56122014500
1779,-121.94792229200,37.54618921200
1780,-121.94357857800,37.55704296200
1781,-121.96378621200,37.57742749300
1782,-121.99200148400,37.57660851800
1783,-121.99777491000,37.56673353100
1784,-122.01704792200,37.56843146900
1785,-122.02102963800,37.55901295700
1786,-122.02913601500,37.56333312400
1787,-122.03794157500,37.57108464400
1788,-122.05173112700,37.57225952900
1789,-122.05766687000,37.58485187300
1790,-122.06890073900,37.57286224400
1791,-122.06833852400,37.58589017900
1792,-122.07563290100,37.57744470300
1793,-122.07519887000,37.58832810100
1794,-122.08451223000,37.58617567000
1795,-122.08357572400,37.59737305200
1796,-122.07225890200,37.59990699200
1797,-122.04489659800,37.59960925100
1798,-122.04691518800,37.59016919400
1799,-122.03971767000,37.58295896400
1800,-122.03012038700,37.59154221500
1801,-122.01388687200,37.58622584300
1802,-122.02332097800,37.60018693900
1803,-121.99587760200,37.60567170000
1804,-122.02953251600,37.61777758300
1805,-122.03795924900,37.61755098200
1806,-122.05388578000,37.62171973500
1807,-122.07611919600,37.62701979600
1808,-122.09034430800,37.62880544200
1809,-122.08277988700,37.61928741100
1810,-122.12621663900,37.63313499500
1811,-122.11202824000,37.64383263500
1812,-122.10083146600,37.64571357500
1813,-122.09431071700,37.63709301000
1814,-122.08762419100,37.64215244400
1815,-122.07780364500,37.64425560600
1816,-122.08187416700,37.63534564700
