route_id,agency
BART PRE-TEST_Lake Merritt (Oakland)                      West Dublin/Pleasanton,BART
BART PRE-TEST_Lake Merritt (Oakland)                      West Oakland,BART
BART PRE-TEST_MacArthur (Oakland)                         Civic Center/UN Plaza (SF),BART
BART PRE-TEST_MacArthur (Oakland)                         Coliseum/Oakland Airport,BART
BART PRE-TEST_MacArthur (Oakland)                         El Cerrito Plaza,BART
BART PRE-TEST_MacArthur (Oakland)                         Embarcadero (SF),BART
BART PRE-TEST_MacArthur (Oakland)                         Fremont,BART
BART PRE-TEST_MacArthur (Oakland)                         Hayward,BART
BART PRE-TEST_MacArthur (Oakland)                         Lake Merritt (Oakland),BART
BART PRE-TEST_MacArthur (Oakland)                         Montgomery St. (SF),BART
BART PRE-TEST_MacArthur (Oakland)                         Powell St. (SF),BART
BART PRE-TEST_MacArthur (Oakland)                         San Francisco International Airport,BART
BART PRE-TEST_MacArthur (Oakland)                         San Leandro,BART
BART PRE-TEST_MacArthur (Oakland)                         Union City,BART
BART PRE-TEST_MacArthur (Oakland)                         Walnut Creek,BART
BART PRE-TEST_Millbrae                                    Civic Center/UN Plaza (SF),BART
BART PRE-TEST_Millbrae                                    Colma,BART
BART PRE-TEST_Millbrae                                    Concord,BART
BART PRE-TEST_Millbrae                                    Downtown Berkeley,BART
BART PRE-TEST_Millbrae                                    Montgomery St. (SF),BART
BART PRE-TEST_Millbrae                                    Pittsburg/Bay Point,BART
BART PRE-TEST_Millbrae                                    Pleasant Hill/Contra Costa Centre,BART
BART PRE-TEST_Millbrae                                    Powell St. (SF),BART
BART PRE-TEST_Millbrae                                    San Francisco International Airport,BART
BART PRE-TEST_Millbrae                                    Walnut Creek,BART
BART PRE-TEST_Montgomery St. (SF)                         12th St. Oakland City Center,BART
BART PRE-TEST_Montgomery St. (SF)                         16th St. Mission (SF),BART
BART PRE-TEST_Montgomery St. (SF)                         Colma,BART
BART PRE-TEST_Montgomery St. (SF)                         Concord,BART
BART PRE-TEST_Montgomery St. (SF)                         Daly City,BART
BART PRE-TEST_Montgomery St. (SF)                         Downtown Berkeley,BART
BART PRE-TEST_Montgomery St. (SF)                         Dublin/Pleasanton,BART
BART PRE-TEST_Montgomery St. (SF)                         El Cerrito del Norte,BART
BART PRE-TEST_Montgomery St. (SF)                         Fruitvale (Oakland),BART
BART PRE-TEST_Montgomery St. (SF)                         Millbrae,BART
BART PRE-TEST_Montgomery St. (SF)                         North Berkeley,BART
BART PRE-TEST_Montgomery St. (SF)                         Orinda,BART
BART PRE-TEST_Montgomery St. (SF)                         Pittsburg/Bay Point,BART
BART PRE-TEST_Montgomery St. (SF)                         Richmond,BART
BART PRE-TEST_Montgomery St. (SF)                         San Bruno,BART
BART PRE-TEST_Montgomery St. (SF)                         San Leandro,BART
BART PRE-TEST_Montgomery St. (SF)                         South San Francisco,BART
BART PRE-TEST_Montgomery St. (SF)                         Walnut Creek,BART
BART PRE-TEST_North Berkeley                              24th St. Mission (SF),BART
BART PRE-TEST_North Berkeley                              Balboa Park (SF),BART
BART PRE-TEST_North Berkeley                              Civic Center/UN Plaza (SF),BART
BART PRE-TEST_North Berkeley                              El Cerrito Plaza,BART
BART PRE-TEST_North Berkeley                              Embarcadero (SF),BART
BART PRE-TEST_North Berkeley                              Fremont,BART
BART PRE-TEST_North Berkeley                              Fruitvale (Oakland),BART
BART PRE-TEST_North Berkeley                              Lake Merritt (Oakland),BART
BART PRE-TEST_North Berkeley                              Montgomery St. (SF),BART
BART PRE-TEST_North Berkeley                              Powell St. (SF),BART
BART PRE-TEST_North Berkeley                              Richmond,BART
BART PRE-TEST_North Berkeley                              San Bruno,BART
BART PRE-TEST_North Concord/Martinez                      12th St. Oakland City Center,BART
BART PRE-TEST_North Concord/Martinez                      16th St. Mission (SF),BART
BART PRE-TEST_North Concord/Martinez                      24th St. Mission (SF),BART
BART PRE-TEST_North Concord/Martinez                      Civic Center/UN Plaza (SF),BART
BART PRE-TEST_North Concord/Martinez                      Embarcadero (SF),BART
BART PRE-TEST_North Concord/Martinez                      Fremont,BART
BART PRE-TEST_North Concord/Martinez                      Lake Merritt (Oakland),BART
BART PRE-TEST_North Concord/Martinez                      MacArthur (Oakland),BART
BART PRE-TEST_North Concord/Martinez                      North Berkeley,BART
BART PRE-TEST_North Concord/Martinez                      Pleasant Hill/Contra Costa Centre,BART
BART PRE-TEST_North Concord/Martinez                      Powell St. (SF),BART
BART PRE-TEST_North Concord/Martinez                      Richmond,BART
BART PRE-TEST_North Concord/Martinez                      Rockridge (Oakland),BART
BART PRE-TEST_North Concord/Martinez                      Walnut Creek,BART
BART PRE-TEST_Orinda                                      19th St. Oakland,BART
BART PRE-TEST_Orinda                                      Civic Center/UN Plaza (SF),BART
BART PRE-TEST_Orinda                                      Downtown Berkeley,BART
BART PRE-TEST_Orinda                                      Embarcadero (SF),BART
BART PRE-TEST_Orinda                                      Fruitvale (Oakland),BART
BART PRE-TEST_Orinda                                      Montgomery St. (SF),BART
BART PRE-TEST_Orinda                                      Pittsburg/Bay Point,BART
BART PRE-TEST_Orinda                                      Rockridge (Oakland),BART
BART PRE-TEST_Pittsburg/Bay Point                         12th St. Oakland City Center,BART
BART PRE-TEST_Pittsburg/Bay Point                         19th St. Oakland,BART
BART PRE-TEST_Pittsburg/Bay Point                         24th St. Mission (SF),BART
BART PRE-TEST_Pittsburg/Bay Point                         Bay Fair (San Leandro),BART
BART PRE-TEST_Pittsburg/Bay Point                         Civic Center/UN Plaza (SF),BART
BART PRE-TEST_Pittsburg/Bay Point                         Coliseum/Oakland Airport,BART
BART PRE-TEST_Pittsburg/Bay Point                         Colma,BART
BART PRE-TEST_Pittsburg/Bay Point                         Concord,BART
BART PRE-TEST_Pittsburg/Bay Point                         El Cerrito del Norte,BART
BART PRE-TEST_Pittsburg/Bay Point                         Embarcadero (SF),BART
BART PRE-TEST_Pittsburg/Bay Point                         Fremont,BART
BART PRE-TEST_Pittsburg/Bay Point                         Fruitvale (Oakland),BART
BART PRE-TEST_Pittsburg/Bay Point                         Hayward,BART
BART PRE-TEST_Pittsburg/Bay Point                         Lafayette,BART
BART PRE-TEST_Pittsburg/Bay Point                         Lake Merritt (Oakland),BART
BART PRE-TEST_Pittsburg/Bay Point                         MacArthur (Oakland),BART
BART PRE-TEST_Pittsburg/Bay Point                         Montgomery St. (SF),BART
BART PRE-TEST_Pittsburg/Bay Point                         North Concord/Martinez,BART
BART PRE-TEST_Pittsburg/Bay Point                         Orinda,BART
BART PRE-TEST_Pittsburg/Bay Point                         Pleasant Hill/Contra Costa Centre,BART
BART PRE-TEST_Pittsburg/Bay Point                         Powell St. (SF),BART
BART PRE-TEST_Pittsburg/Bay Point                         Rockridge (Oakland),BART
BART PRE-TEST_Pittsburg/Bay Point                         San Francisco International Airport,BART
BART PRE-TEST_Pittsburg/Bay Point                         Union City,BART
BART PRE-TEST_Pittsburg/Bay Point                         Walnut Creek,BART
BART PRE-TEST_Pittsburg/Bay Point                         West Dublin/Pleasanton,BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           16th St. Mission (SF),BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Coliseum/Oakland Airport,BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Colma,BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Concord,BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Embarcadero (SF),BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Glen Park (SF),BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Lake Merritt (Oakland),BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Millbrae,BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Pittsburg/Bay Point,BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Powell St. (SF),BART
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           San Francisco International Airport,BART
BART PRE-TEST_Powell St. (SF)                             12th St. Oakland City Center,BART
BART PRE-TEST_Powell St. (SF)                             16th St. Mission (SF),BART
BART PRE-TEST_Powell St. (SF)                             19th St. Oakland,BART
BART PRE-TEST_Powell St. (SF)                             24th St. Mission (SF),BART
BART PRE-TEST_Powell St. (SF)                             Civic Center/UN Plaza (SF),BART
BART PRE-TEST_Powell St. (SF)                             Coliseum/Oakland Airport,BART
BART PRE-TEST_Powell St. (SF)                             Colma,BART
BART PRE-TEST_Powell St. (SF)                             Concord,BART
BART PRE-TEST_Powell St. (SF)                             Daly City,BART
BART PRE-TEST_Powell St. (SF)                             Downtown Berkeley,BART
BART PRE-TEST_Powell St. (SF)                             El Cerrito del Norte,BART
BART PRE-TEST_Powell St. (SF)                             Fremont,BART
BART PRE-TEST_Powell St. (SF)                             Millbrae,BART
BART PRE-TEST_Powell St. (SF)                             Pittsburg/Bay Point,BART
BART PRE-TEST_Powell St. (SF)                             Pleasant Hill/Contra Costa Centre,BART
BART PRE-TEST_Powell St. (SF)                             Richmond,BART
BART PRE-TEST_Powell St. (SF)                             San Bruno,BART
BART PRE-TEST_Powell St. (SF)                             San Francisco International Airport,BART
BART PRE-TEST_Powell St. (SF)                             South San Francisco,BART
BART PRE-TEST_Powell St. (SF)                             West Dublin/Pleasanton,BART
BART PRE-TEST_Richmond                                    12th St. Oakland City Center,BART
BART PRE-TEST_Richmond                                    19th St. Oakland,BART
BART PRE-TEST_Richmond                                    24th St. Mission (SF),BART
BART PRE-TEST_Richmond                                    Coliseum/Oakland Airport,BART
BART PRE-TEST_Richmond                                    Colma,BART
BART PRE-TEST_Richmond                                    Downtown Berkeley,BART
BART PRE-TEST_Richmond                                    Dublin/Pleasanton,BART
BART PRE-TEST_Richmond                                    Embarcadero (SF),BART
BART PRE-TEST_Richmond                                    Fremont,BART
BART PRE-TEST_Richmond                                    Fruitvale (Oakland),BART
BART PRE-TEST_Richmond                                    Hayward,BART
BART PRE-TEST_Richmond                                    Lake Merritt (Oakland),BART
BART PRE-TEST_Richmond                                    Montgomery St. (SF),BART
BART PRE-TEST_Richmond                                    North Concord/Martinez,BART
BART PRE-TEST_Richmond                                    Powell St. (SF),BART
BART PRE-TEST_Richmond                                    San Leandro,BART
BART PRE-TEST_Richmond                                    South Hayward,BART
BART PRE-TEST_Richmond                                    South San Francisco,BART
BART PRE-TEST_Rockridge (Oakland)                         12th St. Oakland City Center,BART
BART PRE-TEST_Rockridge (Oakland)                         16th St. Mission (SF),BART
BART PRE-TEST_Rockridge (Oakland)                         24th St. Mission (SF),BART
BART PRE-TEST_Rockridge (Oakland)                         Embarcadero (SF),BART
BART PRE-TEST_Rockridge (Oakland)                         Lafayette,BART
BART PRE-TEST_Rockridge (Oakland)                         Lake Merritt (Oakland),BART
BART PRE-TEST_Rockridge (Oakland)                         Montgomery St. (SF),BART
BART PRE-TEST_Rockridge (Oakland)                         North Concord/Martinez,BART
BART PRE-TEST_Rockridge (Oakland)                         Pittsburg/Bay Point,BART
BART PRE-TEST_Rockridge (Oakland)                         Powell St. (SF),BART
BART PRE-TEST_Rockridge (Oakland)                         San Francisco International Airport,BART
BART PRE-TEST_Rockridge (Oakland)                         San Leandro,BART
BART PRE-TEST_Rockridge (Oakland)                         Walnut Creek,BART
BART PRE-TEST_San Bruno                                   16th St. Mission (SF),BART
BART PRE-TEST_San Bruno                                   Civic Center/UN Plaza (SF),BART
BART PRE-TEST_San Bruno                                   Colma,BART
BART PRE-TEST_San Bruno                                   Downtown Berkeley,BART
BART PRE-TEST_San Bruno                                   El Cerrito del Norte,BART
BART PRE-TEST_San Bruno                                   Embarcadero (SF),BART
BART PRE-TEST_San Bruno                                   Montgomery St. (SF),BART
BART PRE-TEST_San Bruno                                   North Berkeley,BART
BART PRE-TEST_San Bruno                                   Pittsburg/Bay Point,BART
BART PRE-TEST_San Bruno                                   West Oakland,BART
BART PRE-TEST_San Francisco International Airport         12th St. Oakland City Center,BART
BART PRE-TEST_San Francisco International Airport         16th St. Mission (SF),BART
BART PRE-TEST_San Francisco International Airport         19th St. Oakland,BART
BART PRE-TEST_San Francisco International Airport         Ashby (Berkeley),BART
BART PRE-TEST_San Francisco International Airport         Balboa Park (SF),BART
BART PRE-TEST_San Francisco International Airport         Civic Center/UN Plaza (SF),BART
BART PRE-TEST_San Francisco International Airport         Concord,BART
BART PRE-TEST_San Francisco International Airport         Daly City,BART
BART PRE-TEST_San Francisco International Airport         Dublin/Pleasanton,BART
BART PRE-TEST_San Francisco International Airport         El Cerrito del Norte,BART
BART PRE-TEST_San Francisco International Airport         Embarcadero (SF),BART
BART PRE-TEST_San Francisco International Airport         Fremont,BART
BART PRE-TEST_San Francisco International Airport         Millbrae,BART
BART PRE-TEST_San Francisco International Airport         Montgomery St. (SF),BART
BART PRE-TEST_San Francisco International Airport         Pittsburg/Bay Point,BART
BART PRE-TEST_San Francisco International Airport         Powell St. (SF),BART
BART PRE-TEST_San Francisco International Airport         Rockridge (Oakland),BART
BART PRE-TEST_San Francisco International Airport         South San Francisco,BART
BART PRE-TEST_San Francisco International Airport         West Dublin/Pleasanton,BART
BART PRE-TEST_San Leandro                                 12th St. Oakland City Center,BART
BART PRE-TEST_San Leandro                                 19th St. Oakland,BART
BART PRE-TEST_San Leandro                                 Ashby (Berkeley),BART
BART PRE-TEST_San Leandro                                 Concord,BART
BART PRE-TEST_San Leandro                                 Daly City,BART
BART PRE-TEST_San Leandro                                 El Cerrito del Norte,BART
BART PRE-TEST_San Leandro                                 Fremont,BART
BART PRE-TEST_San Leandro                                 Lake Merritt (Oakland),BART
BART PRE-TEST_San Leandro                                 MacArthur (Oakland),BART
BART PRE-TEST_San Leandro                                 Montgomery St. (SF),BART
BART PRE-TEST_San Leandro                                 North Berkeley,BART
BART PRE-TEST_San Leandro                                 Pittsburg/Bay Point,BART
BART PRE-TEST_San Leandro                                 Powell St. (SF),BART
BART PRE-TEST_San Leandro                                 Rockridge (Oakland),BART
BART PRE-TEST_San Leandro                                 South Hayward,BART
BART PRE-TEST_San Leandro                                 Union City,BART
BART PRE-TEST_San Leandro                                 West Dublin/Pleasanton,BART
BART PRE-TEST_South Hayward                               12th St. Oakland City Center,BART
BART PRE-TEST_South Hayward                               Ashby (Berkeley),BART
BART PRE-TEST_South Hayward                               Bay Fair (San Leandro),BART
BART PRE-TEST_South Hayward                               Coliseum/Oakland Airport,BART
BART PRE-TEST_South Hayward                               Daly City,BART
BART PRE-TEST_South Hayward                               Embarcadero (SF),BART
BART PRE-TEST_South Hayward                               Fremont,BART
BART PRE-TEST_South Hayward                               Fruitvale (Oakland),BART
BART PRE-TEST_South Hayward                               Glen Park (SF),BART
BART PRE-TEST_South Hayward                               Hayward,BART
BART PRE-TEST_South Hayward                               MacArthur (Oakland),BART
BART PRE-TEST_South Hayward                               North Concord/Martinez,BART
BART PRE-TEST_South Hayward                               Pittsburg/Bay Point,BART
BART PRE-TEST_South Hayward                               Powell St. (SF),BART
BART PRE-TEST_South Hayward                               San Francisco International Airport,BART
BART PRE-TEST_South Hayward                               San Leandro,BART
BART PRE-TEST_South Hayward                               West Dublin/Pleasanton,BART
BART PRE-TEST_South San Francisco                         Daly City,BART
BART PRE-TEST_South San Francisco                         Embarcadero (SF),BART
BART PRE-TEST_South San Francisco                         Glen Park (SF),BART
BART PRE-TEST_South San Francisco                         Millbrae,BART
BART PRE-TEST_South San Francisco                         Montgomery St. (SF),BART
BART PRE-TEST_South San Francisco                         Powell St. (SF),BART
BART PRE-TEST_South San Francisco                         San Bruno,BART
BART PRE-TEST_South San Francisco                         San Francisco International Airport,BART
BART PRE-TEST_Union City                                  12th St. Oakland City Center,BART
BART PRE-TEST_Union City                                  19th St. Oakland,BART
BART PRE-TEST_Union City                                  Downtown Berkeley,BART
BART PRE-TEST_Union City                                  Dublin/Pleasanton,BART
BART PRE-TEST_Union City                                  El Cerrito del Norte,BART
BART PRE-TEST_Union City                                  Embarcadero (SF),BART
BART PRE-TEST_Union City                                  Fremont,BART
BART PRE-TEST_Union City                                  Montgomery St. (SF),BART
BART PRE-TEST_Union City                                  Pittsburg/Bay Point,BART
BART PRE-TEST_Union City                                  San Leandro,BART
BART PRE-TEST_Union City                                  South San Francisco,BART
BART PRE-TEST_Union City                                  Walnut Creek,BART
BART PRE-TEST_Walnut Creek                                19th St. Oakland,BART
BART PRE-TEST_Walnut Creek                                Ashby (Berkeley),BART
BART PRE-TEST_Walnut Creek                                Concord,BART
BART PRE-TEST_Walnut Creek                                El Cerrito del Norte,BART
BART PRE-TEST_Walnut Creek                                Embarcadero (SF),BART
BART PRE-TEST_Walnut Creek                                Fremont,BART
BART PRE-TEST_Walnut Creek                                Lafayette,BART
BART PRE-TEST_Walnut Creek                                MacArthur (Oakland),BART
BART PRE-TEST_Walnut Creek                                Millbrae,BART
BART PRE-TEST_Walnut Creek                                Pittsburg/Bay Point,BART
BART PRE-TEST_Walnut Creek                                Powell St. (SF),BART
BART PRE-TEST_Walnut Creek                                Rockridge (Oakland),BART
BART PRE-TEST_Walnut Creek                                San Francisco International Airport,BART
BART PRE-TEST_West Dublin/Pleasanton                      12th St. Oakland City Center,BART
BART PRE-TEST_West Dublin/Pleasanton                      24th St. Mission (SF),BART
BART PRE-TEST_West Dublin/Pleasanton                      Ashby (Berkeley),BART
BART PRE-TEST_West Dublin/Pleasanton                      Castro Valley,BART
BART PRE-TEST_West Dublin/Pleasanton                      Civic Center/UN Plaza (SF),BART
BART PRE-TEST_West Dublin/Pleasanton                      Coliseum/Oakland Airport,BART
BART PRE-TEST_West Dublin/Pleasanton                      Concord,BART
BART PRE-TEST_West Dublin/Pleasanton                      Downtown Berkeley,BART
BART PRE-TEST_West Dublin/Pleasanton                      El Cerrito del Norte,BART
BART PRE-TEST_West Dublin/Pleasanton                      Embarcadero (SF),BART
BART PRE-TEST_West Dublin/Pleasanton                      Powell St. (SF),BART
BART PRE-TEST_West Oakland                                Civic Center/UN Plaza (SF),BART
BART PRE-TEST_West Oakland                                Coliseum/Oakland Airport,BART
BART PRE-TEST_West Oakland                                Daly City,BART
BART PRE-TEST_West Oakland                                Downtown Berkeley,BART
BART PRE-TEST_West Oakland                                El Cerrito Plaza,BART
BART PRE-TEST_West Oakland                                Embarcadero (SF),BART
BART PRE-TEST_West Oakland                                Fremont,BART
BART PRE-TEST_West Oakland                                Fruitvale (Oakland),BART
BART PRE-TEST_West Oakland                                Hayward,BART
BART PRE-TEST_West Oakland                                Powell St. (SF),BART
BART PRE-TEST_West Oakland                                Rockridge (Oakland),BART
BART_1 10,BART
BART_1 11,BART
BART_1 12,BART
BART_1 13,BART
BART_1 14,BART
BART_1 15,BART
BART_1 16,BART
BART_1 17,BART
BART_1 18,BART
BART_1 19,BART
BART_1 2,BART
BART_1 20,BART
BART_1 21,BART
BART_1 22,BART
BART_1 23,BART
BART_1 25,BART
BART_1 26,BART
BART_1 27,BART
BART_1 28,BART
BART_1 29,BART
BART_1 3,BART
BART_1 30,BART
BART_1 31,BART
BART_1 32,BART
BART_1 33,BART
BART_1 34,BART
BART_1 35,BART
BART_1 36,BART
BART_1 37,BART
BART_1 38,BART
BART_1 39,BART
BART_1 4,BART
BART_1 40,BART
BART_1 41,BART
BART_1 42,BART
BART_1 43,BART
BART_1 44,BART
BART_1 45,BART
BART_1 5,BART
BART_1 6,BART
BART_1 7,BART
BART_1 8,BART
BART_1 9,BART
BART_10 1,BART
BART_10 11,BART
BART_10 12,BART
BART_10 13,BART
BART_10 14,BART
BART_10 15,BART
BART_10 16,BART
BART_10 17,BART
BART_10 18,BART
BART_10 19,BART
BART_10 2,BART
BART_10 20,BART
BART_10 21,BART
BART_10 22,BART
BART_10 23,BART
BART_10 24,BART
BART_10 25,BART
BART_10 26,BART
BART_10 27,BART
BART_10 28,BART
BART_10 29,BART
BART_10 3,BART
BART_10 30,BART
BART_10 31,BART
BART_10 32,BART
BART_10 33,BART
BART_10 34,BART
BART_10 35,BART
BART_10 36,BART
BART_10 37,BART
BART_10 38,BART
BART_10 39,BART
BART_10 4,BART
BART_10 40,BART
BART_10 41,BART
BART_10 42,BART
BART_10 43,BART
BART_10 44,BART
BART_10 45,BART
BART_10 5,BART
BART_10 6,BART
BART_10 7,BART
BART_10 8,BART
BART_10 9,BART
BART_11 1,BART
BART_11 10,BART
BART_11 12,BART
BART_11 13,BART
BART_11 14,BART
BART_11 15,BART
BART_11 16,BART
BART_11 17,BART
BART_11 18,BART
BART_11 19,BART
BART_11 2,BART
BART_11 20,BART
BART_11 21,BART
BART_11 22,BART
BART_11 23,BART
BART_11 24,BART
BART_11 25,BART
BART_11 26,BART
BART_11 27,BART
BART_11 28,BART
BART_11 29,BART
BART_11 3,BART
BART_11 30,BART
BART_11 31,BART
BART_11 32,BART
BART_11 33,BART
BART_11 34,BART
BART_11 35,BART
BART_11 36,BART
BART_11 37,BART
BART_11 38,BART
BART_11 39,BART
BART_11 4,BART
BART_11 40,BART
BART_11 42,BART
BART_11 43,BART
BART_11 44,BART
BART_11 45,BART
BART_11 5,BART
BART_11 6,BART
BART_11 7,BART
BART_11 8,BART
BART_11 9,BART
BART_12 1,BART
BART_12 10,BART
BART_12 11,BART
BART_12 13,BART
BART_12 14,BART
BART_12 15,BART
BART_12 16,BART
BART_12 17,BART
BART_12 18,BART
BART_12 19,BART
BART_12 2,BART
BART_12 20,BART
BART_12 21,BART
BART_12 22,BART
BART_12 23,BART
BART_12 24,BART
BART_12 25,BART
BART_12 26,BART
BART_12 27,BART
BART_12 28,BART
BART_12 29,BART
BART_12 3,BART
BART_12 30,BART
BART_12 31,BART
BART_12 32,BART
BART_12 33,BART
BART_12 34,BART
BART_12 35,BART
BART_12 36,BART
BART_12 37,BART
BART_12 38,BART
BART_12 39,BART
BART_12 4,BART
BART_12 40,BART
BART_12 42,BART
BART_12 43,BART
BART_12 44,BART
BART_12 45,BART
BART_12 5,BART
BART_12 6,BART
BART_12 7,BART
BART_12 8,BART
BART_12 9,BART
BART_13 1,BART
BART_13 10,BART
BART_13 11,BART
BART_13 12,BART
BART_13 14,BART
BART_13 15,BART
BART_13 16,BART
BART_13 17,BART
BART_13 18,BART
BART_13 19,BART
BART_13 2,BART
BART_13 20,BART
BART_13 21,BART
BART_13 22,BART
BART_13 23,BART
BART_13 24,BART
BART_13 25,BART
BART_13 26,BART
BART_13 27,BART
BART_13 28,BART
BART_13 29,BART
BART_13 3,BART
BART_13 30,BART
BART_13 31,BART
BART_13 32,BART
BART_13 33,BART
BART_13 34,BART
BART_13 35,BART
BART_13 36,BART
BART_13 37,BART
BART_13 38,BART
BART_13 39,BART
BART_13 4,BART
BART_13 40,BART
BART_13 41,BART
BART_13 42,BART
BART_13 43,BART
BART_13 44,BART
BART_13 45,BART
BART_13 5,BART
BART_13 6,BART
BART_13 7,BART
BART_13 8,BART
BART_13 9,BART
BART_14 1,BART
BART_14 10,BART
BART_14 11,BART
BART_14 12,BART
BART_14 13,BART
BART_14 15,BART
BART_14 16,BART
BART_14 17,BART
BART_14 18,BART
BART_14 19,BART
BART_14 2,BART
BART_14 20,BART
BART_14 21,BART
BART_14 22,BART
BART_14 23,BART
BART_14 24,BART
BART_14 25,BART
BART_14 26,BART
BART_14 27,BART
BART_14 28,BART
BART_14 29,BART
BART_14 3,BART
BART_14 30,BART
BART_14 31,BART
BART_14 32,BART
BART_14 33,BART
BART_14 34,BART
BART_14 35,BART
BART_14 37,BART
BART_14 38,BART
BART_14 39,BART
BART_14 4,BART
BART_14 40,BART
BART_14 41,BART
BART_14 42,BART
BART_14 43,BART
BART_14 44,BART
BART_14 45,BART
BART_14 5,BART
BART_14 6,BART
BART_14 7,BART
BART_14 8,BART
BART_14 9,BART
BART_15 1,BART
BART_15 10,BART
BART_15 11,BART
BART_15 12,BART
BART_15 13,BART
BART_15 14,BART
BART_15 16,BART
BART_15 17,BART
BART_15 18,BART
BART_15 19,BART
BART_15 2,BART
BART_15 20,BART
BART_15 21,BART
BART_15 22,BART
BART_15 24,BART
BART_15 25,BART
BART_15 26,BART
BART_15 27,BART
BART_15 28,BART
BART_15 29,BART
BART_15 30,BART
BART_15 31,BART
BART_15 32,BART
BART_15 33,BART
BART_15 34,BART
BART_15 35,BART
BART_15 37,BART
BART_15 38,BART
BART_15 39,BART
BART_15 4,BART
BART_15 40,BART
BART_15 41,BART
BART_15 42,BART
BART_15 43,BART
BART_15 44,BART
BART_15 45,BART
BART_15 5,BART
BART_15 6,BART
BART_15 7,BART
BART_15 8,BART
BART_15 9,BART
BART_16 1,BART
BART_16 10,BART
BART_16 11,BART
BART_16 12,BART
BART_16 13,BART
BART_16 14,BART
BART_16 15,BART
BART_16 17,BART
BART_16 18,BART
BART_16 19,BART
BART_16 2,BART
BART_16 20,BART
BART_16 21,BART
BART_16 22,BART
BART_16 23,BART
BART_16 24,BART
BART_16 25,BART
BART_16 26,BART
BART_16 27,BART
BART_16 28,BART
BART_16 29,BART
BART_16 3,BART
BART_16 30,BART
BART_16 31,BART
BART_16 32,BART
BART_16 33,BART
BART_16 34,BART
BART_16 35,BART
BART_16 36,BART
BART_16 37,BART
BART_16 38,BART
BART_16 39,BART
BART_16 4,BART
BART_16 40,BART
BART_16 41,BART
BART_16 42,BART
BART_16 43,BART
BART_16 44,BART
BART_16 45,BART
BART_16 5,BART
BART_16 6,BART
BART_16 7,BART
BART_16 8,BART
BART_16 9,BART
BART_17 1,BART
BART_17 10,BART
BART_17 11,BART
BART_17 12,BART
BART_17 13,BART
BART_17 14,BART
BART_17 15,BART
BART_17 16,BART
BART_17 18,BART
BART_17 19,BART
BART_17 2,BART
BART_17 20,BART
BART_17 21,BART
BART_17 22,BART
BART_17 23,BART
BART_17 25,BART
BART_17 26,BART
BART_17 27,BART
BART_17 28,BART
BART_17 29,BART
BART_17 3,BART
BART_17 30,BART
BART_17 31,BART
BART_17 32,BART
BART_17 33,BART
BART_17 34,BART
BART_17 35,BART
BART_17 36,BART
BART_17 37,BART
BART_17 38,BART
BART_17 4,BART
BART_17 40,BART
BART_17 42,BART
BART_17 43,BART
BART_17 44,BART
BART_17 45,BART
BART_17 5,BART
BART_17 6,BART
BART_17 7,BART
BART_17 8,BART
BART_17 9,BART
BART_18 1,BART
BART_18 10,BART
BART_18 11,BART
BART_18 12,BART
BART_18 13,BART
BART_18 14,BART
BART_18 15,BART
BART_18 16,BART
BART_18 17,BART
BART_18 19,BART
BART_18 2,BART
BART_18 20,BART
BART_18 21,BART
BART_18 22,BART
BART_18 23,BART
BART_18 25,BART
BART_18 26,BART
BART_18 27,BART
BART_18 28,BART
BART_18 29,BART
BART_18 3,BART
BART_18 30,BART
BART_18 31,BART
BART_18 32,BART
BART_18 33,BART
BART_18 34,BART
BART_18 35,BART
BART_18 37,BART
BART_18 38,BART
BART_18 39,BART
BART_18 4,BART
BART_18 40,BART
BART_18 41,BART
BART_18 43,BART
BART_18 44,BART
BART_18 45,BART
BART_18 5,BART
BART_18 6,BART
BART_18 7,BART
BART_18 8,BART
BART_18 9,BART
BART_19 1,BART
BART_19 10,BART
BART_19 11,BART
BART_19 12,BART
BART_19 13,BART
BART_19 14,BART
BART_19 15,BART
BART_19 16,BART
BART_19 17,BART
BART_19 18,BART
BART_19 2,BART
BART_19 20,BART
BART_19 21,BART
BART_19 22,BART
BART_19 23,BART
BART_19 24,BART
BART_19 25,BART
BART_19 26,BART
BART_19 27,BART
BART_19 28,BART
BART_19 29,BART
BART_19 3,BART
BART_19 30,BART
BART_19 31,BART
BART_19 32,BART
BART_19 33,BART
BART_19 34,BART
BART_19 35,BART
BART_19 36,BART
BART_19 37,BART
BART_19 38,BART
BART_19 4,BART
BART_19 40,BART
BART_19 41,BART
BART_19 42,BART
BART_19 43,BART
BART_19 44,BART
BART_19 45,BART
BART_19 5,BART
BART_19 6,BART
