OBS_route_id,OBS_agency,GTFS1.8_route_id,GTFS1.8_agency,
BART PRE-TEST_Union City                                  Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Union City                                  Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Union City                                  San Leandro,BART,,bart,
BART PRE-TEST_Union City                                  South San Francisco,BART,,bart,
BART PRE-TEST_Union City                                  Walnut Creek,BART,,bart,
BART PRE-TEST_Walnut Creek                                19th St. Oakland,BART,,bart,
BART PRE-TEST_Walnut Creek                                Ashby (Berkeley),BART,,bart,
BART PRE-TEST_Walnut Creek                                Concord,BART,,bart,
BART PRE-TEST_Walnut Creek                                El Cerrito del Norte,BART,,bart,
BART PRE-TEST_Walnut Creek                                Embarcadero (SF),BART,,bart,
BART PRE-TEST_Walnut Creek                                Fremont,BART,,bart,
BART PRE-TEST_Walnut Creek                                Lafayette,BART,,bart,
BART PRE-TEST_Walnut Creek                                MacArthur (Oakland),BART,,bart,
BART PRE-TEST_Walnut Creek                                Millbrae,BART,,bart,
BART PRE-TEST_Walnut Creek                                Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Walnut Creek                                Powell St. (SF),BART,,bart,
BART PRE-TEST_Walnut Creek                                Rockridge (Oakland),BART,,bart,
BART PRE-TEST_Walnut Creek                                San Francisco International Airport,BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      24th St. Mission (SF),BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      Ashby (Berkeley),BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      Castro Valley,BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      Concord,BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      Downtown Berkeley,BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      El Cerrito del Norte,BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      Embarcadero (SF),BART,,bart,
BART PRE-TEST_West Dublin/Pleasanton                      Powell St. (SF),BART,,bart,
BART PRE-TEST_West Oakland                                Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_West Oakland                                Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_West Oakland                                Daly City,BART,,bart,
BART PRE-TEST_West Oakland                                Downtown Berkeley,BART,,bart,
BART PRE-TEST_West Oakland                                El Cerrito Plaza,BART,,bart,
BART PRE-TEST_West Oakland                                Embarcadero (SF),BART,,bart,
BART PRE-TEST_West Oakland                                Fremont,BART,,bart,
BART PRE-TEST_West Oakland                                Fruitvale (Oakland),BART,,bart,
BART PRE-TEST_West Oakland                                Hayward,BART,,bart,
BART PRE-TEST_West Oakland                                Powell St. (SF),BART,,bart,
BART PRE-TEST_West Oakland                                Rockridge (Oakland),BART,,bart,
BART_1 10,BART,,bart,
BART_1 11,BART,,bart,
BART_1 12,BART,,bart,
BART_1 13,BART,,bart,
BART_1 14,BART,,bart,
BART_1 15,BART,,bart,
BART_1 16,BART,,bart,
BART_1 17,BART,,bart,
BART_1 18,BART,,bart,
BART_1 19,BART,,bart,
BART_1 2,BART,,bart,
BART_1 20,BART,,bart,
BART_1 21,BART,,bart,
BART_1 22,BART,,bart,
BART_1 23,BART,,bart,
BART_1 25,BART,,bart,
BART_1 26,BART,,bart,
BART_1 27,BART,,bart,
BART_1 28,BART,,bart,
BART_1 29,BART,,bart,
BART_1 3,BART,,bart,
BART_1 30,BART,,bart,
BART_1 31,BART,,bart,
BART_1 32,BART,,bart,
BART_1 33,BART,,bart,
BART_1 34,BART,,bart,
BART_1 35,BART,,bart,
BART_1 36,BART,,bart,
BART_1 37,BART,,bart,
BART_1 38,BART,,bart,
BART_1 39,BART,,bart,
BART_1 4,BART,,bart,
BART_1 40,BART,,bart,
BART_1 41,BART,,bart,
BART_1 42,BART,,bart,
BART_1 43,BART,,bart,
BART_1 44,BART,,bart,
BART_1 45,BART,,bart,
BART_1 5,BART,,bart,
BART_1 6,BART,,bart,
BART_1 7,BART,,bart,
BART_1 8,BART,,bart,
BART_1 9,BART,,bart,
BART_10 1,BART,,bart,
BART_10 11,BART,,bart,
BART_10 12,BART,,bart,
BART_10 13,BART,,bart,
BART_10 14,BART,,bart,
BART_10 15,BART,,bart,
BART_10 16,BART,,bart,
BART_10 17,BART,,bart,
BART_10 18,BART,,bart,
BART_10 19,BART,,bart,
BART_10 2,BART,,bart,
BART_10 20,BART,,bart,
BART_10 21,BART,,bart,
BART_10 22,BART,,bart,
BART_10 23,BART,,bart,
BART_10 24,BART,,bart,
BART_10 25,BART,,bart,
BART_10 26,BART,,bart,
BART_10 27,BART,,bart,
BART_10 28,BART,,bart,
BART_10 29,BART,,bart,
BART_10 3,BART,,bart,
BART_10 30,BART,,bart,
BART_10 31,BART,,bart,
BART_10 32,BART,,bart,
BART_10 33,BART,,bart,
BART_10 34,BART,,bart,
BART_10 35,BART,,bart,
BART_10 36,BART,,bart,
BART_10 37,BART,,bart,
BART_10 38,BART,,bart,
BART_10 39,BART,,bart,
BART_10 4,BART,,bart,
BART_10 40,BART,,bart,
BART_10 41,BART,,bart,
BART_10 42,BART,,bart,
BART_10 43,BART,,bart,
BART_10 44,BART,,bart,
BART_10 45,BART,,bart,
BART_10 5,BART,,bart,
BART_10 6,BART,,bart,
BART_10 7,BART,,bart,
BART_10 8,BART,,bart,
BART_10 9,BART,,bart,
BART_11 1,BART,,bart,
BART_11 10,BART,,bart,
BART_11 12,BART,,bart,
BART_11 13,BART,,bart,
BART_11 14,BART,,bart,
BART_11 15,BART,,bart,
BART_11 16,BART,,bart,
BART_11 17,BART,,bart,
BART_11 18,BART,,bart,
BART_11 19,BART,,bart,
BART_11 2,BART,,bart,
BART_11 20,BART,,bart,
BART_11 21,BART,,bart,
BART_11 22,BART,,bart,
BART_11 23,BART,,bart,
BART_11 24,BART,,bart,
BART_11 25,BART,,bart,
BART_11 26,BART,,bart,
BART_11 27,BART,,bart,
BART_11 28,BART,,bart,
BART_11 29,BART,,bart,
BART_11 3,BART,,bart,
BART_11 30,BART,,bart,
BART_11 31,BART,,bart,
BART_11 32,BART,,bart,
BART_11 33,BART,,bart,
BART_11 34,BART,,bart,
BART_11 35,BART,,bart,
BART_11 36,BART,,bart,
BART_11 37,BART,,bart,
BART_11 38,BART,,bart,
BART_11 39,BART,,bart,
BART_11 4,BART,,bart,
BART_11 40,BART,,bart,
BART_11 42,BART,,bart,
BART_11 43,BART,,bart,
BART_11 44,BART,,bart,
BART_11 45,BART,,bart,
BART_11 5,BART,,bart,
BART_11 6,BART,,bart,
BART_11 7,BART,,bart,
BART_11 8,BART,,bart,
BART_11 9,BART,,bart,
BART_12 1,BART,,bart,
BART_12 10,BART,,bart,
BART_12 11,BART,,bart,
BART_12 13,BART,,bart,
BART_12 14,BART,,bart,
BART_12 15,BART,,bart,
BART_12 16,BART,,bart,
BART_12 17,BART,,bart,
BART_12 18,BART,,bart,
BART_12 19,BART,,bart,
BART_12 2,BART,,bart,
BART_12 20,BART,,bart,
BART_12 21,BART,,bart,
BART_12 22,BART,,bart,
BART_12 23,BART,,bart,
BART_12 24,BART,,bart,
BART_12 25,BART,,bart,
BART_12 26,BART,,bart,
BART_12 27,BART,,bart,
BART_12 28,BART,,bart,
BART_12 29,BART,,bart,
BART_12 3,BART,,bart,
BART_12 30,BART,,bart,
BART_12 31,BART,,bart,
BART_12 32,BART,,bart,
BART_12 33,BART,,bart,
BART_12 34,BART,,bart,
BART_12 35,BART,,bart,
BART_12 36,BART,,bart,
BART_12 37,BART,,bart,
BART_12 38,BART,,bart,
BART_12 39,BART,,bart,
BART_12 4,BART,,bart,
BART_12 40,BART,,bart,
BART_12 42,BART,,bart,
BART_12 43,BART,,bart,
BART_12 44,BART,,bart,
BART_12 45,BART,,bart,
BART_12 5,BART,,bart,
BART_12 6,BART,,bart,
BART_12 7,BART,,bart,
BART_12 8,BART,,bart,
BART_12 9,BART,,bart,
BART_13 1,BART,,bart,
BART_13 10,BART,,bart,
BART_13 11,BART,,bart,
BART_13 12,BART,,bart,
BART_13 14,BART,,bart,
BART_13 15,BART,,bart,
BART_13 16,BART,,bart,
BART_13 17,BART,,bart,
BART_13 18,BART,,bart,
BART_13 19,BART,,bart,
BART_13 2,BART,,bart,
BART_13 20,BART,,bart,
BART_13 21,BART,,bart,
BART_13 22,BART,,bart,
BART_13 23,BART,,bart,
BART_13 24,BART,,bart,
BART_13 25,BART,,bart,
BART_13 26,BART,,bart,
BART_13 27,BART,,bart,
BART_13 28,BART,,bart,
BART_13 29,BART,,bart,
BART_13 3,BART,,bart,
BART_13 30,BART,,bart,
BART_13 31,BART,,bart,
BART_13 32,BART,,bart,
BART_13 33,BART,,bart,
BART_13 34,BART,,bart,
BART_13 35,BART,,bart,
BART_13 36,BART,,bart,
BART_13 37,BART,,bart,
BART_13 38,BART,,bart,
BART_13 39,BART,,bart,
BART_13 4,BART,,bart,
BART_13 40,BART,,bart,
BART_13 41,BART,,bart,
BART_13 42,BART,,bart,
BART_13 43,BART,,bart,
BART_13 44,BART,,bart,
BART_13 45,BART,,bart,
BART_13 5,BART,,bart,
BART_13 6,BART,,bart,
BART_13 7,BART,,bart,
BART_13 8,BART,,bart,
BART_13 9,BART,,bart,
BART_14 1,BART,,bart,
BART_14 10,BART,,bart,
BART_14 11,BART,,bart,
BART_14 12,BART,,bart,
BART_14 13,BART,,bart,
BART_14 15,BART,,bart,
BART_14 16,BART,,bart,
BART_14 17,BART,,bart,
BART_14 18,BART,,bart,
BART_14 19,BART,,bart,
BART_14 2,BART,,bart,
BART_14 20,BART,,bart,
BART_14 21,BART,,bart,
BART_14 22,BART,,bart,
BART_14 23,BART,,bart,
BART_14 24,BART,,bart,
BART_14 25,BART,,bart,
BART_14 26,BART,,bart,
BART_14 27,BART,,bart,
BART_14 28,BART,,bart,
BART_14 29,BART,,bart,
BART_14 3,BART,,bart,
BART_14 30,BART,,bart,
BART_14 31,BART,,bart,
BART_14 32,BART,,bart,
BART_14 33,BART,,bart,
BART_14 34,BART,,bart,
BART_14 35,BART,,bart,
BART_14 37,BART,,bart,
BART_14 38,BART,,bart,
BART_14 39,BART,,bart,
BART_14 4,BART,,bart,
BART_14 40,BART,,bart,
BART_14 41,BART,,bart,
BART_14 42,BART,,bart,
BART_14 43,BART,,bart,
BART_14 44,BART,,bart,
BART_14 45,BART,,bart,
BART_14 5,BART,,bart,
BART_14 6,BART,,bart,
BART_14 7,BART,,bart,
BART_14 8,BART,,bart,
BART_14 9,BART,,bart,
BART_15 1,BART,,bart,
BART_15 10,BART,,bart,
BART_15 11,BART,,bart,
BART_15 12,BART,,bart,
BART_15 13,BART,,bart,
BART_15 14,BART,,bart,
BART_15 16,BART,,bart,
BART_15 17,BART,,bart,
BART_15 18,BART,,bart,
BART_15 19,BART,,bart,
BART_15 2,BART,,bart,
BART_15 20,BART,,bart,
BART_15 21,BART,,bart,
BART_15 22,BART,,bart,
BART_15 24,BART,,bart,
BART_15 25,BART,,bart,
BART_15 26,BART,,bart,
BART_15 27,BART,,bart,
BART_15 28,BART,,bart,
BART_15 29,BART,,bart,
BART_15 30,BART,,bart,
BART_15 31,BART,,bart,
BART_15 32,BART,,bart,
BART_15 33,BART,,bart,
BART_15 34,BART,,bart,
BART_15 35,BART,,bart,
BART_15 37,BART,,bart,
BART_15 38,BART,,bart,
BART_15 39,BART,,bart,
BART_15 4,BART,,bart,
BART_15 40,BART,,bart,
BART_15 41,BART,,bart,
BART_15 42,BART,,bart,
BART_15 43,BART,,bart,
BART_15 44,BART,,bart,
BART_15 45,BART,,bart,
BART_15 5,BART,,bart,
BART_15 6,BART,,bart,
BART_15 7,BART,,bart,
BART_15 8,BART,,bart,
BART_15 9,BART,,bart,
BART_16 1,BART,,bart,
BART_16 10,BART,,bart,
BART_16 11,BART,,bart,
BART_16 12,BART,,bart,
BART_16 13,BART,,bart,
BART_16 14,BART,,bart,
BART_16 15,BART,,bart,
BART_16 17,BART,,bart,
BART_16 18,BART,,bart,
BART_16 19,BART,,bart,
BART_16 2,BART,,bart,
BART_16 20,BART,,bart,
BART_16 21,BART,,bart,
BART_16 22,BART,,bart,
BART_16 23,BART,,bart,
BART_16 24,BART,,bart,
BART_16 25,BART,,bart,
BART_16 26,BART,,bart,
BART_16 27,BART,,bart,
BART_16 28,BART,,bart,
BART_16 29,BART,,bart,
BART_16 3,BART,,bart,
BART_16 30,BART,,bart,
BART_16 31,BART,,bart,
BART_16 32,BART,,bart,
BART_16 33,BART,,bart,
BART_16 34,BART,,bart,
BART_16 35,BART,,bart,
BART_16 36,BART,,bart,
BART_16 37,BART,,bart,
BART_16 38,BART,,bart,
BART_16 39,BART,,bart,
BART_16 4,BART,,bart,
BART_16 40,BART,,bart,
BART_16 41,BART,,bart,
BART_16 42,BART,,bart,
BART_16 43,BART,,bart,
BART_16 44,BART,,bart,
BART_16 45,BART,,bart,
BART_16 5,BART,,bart,
BART_16 6,BART,,bart,
BART_16 7,BART,,bart,
BART_16 8,BART,,bart,
BART_16 9,BART,,bart,
BART_17 1,BART,,bart,
BART_17 10,BART,,bart,
BART_17 11,BART,,bart,
BART_17 12,BART,,bart,
BART_17 13,BART,,bart,
BART_17 14,BART,,bart,
BART_17 15,BART,,bart,
BART_17 16,BART,,bart,
BART_17 18,BART,,bart,
BART_17 19,BART,,bart,
BART_17 2,BART,,bart,
BART_17 20,BART,,bart,
BART_17 21,BART,,bart,
BART_17 22,BART,,bart,
BART_17 23,BART,,bart,
BART_17 25,BART,,bart,
BART_17 26,BART,,bart,
BART_17 27,BART,,bart,
BART_17 28,BART,,bart,
BART_17 29,BART,,bart,
BART_17 3,BART,,bart,
BART_17 30,BART,,bart,
BART_17 31,BART,,bart,
BART_17 32,BART,,bart,
BART_17 33,BART,,bart,
BART_17 34,BART,,bart,
BART_17 35,BART,,bart,
BART_17 36,BART,,bart,
BART_17 37,BART,,bart,
BART_17 38,BART,,bart,
BART_17 4,BART,,bart,
BART_17 40,BART,,bart,
BART_17 42,BART,,bart,
BART_17 43,BART,,bart,
BART_17 44,BART,,bart,
BART_17 45,BART,,bart,
BART_17 5,BART,,bart,
BART_17 6,BART,,bart,
BART_17 7,BART,,bart,
BART_17 8,BART,,bart,
BART_17 9,BART,,bart,
BART_18 1,BART,,bart,
BART_18 10,BART,,bart,
BART_18 11,BART,,bart,
BART_18 12,BART,,bart,
BART_18 13,BART,,bart,
BART_18 14,BART,,bart,
BART_18 15,BART,,bart,
BART_18 16,BART,,bart,
BART_18 17,BART,,bart,
BART_18 19,BART,,bart,
BART_18 2,BART,,bart,
BART_18 20,BART,,bart,
BART_18 21,BART,,bart,
BART_18 22,BART,,bart,
BART_18 23,BART,,bart,
BART_18 25,BART,,bart,
BART_18 26,BART,,bart,
BART_18 27,BART,,bart,
BART_18 28,BART,,bart,
BART_18 29,BART,,bart,
BART_18 3,BART,,bart,
BART_18 30,BART,,bart,
BART_18 31,BART,,bart,
BART_18 32,BART,,bart,
BART_18 33,BART,,bart,
BART_18 34,BART,,bart,
BART_18 35,BART,,bart,
BART_18 37,BART,,bart,
BART_18 38,BART,,bart,
BART_18 39,BART,,bart,
BART_18 4,BART,,bart,
BART_18 40,BART,,bart,
BART_18 41,BART,,bart,
BART_18 43,BART,,bart,
BART_18 44,BART,,bart,
BART_18 45,BART,,bart,
BART_18 5,BART,,bart,
BART_18 6,BART,,bart,
BART_18 7,BART,,bart,
BART_18 8,BART,,bart,
BART_18 9,BART,,bart,
BART_19 1,BART,,bart,
BART_19 10,BART,,bart,
BART_19 11,BART,,bart,
BART_19 12,BART,,bart,
BART_19 13,BART,,bart,
BART_19 14,BART,,bart,
BART_19 15,BART,,bart,
BART_19 16,BART,,bart,
BART_19 17,BART,,bart,
BART_19 18,BART,,bart,
BART_19 2,BART,,bart,
BART_19 20,BART,,bart,
BART_19 21,BART,,bart,
BART_19 22,BART,,bart,
BART_19 23,BART,,bart,
BART_19 24,BART,,bart,
BART_19 25,BART,,bart,
BART_19 26,BART,,bart,
BART_19 27,BART,,bart,
BART_19 28,BART,,bart,
BART_19 29,BART,,bart,
BART_19 3,BART,,bart,
BART_19 30,BART,,bart,
BART_19 31,BART,,bart,
BART_19 32,BART,,bart,
BART_19 33,BART,,bart,
BART_19 34,BART,,bart,
BART_19 35,BART,,bart,
BART_19 36,BART,,bart,
BART_19 37,BART,,bart,
BART_19 38,BART,,bart,
BART_19 4,BART,,bart,
BART_19 40,BART,,bart,
BART_19 41,BART,,bart,
BART_19 42,BART,,bart,
BART_19 43,BART,,bart,
BART_19 44,BART,,bart,
BART_19 45,BART,,bart,
BART_19 5,BART,,bart,
BART_19 6,BART,,bart,
BART_19 7,BART,,bart,
BART_19 8,BART,,bart,
BART_19 9,BART,,bart,
BART_2 1,BART,,bart,
BART_2 10,BART,,bart,
BART_2 11,BART,,bart,
BART_2 12,BART,,bart,
BART_2 13,BART,,bart,
BART_2 14,BART,,bart,
BART_2 15,BART,,bart,
BART_2 16,BART,,bart,
BART_2 17,BART,,bart,
BART_2 18,BART,,bart,
BART_2 19,BART,,bart,
BART_2 20,BART,,bart,
BART_2 21,BART,,bart,
BART_2 22,BART,,bart,
BART_2 23,BART,,bart,
BART_2 24,BART,,bart,
BART_2 25,BART,,bart,
BART_2 26,BART,,bart,
BART_2 27,BART,,bart,
BART_2 28,BART,,bart,
BART_2 29,BART,,bart,
BART_2 3,BART,,bart,
BART_2 30,BART,,bart,
BART_2 31,BART,,bart,
BART_2 32,BART,,bart,
BART_2 33,BART,,bart,
BART_2 34,BART,,bart,
BART_2 35,BART,,bart,
BART_2 36,BART,,bart,
BART_2 37,BART,,bart,
BART_2 38,BART,,bart,
BART_2 4,BART,,bart,
BART_2 40,BART,,bart,
BART_2 41,BART,,bart,
BART_2 42,BART,,bart,
BART_2 43,BART,,bart,
BART_2 44,BART,,bart,
BART_2 45,BART,,bart,
BART_2 5,BART,,bart,
BART_2 6,BART,,bart,
BART_2 7,BART,,bart,
BART_2 8,BART,,bart,
BART_2 9,BART,,bart,
BART_20 1,BART,,bart,
BART_20 10,BART,,bart,
BART_20 11,BART,,bart,
BART_20 12,BART,,bart,
BART_20 13,BART,,bart,
BART_20 14,BART,,bart,
BART_20 15,BART,,bart,
BART_20 16,BART,,bart,
BART_20 17,BART,,bart,
BART_20 18,BART,,bart,
BART_20 19,BART,,bart,
BART_20 2,BART,,bart,
BART_20 21,BART,,bart,
BART_20 22,BART,,bart,
BART_20 23,BART,,bart,
BART_20 24,BART,,bart,
BART_20 25,BART,,bart,
BART_20 26,BART,,bart,
BART_20 27,BART,,bart,
BART_20 28,BART,,bart,
BART_20 29,BART,,bart,
BART_20 3,BART,,bart,
BART_20 30,BART,,bart,
BART_20 31,BART,,bart,
BART_20 32,BART,,bart,
BART_20 33,BART,,bart,
BART_20 34,BART,,bart,
BART_20 35,BART,,bart,
BART_20 36,BART,,bart,
BART_20 37,BART,,bart,
BART_20 38,BART,,bart,
BART_20 39,BART,,bart,
BART_20 4,BART,,bart,
BART_20 40,BART,,bart,
BART_20 41,BART,,bart,
BART_20 42,BART,,bart,
BART_20 43,BART,,bart,
BART_20 44,BART,,bart,
BART_20 45,BART,,bart,
BART_20 5,BART,,bart,
BART_20 6,BART,,bart,
BART_20 7,BART,,bart,
BART_20 8,BART,,bart,
BART_20 9,BART,,bart,
BART_21 1,BART,,bart,
BART_21 10,BART,,bart,
BART_21 11,BART,,bart,
BART_21 12,BART,,bart,
BART_21 13,BART,,bart,
BART_21 14,BART,,bart,
BART_21 15,BART,,bart,
BART_21 17,BART,,bart,
BART_21 18,BART,,bart,
BART_21 19,BART,,bart,
BART_21 2,BART,,bart,
BART_21 20,BART,,bart,
BART_21 22,BART,,bart,
BART_21 23,BART,,bart,
BART_21 24,BART,,bart,
BART_21 25,BART,,bart,
BART_21 26,BART,,bart,
BART_21 27,BART,,bart,
BART_21 28,BART,,bart,
BART_21 29,BART,,bart,
BART_21 3,BART,,bart,
BART_21 30,BART,,bart,
BART_21 31,BART,,bart,
BART_21 32,BART,,bart,
BART_21 33,BART,,bart,
BART_21 34,BART,,bart,
BART_21 35,BART,,bart,
BART_21 36,BART,,bart,
BART_21 37,BART,,bart,
BART_21 38,BART,,bart,
BART_21 39,BART,,bart,
BART_21 4,BART,,bart,
BART_21 40,BART,,bart,
BART_21 41,BART,,bart,
BART_21 42,BART,,bart,
BART_21 43,BART,,bart,
BART_21 44,BART,,bart,
BART_21 45,BART,,bart,
BART_21 5,BART,,bart,
BART_21 6,BART,,bart,
BART_21 7,BART,,bart,
BART_21 8,BART,,bart,
BART_21 9,BART,,bart,
BART_22 1,BART,,bart,
BART_22 10,BART,,bart,
BART_22 11,BART,,bart,
BART_22 12,BART,,bart,
BART_22 13,BART,,bart,
BART_22 14,BART,,bart,
BART_22 15,BART,,bart,
BART_22 16,BART,,bart,
BART_22 17,BART,,bart,
BART_22 18,BART,,bart,
BART_22 19,BART,,bart,
BART_22 2,BART,,bart,
BART_22 20,BART,,bart,
BART_22 21,BART,,bart,
BART_22 23,BART,,bart,
BART_22 24,BART,,bart,
BART_22 25,BART,,bart,
BART_22 26,BART,,bart,
BART_22 27,BART,,bart,
BART_22 28,BART,,bart,
BART_22 29,BART,,bart,
BART_22 3,BART,,bart,
BART_22 30,BART,,bart,
BART_22 31,BART,,bart,
BART_22 32,BART,,bart,
BART_22 33,BART,,bart,
BART_22 34,BART,,bart,
BART_22 35,BART,,bart,
BART_22 37,BART,,bart,
BART_22 38,BART,,bart,
BART_22 39,BART,,bart,
BART_22 4,BART,,bart,
BART_22 40,BART,,bart,
BART_22 42,BART,,bart,
BART_22 43,BART,,bart,
BART_22 44,BART,,bart,
BART_22 45,BART,,bart,
BART_22 5,BART,,bart,
BART_22 6,BART,,bart,
BART_22 7,BART,,bart,
BART_22 8,BART,,bart,
BART_22 9,BART,,bart,
BART_23 1,BART,,bart,
BART_23 10,BART,,bart,
BART_23 11,BART,,bart,
BART_23 12,BART,,bart,
BART_23 13,BART,,bart,
BART_23 14,BART,,bart,
BART_23 16,BART,,bart,
BART_23 17,BART,,bart,
BART_23 18,BART,,bart,
BART_23 19,BART,,bart,
BART_23 2,BART,,bart,
BART_23 20,BART,,bart,
BART_23 21,BART,,bart,
BART_23 22,BART,,bart,
BART_23 24,BART,,bart,
BART_23 25,BART,,bart,
BART_23 26,BART,,bart,
BART_23 27,BART,,bart,
BART_23 28,BART,,bart,
BART_23 29,BART,,bart,
BART_23 3,BART,,bart,
BART_23 30,BART,,bart,
BART_23 31,BART,,bart,
BART_23 32,BART,,bart,
BART_23 33,BART,,bart,
BART_23 34,BART,,bart,
BART_23 35,BART,,bart,
BART_23 37,BART,,bart,
BART_23 38,BART,,bart,
BART_23 39,BART,,bart,
BART_23 4,BART,,bart,
BART_23 40,BART,,bart,
BART_23 41,BART,,bart,
BART_23 42,BART,,bart,
BART_23 43,BART,,bart,
BART_23 44,BART,,bart,
BART_23 5,BART,,bart,
BART_23 6,BART,,bart,
BART_23 7,BART,,bart,
BART_23 8,BART,,bart,
BART_23 9,BART,,bart,
BART_24 1,BART,,bart,
BART_24 10,BART,,bart,
BART_24 11,BART,,bart,
BART_24 12,BART,,bart,
BART_24 13,BART,,bart,
BART_24 14,BART,,bart,
BART_24 15,BART,,bart,
BART_24 16,BART,,bart,
BART_24 18,BART,,bart,
BART_24 19,BART,,bart,
BART_24 2,BART,,bart,
BART_24 20,BART,,bart,
BART_24 21,BART,,bart,
BART_24 22,BART,,bart,
BART_24 23,BART,,bart,
BART_24 25,BART,,bart,
BART_24 26,BART,,bart,
BART_24 27,BART,,bart,
BART_24 28,BART,,bart,
BART_24 29,BART,,bart,
BART_24 3,BART,,bart,
BART_24 30,BART,,bart,
BART_24 31,BART,,bart,
BART_24 32,BART,,bart,
BART_24 33,BART,,bart,
BART_24 34,BART,,bart,
BART_24 35,BART,,bart,
BART_24 36,BART,,bart,
BART_24 37,BART,,bart,
BART_24 38,BART,,bart,
BART_24 39,BART,,bart,
BART_24 4,BART,,bart,
BART_24 40,BART,,bart,
BART_24 41,BART,,bart,
BART_24 42,BART,,bart,
BART_24 43,BART,,bart,
BART_24 44,BART,,bart,
BART_24 5,BART,,bart,
BART_24 6,BART,,bart,
BART_24 7,BART,,bart,
BART_24 8,BART,,bart,
BART_24 9,BART,,bart,
BART_25 1,BART,,bart,
BART_25 10,BART,,bart,
BART_25 11,BART,,bart,
BART_25 12,BART,,bart,
BART_25 13,BART,,bart,
BART_25 14,BART,,bart,
BART_25 15,BART,,bart,
BART_25 16,BART,,bart,
BART_25 17,BART,,bart,
BART_25 18,BART,,bart,
BART_25 19,BART,,bart,
BART_25 2,BART,,bart,
BART_25 20,BART,,bart,
BART_25 21,BART,,bart,
BART_25 22,BART,,bart,
BART_25 23,BART,,bart,
BART_25 24,BART,,bart,
BART_25 26,BART,,bart,
BART_25 27,BART,,bart,
BART_25 28,BART,,bart,
BART_25 29,BART,,bart,
BART_25 3,BART,,bart,
BART_25 30,BART,,bart,
BART_25 31,BART,,bart,
BART_25 32,BART,,bart,
BART_25 33,BART,,bart,
BART_25 34,BART,,bart,
BART_25 35,BART,,bart,
BART_25 37,BART,,bart,
BART_25 38,BART,,bart,
BART_25 39,BART,,bart,
BART_25 4,BART,,bart,
BART_25 40,BART,,bart,
BART_25 41,BART,,bart,
BART_25 42,BART,,bart,
BART_25 43,BART,,bart,
BART_25 44,BART,,bart,
BART_25 5,BART,,bart,
BART_25 6,BART,,bart,
BART_25 7,BART,,bart,
BART_25 8,BART,,bart,
BART_25 9,BART,,bart,
BART_26 1,BART,,bart,
BART_26 10,BART,,bart,
BART_26 11,BART,,bart,
BART_26 12,BART,,bart,
BART_26 13,BART,,bart,
BART_26 14,BART,,bart,
BART_26 15,BART,,bart,
BART_26 16,BART,,bart,
BART_26 17,BART,,bart,
BART_26 18,BART,,bart,
BART_26 19,BART,,bart,
BART_26 2,BART,,bart,
BART_26 20,BART,,bart,
BART_26 21,BART,,bart,
BART_26 22,BART,,bart,
BART_26 23,BART,,bart,
BART_26 24,BART,,bart,
BART_26 25,BART,,bart,
BART_26 27,BART,,bart,
BART_26 28,BART,,bart,
BART_26 29,BART,,bart,
BART_26 3,BART,,bart,
BART_26 30,BART,,bart,
BART_26 31,BART,,bart,
BART_26 32,BART,,bart,
BART_26 33,BART,,bart,
BART_26 34,BART,,bart,
BART_26 35,BART,,bart,
BART_26 36,BART,,bart,
BART_26 37,BART,,bart,
BART_26 38,BART,,bart,
BART_26 4,BART,,bart,
BART_26 40,BART,,bart,
BART_26 41,BART,,bart,
BART_26 42,BART,,bart,
BART_26 43,BART,,bart,
BART_26 44,BART,,bart,
BART_26 45,BART,,bart,
BART_26 5,BART,,bart,
BART_26 6,BART,,bart,
BART_26 7,BART,,bart,
BART_26 8,BART,,bart,
BART_26 9,BART,,bart,
BART_27 1,BART,,bart,
BART_27 10,BART,,bart,
BART_27 11,BART,,bart,
BART_27 12,BART,,bart,
BART_27 13,BART,,bart,
BART_27 14,BART,,bart,
BART_27 15,BART,,bart,
BART_27 16,BART,,bart,
BART_27 17,BART,,bart,
BART_27 18,BART,,bart,
BART_27 19,BART,,bart,
BART_27 2,BART,,bart,
BART_27 20,BART,,bart,
BART_27 21,BART,,bart,
BART_27 22,BART,,bart,
BART_27 23,BART,,bart,
BART_27 24,BART,,bart,
BART_27 25,BART,,bart,
BART_27 26,BART,,bart,
BART_27 28,BART,,bart,
BART_27 29,BART,,bart,
