OBS_route_id,OBS_agency,GTFS1.8_route_id,GTFS1.8_agency,
BART PRE-TEST_El Cerrito Plaza                            Powell St. (SF),BART,,bart,
BART PRE-TEST_El Cerrito Plaza                            San Francisco International Airport,BART,,bart,
BART PRE-TEST_El Cerrito Plaza                            San Leandro,BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        19th St. Oakland,BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        Ashby (Berkeley),BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        Downtown Berkeley,BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        Embarcadero (SF),BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        Glen Park (SF),BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        Hayward,BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        Montgomery St. (SF),BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        San Francisco International Airport,BART,,bart,
BART PRE-TEST_El Cerrito del Norte                        South San Francisco,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            16th St. Mission (SF),BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            19th St. Oakland,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Ashby (Berkeley),BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Colma,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Concord,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Downtown Berkeley,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            El Cerrito del Norte,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Fremont,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Glen Park (SF),BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Hayward,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Lafayette,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            MacArthur (Oakland),BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Millbrae,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            North Berkeley,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            North Concord/Martinez,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Orinda,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Pleasant Hill/Contra Costa Centre,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Powell St. (SF),BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Richmond,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Rockridge (Oakland),BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            San Francisco International Airport,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            South San Francisco,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            Union City,BART,,bart,
BART PRE-TEST_Embarcadero (SF)                            West Oakland,BART,,bart,
BART PRE-TEST_Fremont                                     12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_Fremont                                     19th St. Oakland,BART,,bart,
BART PRE-TEST_Fremont                                     Bay Fair (San Leandro),BART,,bart,
BART PRE-TEST_Fremont                                     Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_Fremont                                     Concord,BART,,bart,
BART PRE-TEST_Fremont                                     Downtown Berkeley,BART,,bart,
BART PRE-TEST_Fremont                                     Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Fremont                                     El Cerrito del Norte,BART,,bart,
BART PRE-TEST_Fremont                                     Embarcadero (SF),BART,,bart,
BART PRE-TEST_Fremont                                     Glen Park (SF),BART,,bart,
BART PRE-TEST_Fremont                                     Hayward,BART,,bart,
BART PRE-TEST_Fremont                                     Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_Fremont                                     MacArthur (Oakland),BART,,bart,
BART PRE-TEST_Fremont                                     Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Fremont                                     North Berkeley,BART,,bart,
BART PRE-TEST_Fremont                                     North Concord/Martinez,BART,,bart,
BART PRE-TEST_Fremont                                     Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Fremont                                     Powell St. (SF),BART,,bart,
BART PRE-TEST_Fremont                                     Richmond,BART,,bart,
BART PRE-TEST_Fremont                                     South Hayward,BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         19th St. Oakland,BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         Ashby (Berkeley),BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         Downtown Berkeley,BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         El Cerrito Plaza,BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         Embarcadero (SF),BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         Fremont,BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         Hayward,BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         MacArthur (Oakland),BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         Pleasant Hill/Contra Costa Centre,BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         Powell St. (SF),BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         Rockridge (Oakland),BART,,bart,
BART PRE-TEST_Fruitvale (Oakland)                         West Oakland,BART,,bart,
BART PRE-TEST_Glen Park (SF)                              Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_Glen Park (SF)                              Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_Glen Park (SF)                              Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Glen Park (SF)                              Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Glen Park (SF)                              Powell St. (SF),BART,,bart,
BART PRE-TEST_Glen Park (SF)                              Richmond,BART,,bart,
BART PRE-TEST_Glen Park (SF)                              West Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Hayward                                     19th St. Oakland,BART,,bart,
BART PRE-TEST_Hayward                                     Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_Hayward                                     Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_Hayward                                     Downtown Berkeley,BART,,bart,
BART PRE-TEST_Hayward                                     Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Hayward                                     El Cerrito del Norte,BART,,bart,
BART PRE-TEST_Hayward                                     Fremont,BART,,bart,
BART PRE-TEST_Hayward                                     MacArthur (Oakland),BART,,bart,
BART PRE-TEST_Hayward                                     Millbrae,BART,,bart,
BART PRE-TEST_Hayward                                     Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Hayward                                     Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Hayward                                     Powell St. (SF),BART,,bart,
BART PRE-TEST_Hayward                                     Richmond,BART,,bart,
BART PRE-TEST_Hayward                                     Union City,BART,,bart,
BART PRE-TEST_Lafayette                                   19th St. Oakland,BART,,bart,
BART PRE-TEST_Lafayette                                   Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_Lafayette                                   Concord,BART,,bart,
BART PRE-TEST_Lafayette                                   Embarcadero (SF),BART,,bart,
BART PRE-TEST_Lafayette                                   Fruitvale (Oakland),BART,,bart,
BART PRE-TEST_Lafayette                                   Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Lafayette                                   North Concord/Martinez,BART,,bart,
BART PRE-TEST_Lafayette                                   Powell St. (SF),BART,,bart,
BART PRE-TEST_Lafayette                                   Walnut Creek,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      19th St. Oakland,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Bay Fair (San Leandro),BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Castro Valley,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Downtown Berkeley,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      El Cerrito del Norte,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Embarcadero (SF),BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Fremont,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Fruitvale (Oakland),BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Lafayette,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Powell St. (SF),BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      San Francisco International Airport,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      Union City,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      West Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Lake Merritt (Oakland)                      West Oakland,BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         El Cerrito Plaza,BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Embarcadero (SF),BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Fremont,BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Hayward,BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Montgomery St. (SF),BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Powell St. (SF),BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         San Francisco International Airport,BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         San Leandro,BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Union City,BART,,bart,
BART PRE-TEST_MacArthur (Oakland)                         Walnut Creek,BART,,bart,
BART PRE-TEST_Millbrae                                    Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_Millbrae                                    Colma,BART,,bart,
BART PRE-TEST_Millbrae                                    Concord,BART,,bart,
BART PRE-TEST_Millbrae                                    Downtown Berkeley,BART,,bart,
BART PRE-TEST_Millbrae                                    Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Millbrae                                    Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Millbrae                                    Pleasant Hill/Contra Costa Centre,BART,,bart,
BART PRE-TEST_Millbrae                                    Powell St. (SF),BART,,bart,
BART PRE-TEST_Millbrae                                    San Francisco International Airport,BART,,bart,
BART PRE-TEST_Millbrae                                    Walnut Creek,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         16th St. Mission (SF),BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Colma,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Concord,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Daly City,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Downtown Berkeley,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         El Cerrito del Norte,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Fruitvale (Oakland),BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Millbrae,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         North Berkeley,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Orinda,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Richmond,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         San Bruno,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         San Leandro,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         South San Francisco,BART,,bart,
BART PRE-TEST_Montgomery St. (SF)                         Walnut Creek,BART,,bart,
BART PRE-TEST_North Berkeley                              24th St. Mission (SF),BART,,bart,
BART PRE-TEST_North Berkeley                              Balboa Park (SF),BART,,bart,
BART PRE-TEST_North Berkeley                              Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_North Berkeley                              El Cerrito Plaza,BART,,bart,
BART PRE-TEST_North Berkeley                              Embarcadero (SF),BART,,bart,
BART PRE-TEST_North Berkeley                              Fremont,BART,,bart,
BART PRE-TEST_North Berkeley                              Fruitvale (Oakland),BART,,bart,
BART PRE-TEST_North Berkeley                              Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_North Berkeley                              Montgomery St. (SF),BART,,bart,
BART PRE-TEST_North Berkeley                              Powell St. (SF),BART,,bart,
BART PRE-TEST_North Berkeley                              Richmond,BART,,bart,
BART PRE-TEST_North Berkeley                              San Bruno,BART,,bart,
BART PRE-TEST_North Concord/Martinez                      12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_North Concord/Martinez                      16th St. Mission (SF),BART,,bart,
BART PRE-TEST_North Concord/Martinez                      24th St. Mission (SF),BART,,bart,
BART PRE-TEST_North Concord/Martinez                      Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_North Concord/Martinez                      Embarcadero (SF),BART,,bart,
BART PRE-TEST_North Concord/Martinez                      Fremont,BART,,bart,
BART PRE-TEST_North Concord/Martinez                      Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_North Concord/Martinez                      MacArthur (Oakland),BART,,bart,
BART PRE-TEST_North Concord/Martinez                      North Berkeley,BART,,bart,
BART PRE-TEST_North Concord/Martinez                      Pleasant Hill/Contra Costa Centre,BART,,bart,
BART PRE-TEST_North Concord/Martinez                      Powell St. (SF),BART,,bart,
BART PRE-TEST_North Concord/Martinez                      Richmond,BART,,bart,
BART PRE-TEST_North Concord/Martinez                      Rockridge (Oakland),BART,,bart,
BART PRE-TEST_North Concord/Martinez                      Walnut Creek,BART,,bart,
BART PRE-TEST_Orinda                                      19th St. Oakland,BART,,bart,
BART PRE-TEST_Orinda                                      Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_Orinda                                      Downtown Berkeley,BART,,bart,
BART PRE-TEST_Orinda                                      Embarcadero (SF),BART,,bart,
BART PRE-TEST_Orinda                                      Fruitvale (Oakland),BART,,bart,
BART PRE-TEST_Orinda                                      Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Orinda                                      Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Orinda                                      Rockridge (Oakland),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         19th St. Oakland,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         24th St. Mission (SF),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Bay Fair (San Leandro),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Colma,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Concord,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         El Cerrito del Norte,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Embarcadero (SF),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Fremont,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Fruitvale (Oakland),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Hayward,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Lafayette,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         MacArthur (Oakland),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         North Concord/Martinez,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Orinda,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Pleasant Hill/Contra Costa Centre,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Powell St. (SF),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Rockridge (Oakland),BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         San Francisco International Airport,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Union City,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         Walnut Creek,BART,,bart,
BART PRE-TEST_Pittsburg/Bay Point                         West Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           16th St. Mission (SF),BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Colma,BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Concord,BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Embarcadero (SF),BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Glen Park (SF),BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Millbrae,BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           Powell St. (SF),BART,,bart,
BART PRE-TEST_Pleasant Hill/Contra Costa Centre           San Francisco International Airport,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             16th St. Mission (SF),BART,,bart,
BART PRE-TEST_Powell St. (SF)                             19th St. Oakland,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             24th St. Mission (SF),BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Colma,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Concord,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Daly City,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Downtown Berkeley,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             El Cerrito del Norte,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Fremont,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Millbrae,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Pleasant Hill/Contra Costa Centre,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             Richmond,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             San Bruno,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             San Francisco International Airport,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             South San Francisco,BART,,bart,
BART PRE-TEST_Powell St. (SF)                             West Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Richmond                                    12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_Richmond                                    19th St. Oakland,BART,,bart,
BART PRE-TEST_Richmond                                    24th St. Mission (SF),BART,,bart,
BART PRE-TEST_Richmond                                    Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_Richmond                                    Colma,BART,,bart,
BART PRE-TEST_Richmond                                    Downtown Berkeley,BART,,bart,
BART PRE-TEST_Richmond                                    Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Richmond                                    Embarcadero (SF),BART,,bart,
BART PRE-TEST_Richmond                                    Fremont,BART,,bart,
BART PRE-TEST_Richmond                                    Fruitvale (Oakland),BART,,bart,
BART PRE-TEST_Richmond                                    Hayward,BART,,bart,
BART PRE-TEST_Richmond                                    Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_Richmond                                    Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Richmond                                    North Concord/Martinez,BART,,bart,
BART PRE-TEST_Richmond                                    Powell St. (SF),BART,,bart,
BART PRE-TEST_Richmond                                    San Leandro,BART,,bart,
BART PRE-TEST_Richmond                                    South Hayward,BART,,bart,
BART PRE-TEST_Richmond                                    South San Francisco,BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         16th St. Mission (SF),BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         24th St. Mission (SF),BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         Embarcadero (SF),BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         Lafayette,BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         Montgomery St. (SF),BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         North Concord/Martinez,BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         Powell St. (SF),BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         San Francisco International Airport,BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         San Leandro,BART,,bart,
BART PRE-TEST_Rockridge (Oakland)                         Walnut Creek,BART,,bart,
BART PRE-TEST_San Bruno                                   16th St. Mission (SF),BART,,bart,
BART PRE-TEST_San Bruno                                   Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_San Bruno                                   Colma,BART,,bart,
BART PRE-TEST_San Bruno                                   Downtown Berkeley,BART,,bart,
BART PRE-TEST_San Bruno                                   El Cerrito del Norte,BART,,bart,
BART PRE-TEST_San Bruno                                   Embarcadero (SF),BART,,bart,
BART PRE-TEST_San Bruno                                   Montgomery St. (SF),BART,,bart,
BART PRE-TEST_San Bruno                                   North Berkeley,BART,,bart,
BART PRE-TEST_San Bruno                                   Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_San Bruno                                   West Oakland,BART,,bart,
BART PRE-TEST_San Francisco International Airport         12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_San Francisco International Airport         16th St. Mission (SF),BART,,bart,
BART PRE-TEST_San Francisco International Airport         19th St. Oakland,BART,,bart,
BART PRE-TEST_San Francisco International Airport         Ashby (Berkeley),BART,,bart,
BART PRE-TEST_San Francisco International Airport         Balboa Park (SF),BART,,bart,
BART PRE-TEST_San Francisco International Airport         Civic Center/UN Plaza (SF),BART,,bart,
BART PRE-TEST_San Francisco International Airport         Concord,BART,,bart,
BART PRE-TEST_San Francisco International Airport         Daly City,BART,,bart,
BART PRE-TEST_San Francisco International Airport         Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_San Francisco International Airport         El Cerrito del Norte,BART,,bart,
BART PRE-TEST_San Francisco International Airport         Embarcadero (SF),BART,,bart,
BART PRE-TEST_San Francisco International Airport         Fremont,BART,,bart,
BART PRE-TEST_San Francisco International Airport         Millbrae,BART,,bart,
BART PRE-TEST_San Francisco International Airport         Montgomery St. (SF),BART,,bart,
BART PRE-TEST_San Francisco International Airport         Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_San Francisco International Airport         Powell St. (SF),BART,,bart,
BART PRE-TEST_San Francisco International Airport         Rockridge (Oakland),BART,,bart,
BART PRE-TEST_San Francisco International Airport         South San Francisco,BART,,bart,
BART PRE-TEST_San Francisco International Airport         West Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_San Leandro                                 12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_San Leandro                                 19th St. Oakland,BART,,bart,
BART PRE-TEST_San Leandro                                 Ashby (Berkeley),BART,,bart,
BART PRE-TEST_San Leandro                                 Concord,BART,,bart,
BART PRE-TEST_San Leandro                                 Daly City,BART,,bart,
BART PRE-TEST_San Leandro                                 El Cerrito del Norte,BART,,bart,
BART PRE-TEST_San Leandro                                 Fremont,BART,,bart,
BART PRE-TEST_San Leandro                                 Lake Merritt (Oakland),BART,,bart,
BART PRE-TEST_San Leandro                                 MacArthur (Oakland),BART,,bart,
BART PRE-TEST_San Leandro                                 Montgomery St. (SF),BART,,bart,
BART PRE-TEST_San Leandro                                 North Berkeley,BART,,bart,
BART PRE-TEST_San Leandro                                 Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_San Leandro                                 Powell St. (SF),BART,,bart,
BART PRE-TEST_San Leandro                                 Rockridge (Oakland),BART,,bart,
BART PRE-TEST_San Leandro                                 South Hayward,BART,,bart,
BART PRE-TEST_San Leandro                                 Union City,BART,,bart,
BART PRE-TEST_San Leandro                                 West Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_South Hayward                               12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_South Hayward                               Ashby (Berkeley),BART,,bart,
BART PRE-TEST_South Hayward                               Bay Fair (San Leandro),BART,,bart,
BART PRE-TEST_South Hayward                               Coliseum/Oakland Airport,BART,,bart,
BART PRE-TEST_South Hayward                               Daly City,BART,,bart,
BART PRE-TEST_South Hayward                               Embarcadero (SF),BART,,bart,
BART PRE-TEST_South Hayward                               Fremont,BART,,bart,
BART PRE-TEST_South Hayward                               Fruitvale (Oakland),BART,,bart,
BART PRE-TEST_South Hayward                               Glen Park (SF),BART,,bart,
BART PRE-TEST_South Hayward                               Hayward,BART,,bart,
BART PRE-TEST_South Hayward                               MacArthur (Oakland),BART,,bart,
BART PRE-TEST_South Hayward                               North Concord/Martinez,BART,,bart,
BART PRE-TEST_South Hayward                               Pittsburg/Bay Point,BART,,bart,
BART PRE-TEST_South Hayward                               Powell St. (SF),BART,,bart,
BART PRE-TEST_South Hayward                               San Francisco International Airport,BART,,bart,
BART PRE-TEST_South Hayward                               San Leandro,BART,,bart,
BART PRE-TEST_South Hayward                               West Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_South San Francisco                         Daly City,BART,,bart,
BART PRE-TEST_South San Francisco                         Embarcadero (SF),BART,,bart,
BART PRE-TEST_South San Francisco                         Glen Park (SF),BART,,bart,
BART PRE-TEST_South San Francisco                         Millbrae,BART,,bart,
BART PRE-TEST_South San Francisco                         Montgomery St. (SF),BART,,bart,
BART PRE-TEST_South San Francisco                         Powell St. (SF),BART,,bart,
BART PRE-TEST_South San Francisco                         San Bruno,BART,,bart,
BART PRE-TEST_South San Francisco                         San Francisco International Airport,BART,,bart,
BART PRE-TEST_Union City                                  12th St. Oakland City Center,BART,,bart,
BART PRE-TEST_Union City                                  19th St. Oakland,BART,,bart,
BART PRE-TEST_Union City                                  Downtown Berkeley,BART,,bart,
BART PRE-TEST_Union City                                  Dublin/Pleasanton,BART,,bart,
BART PRE-TEST_Union City                                  El Cerrito del Norte,BART,,bart,
BART PRE-TEST_Union City                                  Embarcadero (SF),BART,,bart,
BART PRE-TEST_Union City                                  Fremont,BART,,bart,
