trip_list_id_num,person_id,o_taz,d_taz,mode,purpose,departure_time,arrival_time,time_target,vot
1,3,1280,1315,walk-transit-walk,work,7:15:00,7:15:00,departure,2.1
2,4,1539,1443,walk-transit-walk,work,8:31:00,8:31:00,departure,20.43
3,5,1354,55,walk-transit-walk,work,7:26:00,7:26:00,departure,21.03
4,15,1251,764,walk-transit-walk,college,12:01:00,12:01:00,departure,14.09
5,20,705,1390,walk-transit-walk,work,7:49:00,7:49:00,departure,36.06
6,22,642,1356,walk-transit-walk,work,6:41:00,6:41:00,departure,30.05
7,24,1341,573,walk-transit-walk,work,8:09:00,8:09:00,departure,42.07
8,26,1354,1562,walk-transit-walk,work,6:45:00,6:45:00,departure,20.43
9,31,927,1309,walk-transit-walk,work,6:47:00,6:47:00,departure,4.81
10,32,1355,1251,walk-transit-walk,work,7:22:00,7:22:00,departure,21.03
11,35,767,1538,walk-transit-walk,other,9:33:00,9:33:00,departure,40.26
12,37,1434,234,walk-transit-walk,work,8:31:00,8:31:00,departure,30.05
13,41,1249,1309,walk-transit-walk,work,9:33:00,9:33:00,departure,2.8
14,50,1355,1251,walk-transit-walk,work,6:06:00,6:06:00,departure,21.03
15,53,157,1331,walk-transit-walk,work,7:49:00,7:49:00,departure,36.06
16,56,1374,1315,walk-transit-walk,other,7:35:00,7:35:00,departure,1
17,57,590,1248,walk-transit-walk,work,6:40:00,6:40:00,departure,36.06
18,58,1593,1309,walk-transit-walk,work_based,11:57:00,11:57:00,departure,1
19,62,1559,1311,walk-transit-walk,work,7:35:00,7:35:00,departure,30.05
20,68,1337,158,walk-transit-walk,work,5:17:00,5:17:00,departure,36.06
21,71,1532,1310,walk-transit-walk,work_based,11:43:00,11:43:00,departure,1
22,73,1549,936,walk-transit-walk,work,7:32:00,7:32:00,departure,14.02
23,74,1240,632,walk-transit-walk,other,13:57:00,13:57:00,departure,13.42
24,80,1550,345,walk-transit-walk,other,6:45:00,6:45:00,departure,1
25,83,1255,1251,walk-transit-walk,work,8:54:00,8:54:00,departure,36.06
26,87,694,1280,walk-transit-walk,work,8:13:00,8:13:00,departure,42.07
27,93,1450,764,walk-transit-walk,work,9:48:00,9:48:00,departure,42.07
28,100,1258,1358,walk-transit-walk,work,6:28:00,6:28:00,departure,30.05
29,106,694,1539,walk-transit-walk,work,6:46:00,6:46:00,departure,42.07
30,111,185,1374,walk-transit-walk,other,15:54:00,15:54:00,departure,9.4
31,117,1351,695,walk-transit-walk,work_based,9:32:00,9:32:00,departure,1
32,118,1540,748,walk-transit-walk,other,9:09:00,9:09:00,departure,20.13
33,119,1266,657,walk-transit-walk,work,6:46:00,6:46:00,departure,24.04
34,123,1354,341,walk-transit-walk,work,8:40:00,8:40:00,departure,1
35,126,1542,1310,walk-transit-walk,high_school,6:48:00,6:48:00,departure,1
36,136,1258,828,walk-transit-walk,other,8:33:00,8:33:00,departure,1
37,144,727,1377,walk-transit-walk,work,8:47:00,8:47:00,departure,24.04
38,153,1425,1315,walk-transit-walk,work,10:13:00,10:13:00,departure,8.41
39,159,1238,749,walk-transit-walk,other,10:32:00,10:32:00,departure,10.07
40,161,627,1391,walk-transit-walk,work,7:06:00,7:06:00,departure,10.22
41,162,374,1239,walk-transit-walk,other,20:46:00,20:46:00,departure,20.13
42,163,456,647,walk-transit-walk,work,4:48:00,4:48:00,departure,15.02
43,165,1566,1356,walk-transit-walk,work,4:12:00,4:12:00,departure,24.04
44,168,232,2040,walk-transit-walk,work,4:50:00,4:50:00,departure,5.11
45,170,1392,828,walk-transit-walk,other,9:23:00,9:23:00,departure,9.66
46,171,69,790,walk-transit-walk,work,16:28:00,16:28:00,departure,24.04
47,173,1425,1660,walk-transit-walk,work,8:13:00,8:13:00,departure,12.02
48,175,1260,771,walk-transit-walk,other,8:16:00,8:16:00,departure,5.64
49,177,1403,1284,walk-transit-walk,work,8:38:00,8:38:00,departure,15.02
50,182,158,935,walk-transit-walk,work,5:43:00,5:43:00,departure,15.02
51,186,1251,20,walk-transit-walk,work,8:04:00,8:04:00,departure,36.06
52,190,221,2019,walk-transit-walk,work,5:32:00,5:32:00,departure,50
53,193,1236,1279,walk-transit-walk,work,7:04:00,7:04:00,departure,8.41
54,195,327,1315,walk-transit-walk,work,8:45:00,8:45:00,departure,7.21
55,196,302,1284,walk-transit-walk,other,8:59:00,8:59:00,departure,13.69
56,198,1249,1315,walk-transit-walk,work,5:30:00,5:30:00,departure,42.07
57,204,150,2014,walk-transit-walk,work,5:13:00,5:13:00,departure,1.68
58,211,566,1234,walk-transit-walk,work,5:31:00,5:31:00,departure,42.07
59,214,97,1971,walk-transit-walk,work,6:43:00,6:43:00,departure,36.06
60,215,1205,1871,walk-transit-walk,work,5:08:00,5:08:00,departure,14.02
61,217,643,1356,walk-transit-walk,work,9:09:00,9:09:00,departure,21.03
62,219,1284,359,walk-transit-walk,work,6:55:00,6:55:00,departure,14.02
63,220,1537,1356,walk-transit-walk,work,15:49:00,15:49:00,departure,20.43
64,221,924,1239,walk-transit-walk,other,6:32:00,6:32:00,departure,1
65,224,1378,537,walk-transit-walk,work,7:19:00,7:19:00,departure,50
66,224,146,2136,walk-transit-walk,work,6:48:00,6:48:00,departure,2.1
67,226,590,1239,walk-transit-walk,other,6:38:00,6:38:00,departure,10.07
68,230,456,2019,walk-transit-walk,college,6:37:00,6:37:00,departure,1
69,232,205,1946,walk-transit-walk,college,6:53:00,6:53:00,departure,14.09
70,237,1310,1314,walk-transit-walk,work,8:49:00,8:49:00,departure,14.42
71,238,338,1558,walk-transit-walk,work,5:11:00,5:11:00,departure,50
72,242,1200,1331,walk-transit-walk,work,4:14:00,4:14:00,departure,1
73,246,185,763,walk-transit-walk,work,19:09:00,19:09:00,departure,42.07
74,251,456,736,walk-transit-walk,work,7:51:00,7:51:00,departure,30.05
75,252,95,776,walk-transit-walk,work,7:51:00,7:51:00,departure,50
76,253,71,743,walk-transit-walk,work,7:49:00,7:49:00,departure,10.02
77,256,205,774,walk-transit-walk,work,7:19:00,7:19:00,departure,36.06
78,258,124,1778,walk-transit-walk,work,7:28:00,7:28:00,departure,6.81
79,261,2051,1340,walk-transit-walk,work,8:09:00,8:09:00,departure,14.02
80,263,558,1378,walk-transit-walk,work,9:40:00,9:40:00,departure,20.43
81,265,1543,768,walk-transit-walk,college,9:59:00,9:59:00,departure,1
82,266,664,1311,walk-transit-walk,work,8:51:00,8:51:00,departure,30.05
83,266,272,1990,walk-transit-walk,work,7:43:00,7:43:00,departure,30.05
84,272,537,742,walk-transit-walk,work,7:52:00,7:52:00,departure,12.02
85,274,538,787,walk-transit-walk,work,8:08:00,8:08:00,departure,30.05
86,276,655,1286,walk-transit-walk,work,8:17:00,8:17:00,departure,36.06
87,276,55,780,walk-transit-walk,work,8:29:00,8:29:00,departure,36.06
88,277,107,932,walk-transit-walk,work,8:54:00,8:54:00,departure,36.06
89,278,629,1435,walk-transit-walk,other,11:59:00,11:59:00,departure,13.69
90,278,170,684,walk-transit-walk,work,7:41:00,7:41:00,departure,14.02
91,279,1341,1806,walk-transit-walk,work,6:40:00,6:40:00,departure,30.05
92,282,520,1354,walk-transit-walk,work,8:40:00,8:40:00,departure,15.02
93,284,346,1366,walk-transit-walk,work,8:28:00,8:28:00,departure,50
94,287,590,1341,walk-transit-walk,work,6:21:00,6:21:00,departure,30.05
95,290,1356,105,walk-transit-walk,work,7:35:00,7:35:00,departure,30.05
96,290,560,1239,walk-transit-walk,other,7:02:00,7:02:00,departure,20.13
97,297,642,1354,walk-transit-walk,work,8:53:00,8:53:00,departure,14.42
98,304,703,80,walk-transit-walk,work,,,departure,15.02
99,308,947,1984,walk-transit-walk,work,7:08:00,7:08:00,departure,7.51
100,310,362,1968,walk-transit-walk,work,8:35:00,8:35:00,departure,36.06
101,318,628,1378,walk-transit-walk,work,7:55:00,7:55:00,departure,30.05
102,320,692,1284,walk-transit-walk,college,8:52:00,8:52:00,departure,1
103,320,621,1874,walk-transit-walk,other,,,departure,1
104,324,792,73,walk-transit-walk,work,6:50:00,6:50:00,departure,42.07
105,327,679,2021,walk-transit-walk,other,,,departure,48.32
106,329,607,1315,walk-transit-walk,work,8:05:00,8:05:00,departure,6.81
107,330,1378,932,walk-transit-walk,work,7:43:00,7:43:00,departure,5.11
108,330,621,1239,walk-transit-walk,other,9:23:00,9:23:00,departure,10.07
109,331,746,1231,walk-transit-walk,other,8:48:00,8:48:00,departure,2.74
110,333,744,1325,walk-transit-walk,other,7:38:00,7:38:00,departure,48.32
111,335,350,1421,walk-transit-walk,other,8:43:00,8:43:00,departure,40.26
112,336,1354,1450,walk-transit-walk,work,22:35:00,22:35:00,departure,30.05
113,339,711,1894,walk-transit-walk,other,9:58:00,9:58:00,departure,1
114,342,1354,1377,walk-transit-walk,work,6:22:00,6:22:00,departure,30.05
115,346,621,149,walk-transit-walk,work,9:51:00,9:51:00,departure,4.21
116,347,684,1349,walk-transit-walk,work_based,9:55:00,9:55:00,departure,20.13
117,349,1322,181,walk-transit-walk,work,5:57:00,5:57:00,departure,7.51
118,349,691,1239,walk-transit-walk,other,,,departure,2.82
119,350,1354,1258,walk-transit-walk,work,8:00:00,8:00:00,departure,30.05
120,350,236,2016,walk-transit-walk,other,7:33:00,7:33:00,departure,40.26
121,351,2002,1354,walk-transit-walk,work,11:48:00,11:48:00,departure,20.03
122,358,742,1263,walk-transit-walk,college,7:17:00,7:17:00,departure,1
123,364,1355,1548,walk-transit-walk,work,7:16:00,7:16:00,departure,14.02
124,365,1237,751,walk-transit-walk,work,6:26:00,6:26:00,departure,36.06
125,372,742,1998,walk-transit-walk,college,,,departure,1
126,377,1538,572,walk-transit-walk,college,11:09:00,11:09:00,departure,1
127,378,754,1871,walk-transit-walk,work,9:59:00,9:59:00,departure,36.06
128,379,1536,1356,walk-transit-walk,work,7:40:00,7:40:00,departure,36.06
129,380,1355,1558,walk-transit-walk,work,9:55:00,9:55:00,departure,14.02
130,383,1310,1256,walk-transit-walk,work,9:17:00,9:17:00,departure,10.02
131,385,936,1926,walk-transit-walk,other,7:01:00,7:01:00,departure,1
132,388,1262,1315,walk-transit-walk,other,14:03:00,14:03:00,departure,1
133,390,80,1973,walk-transit-walk,other,10:54:00,10:54:00,departure,1.88
134,392,1315,736,walk-transit-walk,work,8:41:00,8:41:00,departure,20.43
135,395,239,1265,walk-transit-walk,work,7:21:00,7:21:00,departure,50
136,397,236,2011,walk-transit-walk,work,7:46:00,7:46:00,departure,36.06
137,401,292,1234,walk-transit-walk,other,10:02:00,10:02:00,departure,1
138,406,165,789,walk-transit-walk,work,10:51:00,10:51:00,departure,14.02
139,407,1248,1372,walk-transit-walk,work,7:15:00,7:15:00,departure,10.02
140,407,390,600,walk-transit-walk,other,10:29:00,10:29:00,departure,24.16
141,410,1395,1543,walk-transit-walk,work,5:37:00,5:37:00,departure,42.07
142,414,806,1354,walk-transit-walk,work,14:58:00,14:58:00,departure,50
143,415,391,1239,walk-transit-walk,other,11:23:00,11:23:00,departure,1
144,421,299,157,walk-transit-walk,work,10:15:00,10:15:00,departure,4.21
145,424,591,1998,walk-transit-walk,work,10:49:00,10:49:00,departure,1
146,427,299,65,walk-transit-walk,college,11:31:00,11:31:00,departure,1
147,429,1518,1326,walk-transit-walk,work,5:43:00,5:43:00,departure,20.43
148,429,185,1871,walk-transit-walk,other,8:23:00,8:23:00,departure,3.22
149,432,544,1309,walk-transit-walk,other,4:52:00,4:52:00,departure,24.16
150,439,1356,1553,walk-transit-walk,work,10:09:00,10:09:00,departure,10.22
151,439,703,1239,walk-transit-walk,other,,,departure,40.26
152,440,1527,1358,walk-transit-walk,work,5:35:00,5:35:00,departure,10.22
153,445,1543,1351,walk-transit-walk,work,9:20:00,9:20:00,departure,15.02
154,445,791,1201,walk-transit-walk,work,5:17:00,5:17:00,departure,7.51
155,446,623,1239,walk-transit-walk,other,10:59:00,10:59:00,departure,1
156,447,646,830,walk-transit-walk,other,11:58:00,11:58:00,departure,1
157,448,1558,1256,walk-transit-walk,work,6:47:00,6:47:00,departure,42.07
158,451,744,592,walk-transit-walk,other,9:55:00,9:55:00,departure,1
159,452,1403,1700,walk-transit-walk,work,6:26:00,6:26:00,departure,50
160,453,158,1975,walk-transit-walk,work,11:53:00,11:53:00,departure,10.02
161,457,521,1538,walk-transit-walk,work,7:29:00,7:29:00,departure,30.05
162,457,221,1238,walk-transit-walk,work,7:29:00,7:29:00,departure,15.02
163,460,1280,197,walk-transit-walk,work,6:38:00,6:38:00,departure,36.06
164,462,1407,188,walk-transit-walk,work,7:57:00,7:57:00,departure,8.41
165,462,742,165,walk-transit-walk,work,10:04:00,10:04:00,departure,8.41
166,463,1395,1315,walk-transit-walk,work,13:56:00,13:56:00,departure,50
167,465,852,1239,walk-transit-walk,other,,,departure,1
168,467,591,223,walk-transit-walk,work,12:47:00,12:47:00,departure,7.21
169,469,1549,1204,walk-transit-walk,work,6:58:00,6:58:00,departure,30.05
170,476,1987,797,walk-transit-walk,work,,,departure,50
171,479,1427,1365,walk-transit-walk,work,7:34:00,7:34:00,departure,10.22
172,485,745,65,walk-transit-walk,other,,,departure,1.88
173,487,299,685,walk-transit-walk,work,12:24:00,12:24:00,departure,10.22
174,489,745,223,walk-transit-walk,other,9:04:00,9:04:00,departure,1
175,490,1356,708,walk-transit-walk,work,6:40:00,6:40:00,departure,36.06
176,491,302,1239,walk-transit-walk,other,,,departure,5.64
177,497,743,1239,walk-transit-walk,other,,,departure,1
178,500,1308,745,walk-transit-walk,work,11:37:00,11:37:00,departure,14.42
179,500,221,778,walk-transit-walk,other,12:32:00,12:32:00,departure,14.09
180,511,767,1354,walk-transit-walk,work,9:37:00,9:37:00,departure,30.05
181,511,808,212,walk-transit-walk,work,4:10:00,4:10:00,departure,10.22
182,514,619,1969,walk-transit-walk,work,6:43:00,6:43:00,departure,21.03
183,517,1446,581,walk-transit-walk,other,9:51:00,9:51:00,departure,1
184,518,1275,1251,walk-transit-walk,work,16:55:00,16:55:00,departure,30.05
185,520,1557,1429,walk-transit-walk,work,4:38:00,4:38:00,departure,20.43
186,521,712,1239,walk-transit-walk,other,,,departure,1
187,522,144,334,walk-transit-walk,other,9:12:00,9:12:00,departure,20.13
188,523,1249,779,walk-transit-walk,work,8:58:00,8:58:00,departure,36.06
189,524,742,1548,walk-transit-walk,work,7:45:00,7:45:00,departure,20.43
190,526,534,1986,walk-transit-walk,other,9:57:00,9:57:00,departure,16.11
191,527,1360,1355,walk-transit-walk,work,11:29:00,11:29:00,departure,14.02
192,529,1557,764,walk-transit-walk,other,5:38:00,5:38:00,departure,1
193,531,1800,1277,walk-transit-walk,work,8:34:00,8:34:00,departure,14.42
194,531,943,1239,walk-transit-walk,work,,,departure,50
195,535,742,1194,walk-transit-walk,college,6:52:00,6:52:00,departure,1
196,536,1340,652,walk-transit-walk,work,7:45:00,7:45:00,departure,50
197,540,657,1531,walk-transit-walk,work,6:47:00,6:47:00,departure,30.05
198,541,647,201,walk-transit-walk,work,14:52:00,14:52:00,departure,1
199,544,272,1409,walk-transit-walk,work,5:57:00,5:57:00,departure,20.03
200,545,1355,1518,walk-transit-walk,work,6:39:00,6:39:00,departure,14.42
201,545,745,1947,walk-transit-walk,work,5:44:00,5:44:00,departure,1
202,546,1211,1378,walk-transit-walk,work,14:18:00,14:18:00,departure,50
203,549,1249,1558,walk-transit-walk,work,8:51:00,8:51:00,departure,42.07
204,551,621,102,walk-transit-walk,work,7:25:00,7:25:00,departure,30.05
205,553,341,2145,walk-transit-walk,work,5:11:00,5:11:00,departure,1
206,554,939,2002,walk-transit-walk,work,14:14:00,14:14:00,departure,30.05
207,557,657,1539,walk-transit-walk,work,17:05:00,17:05:00,departure,8.41
208,558,745,146,walk-transit-walk,other,10:09:00,10:09:00,departure,1
209,564,1537,1381,walk-transit-walk,work,8:52:00,8:52:00,departure,50
210,566,631,742,walk-transit-walk,college,15:39:00,15:39:00,departure,1
211,567,1354,1284,walk-transit-walk,college,10:06:00,10:06:00,departure,1
212,570,1355,651,walk-transit-walk,work,6:58:00,6:58:00,departure,20.03
213,571,1543,1549,walk-transit-walk,college,,,departure,1
214,572,1240,642,walk-transit-walk,work,8:15:00,8:15:00,departure,20.43
215,572,950,390,walk-transit-walk,work,6:41:00,6:41:00,departure,30.05
216,573,751,156,walk-transit-walk,other,12:59:00,12:59:00,departure,1
217,575,939,183,walk-transit-walk,work,8:00:00,8:00:00,departure,1.6
218,577,744,936,walk-transit-walk,work,7:44:00,7:44:00,departure,1
219,582,1,1278,walk-transit-walk,work,14:47:00,14:47:00,departure,7.21
220,585,939,2052,walk-transit-walk,work,5:29:00,5:29:00,departure,1
221,587,684,236,walk-transit-walk,work,5:34:00,5:34:00,departure,14.02
222,588,362,2021,walk-transit-walk,work,6:17:00,6:17:00,departure,20.43
223,591,1356,657,walk-transit-walk,work,7:59:00,7:59:00,departure,36.06
224,592,745,1970,walk-transit-walk,other,,,departure,1
225,594,935,1314,walk-transit-walk,work,5:25:00,5:25:00,departure,21.03
226,598,633,1356,walk-transit-walk,work,8:46:00,8:46:00,departure,2.8
227,598,939,73,walk-transit-walk,work,7:45:00,7:45:00,departure,14.02
228,599,632,1233,walk-transit-walk,work,7:55:00,7:55:00,departure,24.04
229,599,666,1244,walk-transit-walk,work,7:14:00,7:14:00,departure,30.05
230,602,760,2115,walk-transit-walk,work,15:30:00,15:30:00,departure,1
231,606,740,1192,walk-transit-walk,college,13:09:00,13:09:00,departure,1
232,607,1257,1356,walk-transit-walk,work,9:53:00,9:53:00,departure,2.4
233,607,749,533,walk-transit-walk,work,6:33:00,6:33:00,departure,1
234,608,1286,1395,walk-transit-walk,work,6:31:00,6:31:00,departure,4.21
235,609,742,1213,walk-transit-walk,work,6:59:00,6:59:00,departure,10.52
236,610,1255,1378,walk-transit-walk,college,6:52:00,6:52:00,departure,1
237,614,1450,1257,walk-transit-walk,college,11:51:00,11:51:00,departure,1
238,619,665,1547,walk-transit-walk,other,6:52:00,6:52:00,departure,1
239,623,1315,1378,walk-transit-walk,work,8:09:00,8:09:00,departure,30.05
240,625,224,1279,walk-transit-walk,work,6:35:00,6:35:00,departure,42.07
241,633,1356,743,walk-transit-walk,work,9:47:00,9:47:00,departure,50
242,635,124,1248,walk-transit-walk,work,5:33:00,5:33:00,departure,2.4
243,637,1356,672,walk-transit-walk,work,8:32:00,8:32:00,departure,1
244,640,644,1543,walk-transit-walk,work,7:03:00,7:03:00,departure,8.41
245,643,130,1201,walk-transit-walk,work,5:43:00,5:43:00,departure,8.41
246,645,403,1778,walk-transit-walk,work,5:24:00,5:24:00,departure,36.06
247,649,573,1284,walk-transit-walk,work,9:01:00,9:01:00,departure,4.21
248,655,97,212,walk-transit-walk,work,6:10:00,6:10:00,departure,30.05
249,657,742,1239,walk-transit-walk,other,12:32:00,12:32:00,departure,48.32
250,659,232,1969,walk-transit-walk,work,6:58:00,6:58:00,departure,30.05
251,660,1249,1450,walk-transit-walk,other,11:58:00,11:58:00,departure,40.26
252,660,165,853,walk-transit-walk,work,6:46:00,6:46:00,departure,15.02
253,663,1340,1238,walk-transit-walk,other,5:35:00,5:35:00,departure,20.13
254,666,910,578,walk-transit-walk,work,7:46:00,7:46:00,departure,10.52
255,669,1971,648,walk-transit-walk,work,6:56:00,6:56:00,departure,30.05
256,671,1378,1239,walk-transit-walk,other,19:22:00,19:22:00,departure,48.32
257,671,149,65,walk-transit-walk,work,6:24:00,6:24:00,departure,2.4
258,673,1248,32,walk-transit-walk,work,7:34:00,7:34:00,departure,8.41
259,674,568,1968,walk-transit-walk,work,6:44:00,6:44:00,departure,36.06
260,678,140,742,walk-transit-walk,work,6:44:00,6:44:00,departure,50
261,679,521,1370,walk-transit-walk,work_based,8:44:00,8:44:00,departure,1
262,679,95,764,walk-transit-walk,work,6:25:00,6:25:00,departure,21.03
263,680,938,1260,walk-transit-walk,other,9:14:00,9:14:00,departure,1
264,681,1532,1354,walk-transit-walk,work,7:30:00,7:30:00,departure,18.03
265,681,626,1239,walk-transit-walk,other,,,departure,14.09
266,684,1539,1391,walk-transit-walk,work,8:22:00,8:22:00,departure,20.43
267,685,1315,734,walk-transit-walk,work,8:46:00,8:46:00,departure,50
268,687,928,1351,walk-transit-walk,work,8:42:00,8:42:00,departure,15.02
269,688,673,1351,walk-transit-walk,other,9:55:00,9:55:00,departure,1
270,688,140,1239,walk-transit-walk,other,7:21:00,7:21:00,departure,13.69
271,689,1451,1323,walk-transit-walk,work,13:21:00,13:21:00,departure,42.07
272,690,1292,1332,walk-transit-walk,college,5:18:00,5:18:00,departure,1
273,691,1969,1311,walk-transit-walk,work,8:53:00,8:53:00,departure,10.02
274,693,146,1239,walk-transit-walk,other,7:10:00,7:10:00,departure,4.83
275,696,77,620,walk-transit-walk,work,7:55:00,7:55:00,departure,10.02
276,701,1251,1550,walk-transit-walk,work,16:11:00,16:11:00,departure,10.22
277,705,669,1926,walk-transit-walk,other,,,departure,1
278,708,1372,1341,walk-transit-walk,other,11:07:00,11:07:00,departure,1
279,708,1968,2113,walk-transit-walk,work,,,departure,8.41
280,710,1378,1325,walk-transit-walk,work,13:32:00,13:32:00,departure,30.05
281,711,249,1968,walk-transit-walk,work,7:08:00,7:08:00,departure,2.8
282,713,937,1239,walk-transit-walk,other,5:35:00,5:35:00,departure,5.03
283,715,1278,310,walk-transit-walk,work,7:46:00,7:46:00,departure,20.43
284,719,657,1348,walk-transit-walk,work,5:31:00,5:31:00,departure,36.06
285,720,708,1239,walk-transit-walk,grade_school,8:18:00,8:18:00,departure,1
286,722,1311,1460,walk-transit-walk,work,6:42:00,6:42:00,departure,10.52
287,724,1257,1354,walk-transit-walk,work,6:58:00,6:58:00,departure,50
288,724,621,1946,walk-transit-walk,work,7:47:00,7:47:00,departure,7.21
289,728,1450,748,walk-transit-walk,other,13:17:00,13:17:00,departure,1
290,736,1284,803,walk-transit-walk,other,21:10:00,21:10:00,departure,20.13
291,741,1646,555,walk-transit-walk,work,12:01:00,12:01:00,departure,15.02
292,741,700,802,walk-transit-walk,work,8:36:00,8:36:00,departure,21.03
293,743,940,65,walk-transit-walk,college,5:22:00,5:22:00,departure,1
294,746,764,1315,walk-transit-walk,work,7:18:00,7:18:00,departure,36.06
295,746,158,65,walk-transit-walk,college,8:33:00,8:33:00,departure,1
296,747,740,1251,walk-transit-walk,work,7:31:00,7:31:00,departure,21.03
297,747,236,65,walk-transit-walk,college,7:32:00,7:32:00,departure,1
298,748,751,404,walk-transit-walk,other,8:12:00,8:12:00,departure,1
299,754,221,945,walk-transit-walk,work,8:38:00,8:38:00,departure,36.06
300,759,1543,1257,walk-transit-walk,college,8:34:00,8:34:00,departure,1
301,760,130,730,walk-transit-walk,work,8:25:00,8:25:00,departure,30.05
302,763,1258,673,walk-transit-walk,work,6:57:00,6:57:00,departure,30.05
303,764,138,742,walk-transit-walk,work,8:50:00,8:50:00,departure,30.05
304,766,205,2018,walk-transit-walk,other,8:32:00,8:32:00,departure,20.13
305,773,1356,1545,walk-transit-walk,work,7:21:00,7:21:00,departure,2.4
306,774,71,809,walk-transit-walk,work,9:56:00,9:56:00,departure,36.06
307,775,239,1260,walk-transit-walk,other,20:15:00,20:15:00,departure,1
308,777,1284,1310,walk-transit-walk,other,15:53:00,15:53:00,departure,1
309,777,621,2018,walk-transit-walk,work,9:34:00,9:34:00,departure,15.02
310,780,1426,545,walk-transit-walk,work,6:29:00,6:29:00,departure,10.22
311,780,171,65,walk-transit-walk,college,8:41:00,8:41:00,departure,2.82
312,784,230,1234,walk-transit-walk,other,9:33:00,9:33:00,departure,3.22
313,786,1287,1323,walk-transit-walk,other,,,departure,1
314,787,303,1266,walk-transit-walk,work,7:20:00,7:20:00,departure,36.06
315,789,130,1204,walk-transit-walk,work,9:11:00,9:11:00,departure,30.05
316,792,214,1265,walk-transit-walk,work,6:51:00,6:51:00,departure,36.06
317,793,1281,664,walk-transit-walk,work,10:01:00,10:01:00,departure,15.02
318,794,1284,65,walk-transit-walk,work,10:34:00,10:34:00,departure,10.02
319,795,1395,1251,walk-transit-walk,work,8:11:00,8:11:00,departure,50
320,798,1356,536,walk-transit-walk,work,7:13:00,7:13:00,departure,36.06
321,802,354,2145,walk-transit-walk,other,6:20:00,6:20:00,departure,1
322,804,146,1968,walk-transit-walk,work,9:57:00,9:57:00,departure,14.02
323,808,223,672,walk-transit-walk,other,9:54:00,9:54:00,departure,1
324,810,684,1354,walk-transit-walk,work,5:57:00,5:57:00,departure,50
325,812,1251,596,walk-transit-walk,work,7:52:00,7:52:00,departure,36.06
326,819,1613,1315,walk-transit-walk,work,14:37:00,14:37:00,departure,14.02
327,825,1358,745,walk-transit-walk,other,14:31:00,14:31:00,departure,14.09
328,826,1523,1257,walk-transit-walk,work,13:51:00,13:51:00,departure,24.04
329,827,80,2019,walk-transit-walk,college,10:19:00,10:19:00,departure,1
330,829,642,1257,walk-transit-walk,work,11:58:00,11:58:00,departure,30.05
331,831,158,1239,walk-transit-walk,other,,,departure,24.16
332,833,277,1398,walk-transit-walk,work,7:40:00,7:40:00,departure,42.07
333,833,745,1200,walk-transit-walk,other,9:15:00,9:15:00,departure,1
334,834,1234,1330,walk-transit-walk,work,6:15:00,6:15:00,departure,14.02
335,834,236,684,walk-transit-walk,other,10:06:00,10:06:00,departure,1
336,835,1563,753,walk-transit-walk,work_based,9:52:00,9:52:00,departure,1
337,838,1971,1341,walk-transit-walk,other,4:44:00,4:44:00,departure,1
338,839,158,827,walk-transit-walk,other,10:12:00,10:12:00,departure,13.69
339,841,144,296,walk-transit-walk,work,10:05:00,10:05:00,departure,42.07
340,846,1257,1354,walk-transit-walk,work,8:04:00,8:04:00,departure,20.43
341,847,141,1239,walk-transit-walk,work,,,departure,20.43
342,849,88,684,walk-transit-walk,other,10:59:00,10:59:00,departure,1
343,851,1281,521,walk-transit-walk,work,6:36:00,6:36:00,departure,36.06
344,851,595,332,walk-transit-walk,work,6:37:00,6:37:00,departure,10.02
345,853,683,1947,walk-transit-walk,other,9:39:00,9:39:00,departure,2.42
346,857,1340,789,walk-transit-walk,work,6:49:00,6:49:00,departure,50
347,858,1426,1257,walk-transit-walk,work,8:37:00,8:37:00,departure,15.02
348,859,1997,1395,walk-transit-walk,work,5:43:00,5:43:00,departure,20.03
349,860,256,1257,walk-transit-walk,work,6:25:00,6:25:00,departure,30.05
350,862,171,1378,walk-transit-walk,work,8:02:00,8:02:00,departure,36.06
351,863,1330,643,walk-transit-walk,work,5:37:00,5:37:00,departure,10.02
352,868,1310,1249,walk-transit-walk,other,4:16:00,4:16:00,departure,20.13
353,871,238,1355,walk-transit-walk,work,5:04:00,5:04:00,departure,36.06
354,876,774,1378,walk-transit-walk,work,7:17:00,7:17:00,departure,30.05
355,876,944,1248,walk-transit-walk,work,20:22:00,20:22:00,departure,21.03
356,877,1234,657,walk-transit-walk,work,18:26:00,18:26:00,departure,30.05
357,878,672,128,walk-transit-walk,work,8:45:00,8:45:00,departure,30.05
358,880,725,1330,walk-transit-walk,work,9:04:00,9:04:00,departure,50
359,880,1986,808,walk-transit-walk,work,12:07:00,12:07:00,departure,2.8
360,881,1359,620,walk-transit-walk,work,8:24:00,8:24:00,departure,36.06
361,882,242,1284,walk-transit-walk,work,7:37:00,7:37:00,departure,10.22
362,884,1278,745,walk-transit-walk,other,13:00:00,13:00:00,departure,1.61
363,885,950,1356,walk-transit-walk,work,6:07:00,6:07:00,departure,42.07
364,886,286,1971,walk-transit-walk,work,7:46:00,7:46:00,departure,4.81
365,887,1390,1330,walk-transit-walk,work,9:27:00,9:27:00,departure,36.06
366,889,1551,1356,walk-transit-walk,other,12:30:00,12:30:00,departure,1
367,892,318,1351,walk-transit-walk,college,10:33:00,10:33:00,departure,1
