agency_id,route_id
sf_muni,sf_muni_83X
sf_muni,sf_muni_88
sf_muni,sf_muni_8AX
sf_muni,sf_muni_8BX
sf_muni,sf_muni_8X
sf_muni,sf_muni_9
sf_muni,sf_muni_90
sf_muni,sf_muni_91
sf_muni,sf_muni_94L
sf_muni,sf_muni_94N
sf_muni,sf_muni_9L
sf_muni,sf_muni_F
sf_muni,sf_muni_J
sf_muni,sf_muni_K
sf_muni,sf_muni_L
sf_muni,sf_muni_M
sf_muni,sf_muni_N
sf_muni,sf_muni_NX
shuttle,shuttle_10VTA
shuttle,shuttle_ACEGRN_
shuttle,shuttle_ACEGRY_
shuttle,shuttle_ACEORN_
shuttle,shuttle_ACEPUR_
shuttle,shuttle_ACERED_
shuttle,shuttle_ACETAN_
shuttle,shuttle_ACEVIO_
shuttle,shuttle_ACEYLW_
shuttle,shuttle_AMTK34AE
shuttle,shuttle_AMTK34AW
shuttle,shuttle_AMTK34E
shuttle,shuttle_AMTK34W
shuttle,shuttle_AMTK7N
shuttle,shuttle_AMTK7S
shuttle,shuttle_AMTKSF1IB
shuttle,shuttle_AMTKSF1OB
shuttle,shuttle_AMTKSF2IB
shuttle,shuttle_AMTKSF2OB
shuttle,shuttle_AMTKSF3IB
shuttle,shuttle_AMTKSF3OB
shuttle,shuttle_AMTKSF4IB
shuttle,shuttle_AMTKSF4OB
shuttle,shuttle_AMTKSF5IB
shuttle,shuttle_AMTKSF6IB
shuttle,shuttle_AMTKSF6OB
shuttle,shuttle_AMTKSF7IB
shuttle,shuttle_AMTKXPN
shuttle,shuttle_AMTKXPS
shuttle,shuttle_Embar
shuttle,shuttle_HOLLISE
shuttle,shuttle_HOLLISW
shuttle,shuttle_MDS
shuttle,shuttle_MRA
shuttle,shuttle_MRB_CCW
shuttle,shuttle_MRB_CW
shuttle,shuttle_MRC
shuttle,shuttle_MRDTX
shuttle,shuttle_MRPALM_
shuttle,shuttle_MRSL
shuttle,shuttle_MRVA
shuttle,shuttle_Powell
shuttle,shuttle_SLLinks
shuttle,shuttle_VTADASH
shuttle,shuttle_VTAGA
shuttle,shuttle_VTAIBM_
shuttle,shuttle_VTAKA
shuttle,shuttle_VTAR
shuttle,shuttle_cross
soltrans,soltrans_1N
soltrans,soltrans_1S
soltrans,soltrans_200
soltrans,soltrans_2N
soltrans,soltrans_2S
soltrans,soltrans_3E
soltrans,soltrans_3W
soltrans,soltrans_4
soltrans,soltrans_5
soltrans,soltrans_6
soltrans,soltrans_7
soltrans,soltrans_8
soltrans,soltrans_80
soltrans,soltrans_85
soltrans,soltrans_90
soltrans,soltrans_90MD
soltrans,soltrans_91
soltrans,soltrans_9N
soltrans,soltrans_9S
sonoma_county_transit,sonoma_county_transit_10RPL
sonoma_county_transit,sonoma_county_transit_12RPL
sonoma_county_transit,sonoma_county_transit_14RPL
sonoma_county_transit,sonoma_county_transit_20MRL
sonoma_county_transit,sonoma_county_transit_22SEBX
sonoma_county_transit,sonoma_county_transit_24S
sonoma_county_transit,sonoma_county_transit_26
sonoma_county_transit,sonoma_county_transit_28LP1
sonoma_county_transit,sonoma_county_transit_28LP4
sonoma_county_transit,sonoma_county_transit_30NBL
sonoma_county_transit,sonoma_county_transit_30NBX
sonoma_county_transit,sonoma_county_transit_30SBL
sonoma_county_transit,sonoma_county_transit_30SBX
sonoma_county_transit,sonoma_county_transit_32L
sonoma_county_transit,sonoma_county_transit_34SNV_
sonoma_county_transit,sonoma_county_transit_40EBL
sonoma_county_transit,sonoma_county_transit_40WBL
sonoma_county_transit,sonoma_county_transit_42L
sonoma_county_transit,sonoma_county_transit_44NBL
sonoma_county_transit,sonoma_county_transit_44SBL
sonoma_county_transit,sonoma_county_transit_46SSU_
sonoma_county_transit,sonoma_county_transit_48NBL
sonoma_county_transit,sonoma_county_transit_48SBL
sonoma_county_transit,sonoma_county_transit_60CNL
sonoma_county_transit,sonoma_county_transit_60CSL
sonoma_county_transit,sonoma_county_transit_60HL
sonoma_county_transit,sonoma_county_transit_60HXS
sonoma_county_transit,sonoma_county_transit_62NBL
sonoma_county_transit,sonoma_county_transit_62SBL
sonoma_county_transit,sonoma_county_transit_64NBL
sonoma_county_transit,sonoma_county_transit_64SBL
sonoma_county_transit,sonoma_county_transit_66_SL
sonoma_county_transit,sonoma_county_transit_Temelec
sonoma_county_transit,sonoma_county_transit_ValyMoonN
sonoma_county_transit,sonoma_county_transit_ValyMoonS
tri_delta_transit,tri_delta_transit_200
tri_delta_transit,tri_delta_transit_300
tri_delta_transit,tri_delta_transit_380TRI_
tri_delta_transit,tri_delta_transit_383TR
tri_delta_transit,tri_delta_transit_383TRI_CCW
tri_delta_transit,tri_delta_transit_384TR
tri_delta_transit,tri_delta_transit_385TR
tri_delta_transit,tri_delta_transit_387TRI_
tri_delta_transit,tri_delta_transit_388TRI_
tri_delta_transit,tri_delta_transit_389TR_CCW
tri_delta_transit,tri_delta_transit_389TR_CW
tri_delta_transit,tri_delta_transit_390TRI_
tri_delta_transit,tri_delta_transit_391EBTR
tri_delta_transit,tri_delta_transit_391WBTR
tri_delta_transit,tri_delta_transit_70
tri_delta_transit,tri_delta_transit_BDAR
union_city_transit,union_city_transit_1AN_1BS
union_city_transit,union_city_transit_1AS_1BN
union_city_transit,union_city_transit_2ebWHIP
union_city_transit,union_city_transit_2wbWHIP
union_city_transit,union_city_transit_3ebALM
union_city_transit,union_city_transit_3wbALM
union_city_transit,union_city_transit_4SH
vacaville,vacaville_1NOVV
vacaville,vacaville_2CV
vacaville,vacaville_4
vacaville,vacaville_5
vacaville,vacaville_6
vacaville,vacaville_6B
vacaville,vacaville_8
vine,vine_10NVT
vine,vine_10NVTN
vine,vine_10NVTNA
vine,vine_10NVTS
vine,vine_10NVTSA
vine,vine_10NVTSEXP
vine,vine_10nb
vine,vine_10sb
vine,vine_1Bn
vine,vine_1Bs
vine,vine_2
vine,vine_3A
vine,vine_3B
vine,vine_4nb
vine,vine_4sb
vine,vine_5
vine,vine_6
vine,vine_7nb
vine,vine_7sb
vine,vine_VVFEXP
west_berkeley_shuttle,west_berkeley_shuttle_WBrkley
west_berkeley_shuttle,west_berkeley_shuttle_WBrkleyPM
westcat,westcat_10e
westcat,westcat_10s
westcat,westcat_11nbWCH
westcat,westcat_11sbWCH
westcat,westcat_12
westcat,westcat_13e
westcat,westcat_13s
westcat,westcat_14e
westcat,westcat_14w
westcat,westcat_15
westcat,westcat_16
westcat,westcat_17n
westcat,westcat_17s
westcat,westcat_18
westcat,westcat_19nb
westcat,westcat_19sb
westcat,westcat_JL
westcat,westcat_JPX
westcat,westcat_JR
westcat,westcat_JX
westcat,westcat_LYNX
westcat,westcat_ML30Z
